KEY,WELL,ITER,CLASS,MODEL,FORM_raw,FORM_label,LOG,LAG,p_trend,df,AIC,BIC,RL,AIC_EVENT,AIC_INTERP,AIC_NULL,BIC_EVENT,BIC_INTERP,BIC_NULL,logLik,n_obs,n_cens,beta_intercept,beta_interp,beta_event,se_intercept,se_interp,se_event,beta_logSigma,p_interp,p_event,SUM_rows,SUM_cols,model_type,fit_ok
199-D1-1__ITER1,199-D1-1,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,21,0.0055926373313431865,11,35.160654306717134,36.576754708921555,0.4113923361919873,33.384238445633954,41.45482444127734,43.533262923835906,34.09228864673616,42.16287464237955,44.24131312493812,-15.580327153358567,15,0,-6.941693195180539,-0.04270060859320483,0.0007045043918319616,3903.4482714228984,0.08997036663980162,0.00021169344416713576,-1.525901178444529,0.6350667768885262,0.0008748876216908044,4,4,INTERP+EVENT,True
199-D4-103__ITER1,199-D4-103,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,55,0.13558047024284825,9,38.36051973358502,39.490418448508095,0.8670167777144268,40.347173822827,38.075125831724144,40.35689961079734,40.91212318028854,38.64007518918568,40.92184896825888,-17.18025986679251,13,3,-67.53884513292459,0.5337698537816584,0.000348447638747487,6554.435369473497,0.2472619466573755,0.00026150311152893936,-0.34921682109620106,0.030871725319479192,0.18270254352995718,4,4,INTERP+EVENT,True
