NAME,XCOORDS,YCOORDS,ZCOORDS,N_GAUGE,H_GAUGE,F_GAUGE,D_GAUGE,B_GAUGE,K_GAUGE,300_GAUGE,PRD_GAUGE,STAGE
199-D4-103,572749.45,151243.34,144.39,2508.1436829975873,5299.286725169421,8784.328485706823,495.94567494838566,9934.55017227231,5764.410246694742,41646.802377590786,25030.93967687228,D_GAUGE
199-D1-1,573381.29,151558.09,144.356,3184.100744100444,4593.620086648006,8319.817742552961,629.2872750978038,10629.019813793611,6433.395319930217,41589.44944901529,25726.12880040499,D_GAUGE
