NAME,XCOORDS,YCOORDS,ZCOORDS,N_GAUGE,H_GAUGE,F_GAUGE,D_GAUGE,B_GAUGE,K_GAUGE,300_GAUGE,PRD_GAUGE,STAGE
36-D,573120.65,152146.43,,3431.847093251811,4627.1467818490655,8809.038267217324,532.5325366585523,10787.28454125953,6682.588222575131,42228.52923566482,25652.65992162595,D_GAUGE
36-M,573120.65,152146.43,,3431.847093251811,4627.1467818490655,8809.038267217324,532.5325366585523,10787.28454125953,6682.588222575131,42228.52923566482,25652.65992162595,D_GAUGE
36-S,573120.65,152146.43,,3431.847093251811,4627.1467818490655,8809.038267217324,532.5325366585523,10787.28454125953,6682.588222575131,42228.52923566482,25652.65992162595,D_GAUGE
37-D,573335.96,152287.34,,3676.920237922035,4380.743776558571,8683.930703575437,782.4093325107556,11042.943901912022,6930.252404357241,42241.20691075483,25901.12311795331,D_GAUGE
37-M,573335.96,152287.34,,3676.920237922035,4380.743776558571,8683.930703575437,782.4093325107556,11042.943901912022,6930.252404357241,42241.20691075483,25901.12311795331,D_GAUGE
37-S,573335.96,152287.34,,3676.920237922035,4380.743776558571,8683.930703575437,782.4093325107556,11042.943901912022,6930.252404357241,42241.20691075483,25901.12311795331,D_GAUGE
38-D,573471.85,152368.72,,3826.671006574868,4227.902028169114,8604.289602401816,937.0836573646635,11199.531059423703,7081.277892937085,42243.47067087293,26055.656006785248,D_GAUGE
38-M,573471.85,152368.72,,3826.671006574868,4227.902028169114,8604.289602401816,937.0836573646635,11199.531059423703,7081.277892937085,42243.47067087293,26055.656006785248,D_GAUGE
43-M,576782.564,153963.57,116.085,7340.079883270265,898.1457663275146,7164.730873447783,4580.887780310269,14794.31016917265,10569.583871544603,42129.64031513913,29703.32644340463,H_GAUGE
44-M,577033.113,153810.532,116.114,7448.954553529496,604.5574034821065,6895.02799723343,4732.456863916767,14908.945774698299,10663.850931803798,41885.37039286859,29890.490159914498,H_GAUGE
45-D,577597.84,153493.801,,7744.3706482374155,50.307097163252976,6318.807587526399,5129.161154996056,15200.278057398726,10918.895847291516,41362.86881698612,30327.17415193881,H_GAUGE
45-M,577597.84,153493.801,,7744.3706482374155,50.307097163252976,6318.807587526399,5129.161154996056,15200.278057398726,10918.895847291516,41362.86881698612,30327.17415193881,H_GAUGE
45-S,577597.84,153493.801,,7744.3706482374155,50.307097163252976,6318.807587526399,5129.161154996056,15200.278057398726,10918.895847291516,41362.86881698612,30327.17415193881,H_GAUGE
47-D,578193.394,152744.421,115.856,7919.194927554767,988.6516249624636,5368.201767845271,5507.6453945762005,15323.272397403409,11002.780393336761,40435.68732823121,30677.430896844995,H_GAUGE
47-M,578193.919,152743.533,115.765,7919.3040084866325,989.6669361810362,5367.170233738624,5507.9994533414465,15323.295442898005,11002.773831183173,40434.662734449135,30677.687723151295,H_GAUGE
48-M,578465.52,152420.795,116.348,8042.752128689898,1411.458993496074,4950.88641858455,5727.909063561062,15407.707131328225,11077.524574859894,40029.697663515086,30851.04050447673,H_GAUGE
48-S,578465.52,152420.795,116.348,8042.752128689898,1411.458993496074,4950.88641858455,5727.909063561062,15407.707131328225,11077.524574859894,40029.697663515086,30851.04050447673,H_GAUGE
49-D,578699.755,152232.861,115.813,8195.409706518438,1707.46561173276,4671.467094503177,5941.960716906986,15529.84795470333,11195.69142006627,39763.5854023923,31027.663641550014,H_GAUGE
49-M,578699.741,152232.831,115.985,8195.386373104146,1707.478304408581,4671.447688894933,5941.9442692743405,15529.821949008563,11195.66519207868,39763.563494556685,31027.642349944028,H_GAUGE
49-S,578699.741,152232.831,115.985,8195.386373104146,1707.478304408581,4671.447688894933,5941.9442692743405,15529.821949008563,11195.66519207868,39763.563494556685,31027.642349944028,H_GAUGE
50-D,578611.816,152118.084,117.083,8074.172450813793,1738.665126055018,4615.846599605753,5845.756734229678,15399.784586809543,11064.990795562879,39693.70450659541,30913.12593054487,H_GAUGE
50-M,578611.816,152118.084,117.083,8074.172450813793,1738.665126055018,4615.846599605753,5845.756734229678,15399.784586809543,11064.990795562879,39693.70450659541,30913.12593054487,H_GAUGE
50-S,578611.792,152118.154,117.083,8074.17286170149,1738.5950818715505,4615.919030628671,5845.737331377448,15399.794366592481,11065.00126853313,39693.77824625643,30913.120667286195,H_GAUGE
51-D,578779.254,151843.755,116.76,8147.905909039014,2058.3933822757995,4294.478536758702,6001.778068084508,15430.443183598094,11093.926843181342,39375.20960948072,31006.216133029426,H_GAUGE
51-M,578779.254,151843.755,116.76,8147.905909039014,2058.3933822757995,4294.478536758702,6001.778068084508,15430.443183598094,11093.926843181342,39375.20960948072,31006.216133029426,H_GAUGE
51-S,578779.254,151843.755,116.76,8147.905909039014,2058.3933822757995,4294.478536758702,6001.778068084508,15430.443183598094,11093.926843181342,39375.20960948072,31006.216133029426,H_GAUGE
52-D,578919.484,151586.176,115.996,8211.56548782176,2349.0509376205628,4001.419187094969,6142.971351125804,15449.767178161705,11113.948134774271,39083.01019626342,31079.894630978528,H_GAUGE
52-M,578919.484,151586.176,115.996,8211.56548782176,2349.0509376205628,4001.419187094969,6142.971351125804,15449.767178161705,11113.948134774271,39083.01019626342,31079.894630978528,H_GAUGE
52-S,578919.484,151586.176,115.996,8211.56548782176,2349.0509376205628,4001.419187094969,6142.971351125804,15449.767178161705,11113.948134774271,39083.01019626342,31079.894630978528,H_GAUGE
53-D,579510.188,151531.413,115.356,8770.290977203487,2774.822176780476,3682.7717236794733,6734.970664796709,15968.567032308598,11635.435740072287,38799.51404017728,31641.23707260953,H_GAUGE
53-M,579510.574,151531.727,115.344,8770.740294056022,2774.8732719886343,3682.906818140394,6735.346838184726,15969.045503263958,11635.912447802488,38799.653374250716,31641.685341670345,H_GAUGE
53-S,579510.574,151531.727,115.344,8770.740294056022,2774.8732719886343,3682.906818140394,6735.346838184726,15969.045503263958,11635.912447802488,38799.653374250716,31641.685341670345,H_GAUGE
54-D,579033.518,151231.944,116.0,8238.244297160962,2705.606379469875,3639.7967474241905,6275.590760393815,15412.726666568184,11080.900123446654,38712.79159161036,31108.66155841321,H_GAUGE
54-M,579033.518,151231.944,116.0,8238.244297160962,2705.606379469875,3639.7967474241905,6275.590760393815,15412.726666568184,11080.900123446654,38712.79159161036,31108.66155841321,H_GAUGE
54-S,579033.518,151231.944,116.0,8238.244297160962,2705.606379469875,3639.7967474241905,6275.590760393815,15412.726666568184,11080.900123446654,38712.79159161036,31108.66155841321,H_GAUGE
55-D,579135.286,150891.368,115.251,8271.848829847406,3047.8184792175307,3298.697877696593,6413.074971507761,15378.199539467676,11053.456087839608,38360.049617189245,31132.802076025524,H_GAUGE
55-M,579134.582,150891.146,115.295,8271.117001005208,3047.6413151589936,3298.905400150145,6412.406470238795,15377.46320956596,11052.718700704389,38360.13000744444,31132.06680908964,H_GAUGE
55-S,579134.582,150891.146,115.295,8271.117001005208,3047.6413151589936,3298.905400150145,6412.406470238795,15377.46320956596,11052.718700704389,38360.13000744444,31132.06680908964,H_GAUGE
58-D,579310.118,150233.17,114.858,8357.497606859892,3705.790869960133,2663.773442318986,6702.923079106897,15313.964241195865,11011.789809116579,37687.33396448765,31169.452480055395,F_GAUGE
58-M,579311.429,150232.317,114.88,8358.723789927059,3707.1648321381467,2662.2890682887855,6704.392172745394,15314.925709600398,11012.802205744434,37686.02277251515,31170.573509267357,F_GAUGE
58-S,579310.627,150232.255,114.929,8357.919496432121,3706.837841202364,2662.740758630857,6703.624604178952,15314.14727683218,11012.01594923077,37686.29118273852,31169.774680261282,F_GAUGE
199-D4-17,572738.089,151558.433,144.234,2734.2007587324233,5183.936550434435,8910.636056808118,184.46543516334813,10119.122823143269,5988.1673626018455,41921.35045481488,25110.59135400482,D_GAUGE
199-D4-18,572726.336,151570.93,144.877,2736.3385033516743,5190.20153310951,8926.277470415951,175.41453815463666,10117.755452179135,5989.717705315982,41938.14158884243,25103.022778702794,D_GAUGE
DD-06-2,573964.576,153015.374,117.578,4638.63852041748,3614.6529006282544,8529.893732669345,1742.8637190933687,11992.543939546638,7892.084608544931,42563.86940596042,26730.270540109283,D_GAUGE
DD-06-3,573964.576,153015.374,117.578,4638.63852041748,3614.6529006282544,8529.893732669345,1742.8637190933687,11992.543939546638,7892.084608544931,42563.86940596042,26730.270540109283,D_GAUGE
DD-08-3,573940.057,152903.527,,4537.420437275455,3655.319430819974,8486.91120880013,1645.258248184161,11901.578769894824,7792.049879289659,42477.97389366608,26670.405743516792,D_GAUGE
DD-08-4,573940.057,152903.527,,4537.420437275455,3655.319430819974,8486.91120880013,1645.258248184161,11901.578769894824,7792.049879289659,42477.97389366608,26670.405743516792,D_GAUGE
DD-10-4,573899.056,152788.072,117.287,4423.275491127429,3715.9516885600688,8457.059033017318,1535.446907502787,11796.043972062162,7678.697616816235,42397.10373315988,26594.135017309425,D_GAUGE
DD-12-2,573818.681,152683.696,117.03,4291.7990108712775,3815.663925122524,8468.062713762629,1405.5936341976308,11667.532157404206,7547.361677987643,42345.38990438248,26484.452880314664,D_GAUGE
DD-12-3,573820.559,152683.591,116.933,4292.9586528016725,3813.850951149802,8466.42025368936,1406.9135702245314,11668.911704410595,7548.543122317154,42344.37736370391,26486.19822724633,D_GAUGE
DD-12-4,573819.657,152683.584,117.154,4292.358444926501,3814.733895840342,8467.178367812066,1406.2408473604248,11668.21246613541,7547.933036571321,42344.813627606214,26485.341536483327,D_GAUGE
DD-15-2,573700.609,152547.828,119.316,4111.79788618898,3961.331222599905,8496.93285196158,1227.0201197311594,11489.973865043154,7367.3934793579,42285.23347678789,26329.227916726803,D_GAUGE
DD-15-3,573700.597,152547.317,116.933,4111.405879871823,3961.4648254869885,8496.678707211335,1226.674083829066,11489.639701872722,7367.006484689511,42284.795092596825,26329.054476389116,D_GAUGE
DD-15-4,573701.271,152548.199,119.289,4112.513377412953,3960.5998294968776,8496.55838105773,1227.7624040187293,11490.72071013414,7368.11271852712,42285.22907785937,26329.97340443536,D_GAUGE
DD-16-3,573650.431,152516.128,120.013,4054.9105039178976,4017.6674202160443,8523.632072523127,1168.4334342635527,11431.091604429967,7310.240361597181,42282.49697768741,26271.590474962595,D_GAUGE
DD-16-4,573651.165,152516.993,119.965,4056.044868564071,4016.745189577506,8523.444693908268,1169.5569755398842,11432.208251490658,7311.374319105397,42282.885058180116,26272.560607940737,D_GAUGE
DD-17-2,573597.984,152482.772,117.39,3995.358841154707,4076.697721317081,8551.77706652476,1107.1350682188893,11369.410236504335,7250.374896200898,42279.532407398234,26211.284556268583,D_GAUGE
DD-17-3,573597.162,152483.304,117.313,3995.225016363521,4077.362321892452,8552.755287812199,1106.88463316643,11369.115324262168,7250.2223725151935,42280.40229438055,26210.672876915392,D_GAUGE
DD-39-1,572606.547,151625.856,117.913,2705.7034570314513,5281.995289286918,9057.97102041866,205.44734280345787,10059.340221688391,5952.836933849684,42047.52092271249,25004.80479446131,D_GAUGE
DD-39-2,572606.894,151626.189,117.94,2706.1778552951478,5281.552984644349,9057.778329271321,204.97462047047554,10059.819719342153,5953.315318583138,42047.62340747642,25005.235056379108,D_GAUGE
DD-41-2,572532.209,151530.033,117.684,2584.448792097256,5385.778657120072,9090.613871760754,322.5577252678946,9941.115822611613,5831.674916993398,42004.846940427815,24905.452754076436,D_GAUGE
DD-41-3,572532.688,151530.738,117.646,2585.3003254733926,5385.075678338114,9090.431286402656,321.7367056274809,9941.932755249763,5832.522366603286,42005.19545082477,24906.11809218801,D_GAUGE
DD-41-1,572532.894,151530.892,,2585.5468724880557,5384.827726623454,9090.297312651552,321.47996568997837,9942.189719295644,5832.773083784374,42005.21835999547,24906.36030373711,D_GAUGE
DD-42-2,572485.319,151492.503,117.919,2526.3889277292465,5443.151078010809,9120.34365666389,382.59832792369326,9881.058986619742,5772.729746254355,41997.56837657115,24849.601416508976,D_GAUGE
DD-42-3,572485.766,151492.564,117.939,2526.7028884538004,5442.712943077276,9119.950091334525,382.2167779311114,9881.443783692535,5773.064941071723,41997.38500965096,24850.04662872341,D_GAUGE
DD-42-4,572486.189,151492.48,117.973,2526.885871218558,5442.35042713874,9119.525731054244,381.947103825912,9881.718282642441,5773.273937528077,41997.090978401364,24850.426332552797,D_GAUGE
DD-43-2,572450.504,151443.236,117.939,2466.0730958397776,5493.735347074595,9134.87508580891,441.20424797597104,9822.94339745679,5712.631894541384,41974.034017207756,24801.88467131646,D_GAUGE
DD-43-3,572450.906,151443.222,117.521,2466.3001296494326,5493.367601090681,9134.49505745886,440.91494367966055,9823.24633557685,5712.881052262469,41973.81011480995,24802.26504396247,D_GAUGE
DD-44-3,572412.676,151394.279,118.199,2404.221670534119,5547.18608384698,9152.70849913822,502.19601561245827,9762.710259759904,5650.826238267877,41952.42884492886,24751.430249483405,D_GAUGE
DD-44-4,572411.362,151396.947,117.645,2405.5945929374175,5547.39381834081,9154.882881601112,501.3325867057262,9763.371689269277,5652.0120547122315,41955.388228615564,24750.948949805323,D_GAUGE
DD-49-1,572213.696,151161.553,119.627,2098.975769377519,5821.110870336125,9260.792387626705,807.2727038523083,9461.71611885865,5344.635516207337,41861.05902222525,24493.93359331143,D_GAUGE
DD-49-2,572213.968,151162.781,119.492,2100.1317529930957,5820.369903177078,9260.934456956522,806.2051642758498,9462.69659972279,5345.748221795022,41861.95155036354,24494.54353523232,D_GAUGE
DD-49-3,572210.802,151163.304,118.557,2098.711418622623,5823.061988485795,9264.098454817886,808.0525404328585,9460.554389846979,5344.101263550307,41864.08572133899,24491.65699750862,D_GAUGE
DD-49-4,572211.15,151163.981,118.487,2099.464445929477,5822.4722225808155,9263.989531991072,807.3262693490179,9461.24952520426,5344.842838892546,41864.471902424135,24492.183181283126,D_GAUGE
DD-50-1,572172.189,151121.164,119.454,2041.9798808656046,5875.354939445389,9287.0586257747,865.171333723574,9404.06887161539,5286.99051032218,41849.14507743994,24442.67108776298,D_GAUGE
DD-50-2,572172.633,151121.569,119.478,2042.5672565585073,5874.7852354293045,9286.767488391693,864.5712746384811,9404.668601606907,5287.586460332341,41849.24927946077,24443.211625188054,D_GAUGE
DD-50-3,572172.166,151120.007,119.472,2041.0237847398737,5875.843139199489,9286.710449487762,866.0133014250151,9403.327660987316,5286.092274174247,41848.18035462961,24442.32132051807,D_GAUGE
DD-50-4,572173.03,151121.18,119.514,2042.4804449005026,5874.579060177517,9286.266918520005,864.5708441186331,9404.735290992343,5287.545833541295,41848.708147245095,24443.48217576257,D_GAUGE
DH-14-1,577787.186,153374.82,115.76,7846.497332276641,267.18218468299034,6117.873641409739,5269.314632681906,15296.04866385109,11004.298316275112,41176.802360394584,30471.414681576935,H_GAUGE
DH-14-11,577788.415,153377.955,115.031,7849.127749685373,266.9194553156518,6119.911426078775,5271.457078972577,15298.756511555692,11007.098981659516,41179.16321726618,30473.53092367291,H_GAUGE
DH-1451-1,577182.865,153704.528,116.227,7510.521994185185,421.6047518814605,6722.770662208317,4823.361271972966,14971.571930211117,10714.650490534359,41726.46511585913,29998.562116396846,H_GAUGE
DH-1452-1,577255.023,153661.681,115.982,7546.185580465487,337.6896813851404,6646.805566860647,4872.269433047625,15007.072441694021,10745.197969350325,41657.45335173874,30053.48878551753,H_GAUGE
DH-22-1,578460.331,152468.304,114.224,8055.566776435761,1372.2605914274977,4994.524831418594,5728.616006266854,15425.314715201832,11095.95239662448,40075.27576728546,30858.73876432398,H_GAUGE
DH-22-2,578460.331,152468.304,114.224,8055.566776435761,1372.2605914274977,4994.524831418594,5728.616006266854,15425.314715201832,11095.95239662448,40075.27576728546,30858.73876432398,H_GAUGE
DH-22-3,578460.331,152468.304,114.224,8055.566776435761,1372.2605914274977,4994.524831418594,5728.616006266854,15425.314715201832,11095.95239662448,40075.27576728546,30858.73876432398,H_GAUGE
DK-04-2,570452.0,148876.0,,791.048276883932,8465.398431115726,10544.426588605918,3688.590477892622,6692.216415948934,2465.6565065109717,40960.679315655885,22219.508365885355,N_GAUGE
DK-04-3,570453.0,148877.0,,789.6351780164291,8464.014863262977,10543.497769834232,3687.1837537069023,6693.599151868626,2467.0701627841654,40960.89808585744,22220.696519237405,N_GAUGE
199-K-125A,569712.872,147866.006,130.459,2039.4598070854886,9645.962314498493,11262.203501434342,4938.947965218946,5541.1668541248655,1233.943858722867,40597.6582302529,21300.53176440504,K_GAUGE
199-D5-36,572909.823,151746.32,143.855,2988.498399006397,4955.71955306044,8827.04740455205,131.6590267660647,10370.6466068066,6242.691915389432,41992.90708431283,25330.188323988077,D_GAUGE
199-D5-37,573092.236,151916.365,143.867,3236.1578492480776,4726.031412686238,8732.731716981807,360.7635520961095,10619.387267310954,6491.036138167844,42045.08869177135,25555.216950585753,D_GAUGE
199-D4-19,572559.349,151282.037,143.89,2407.744993950371,5456.208599113664,8975.935767292951,506.24800148739564,9807.510101416126,5663.078095090178,41779.672529271564,24859.583252726698,D_GAUGE
199-D5-38,572996.824,151545.593,144.697,2897.281572042649,4949.872601029766,8667.093632239368,291.3743454475754,10314.677412980682,6153.848703741819,41776.09139408118,25354.34911195119,D_GAUGE
199-D5-39,573142.858,151428.428,144.736,2919.9995232384786,4864.514300925451,8486.987824756648,478.4736919706046,10360.2677359144,6172.31391350828,41600.36477161407,25460.627830993504,D_GAUGE
199-D5-40,573003.258,151272.017,144.718,2711.501936310937,5057.970831988369,8557.65150460055,517.7948774302547,10154.978930293946,5963.073827808349,41538.779548957034,25282.595372722833,D_GAUGE
199-D4-20,572794.042,151257.474,144.251,2549.6067042971326,5252.91566735354,8747.614413506077,481.2202877269558,9978.637191730775,5805.526855686722,41635.48037266339,25077.70715765204,D_GAUGE
199-D5-41,573358.16,151792.191,144.144,3326.6866044642607,4521.449587203763,8439.256623154677,582.246363321412,10751.420397504602,6582.150747246748,41802.7454240039,25771.979984213333,D_GAUGE
199-D5-42,573479.771,151622.674,144.166,3300.7561302034383,4477.130710274801,8257.018348314201,710.8607784910471,10746.607506533432,6549.114660707675,41594.960165634475,25838.993233276884,D_GAUGE
199-D5-43,573179.976,151269.43,144.514,2843.6059289087393,4900.987978639834,8392.3914287249,617.4412230131784,10296.19106046993,6088.364999756164,41445.015869239025,25451.583106528677,D_GAUGE
199-D5-44,572993.581,151835.736,143.438,3110.841163254064,4846.124297011096,8787.73503620225,236.15540302307883,10491.977169777949,6365.171659542012,42026.41707473119,25436.85961016102,D_GAUGE
199-D4-21,572778.845,151569.801,144.354,2769.1178466068936,5141.884591961455,8877.363244449678,168.63958712591318,10158.073680959506,6023.792463459011,41909.83060716934,25152.88936091794,D_GAUGE
199-H4-65,577998.259,152787.285,129.196,7760.387549408087,837.328595714929,5507.766621430702,5324.190437419135,15174.692866603724,10858.362571816468,40554.30257649992,30502.11401316,H_GAUGE
199-K-126,570574.731,148509.648,140.044,1033.9542022275632,8570.497300235576,10402.924536661016,3909.1245619479914,6606.962718207939,2309.0451828504674,40592.52963829998,22265.660390785706,N_GAUGE
199-D4-22,572788.453,151539.293,144.807,2752.1858524694185,5144.483277369901,8856.78089043519,199.4005777774929,10146.62995898137,6007.5510649263415,41878.779466276945,25153.15382788158,D_GAUGE
199-D4-23,572672.455,151592.87,141.124,2719.639682214487,5232.282538684413,8984.452928160137,180.04157276866874,10089.568197448334,5970.7084714817875,41984.96535015751,25057.989911606164,D_GAUGE
DD-10-2,573899.056,152788.072,117.287,4423.275491127429,3715.9516885600688,8457.059033017318,1535.446907502787,11796.043972062162,7678.697616816235,42397.10373315988,26594.135017309425,D_GAUGE
DD-10-3,573899.056,152788.072,117.287,4423.275491127429,3715.9516885600688,8457.059033017318,1535.446907502787,11796.043972062162,7678.697616816235,42397.10373315988,26594.135017309425,D_GAUGE
DD-08-2,573940.057,152903.527,,4537.420437275455,3655.319430819974,8486.91120880013,1645.258248184161,11901.578769894824,7792.049879289659,42477.97389366608,26670.405743516792,D_GAUGE
199-D4-24,572699.894,151471.431,143.903,2643.030115252156,5252.259996129439,8913.16426335884,278.310973763169,10035.073446554601,5897.849103996865,41867.07864206672,25048.673851275005,D_GAUGE
199-D4-25,572711.441,151476.238,144.224,2654.1755795621166,5239.752382443794,8904.243530930902,270.61669661164495,10047.11092704413,5909.144545287819,41865.14179408839,25061.119211355865,D_GAUGE
199-D4-26,572712.326,151488.878,144.194,2664.37639332525,5234.082828526923,8908.151109375029,258.16073543435226,10055.65221012265,5919.136471981342,41875.45717803162,25065.640020360006,D_GAUGE
199-D4-27,572724.228,151493.48,144.375,2675.5921478074583,5221.325782205158,8898.844900152133,250.87847094559194,10067.838655613465,5930.514697184711,41873.165957142344,25078.366031673086,D_GAUGE
199-D4-28,572725.087,151506.073,144.291,2685.7443127492784,5215.722096977351,8902.786969565017,238.4044853982315,10076.335537450681,5940.456924063858,41883.45832037865,25082.854305513392,D_GAUGE
199-D4-29,572736.858,151510.687,144.672,2696.8810827876564,5203.080980869439,8893.626948836594,231.51061913657426,10088.424710637124,5951.75455560567,41881.251635285844,25095.458975532627,D_GAUGE
199-D4-30,572737.443,151523.215,144.555,2706.8108268160813,5197.779598683526,8897.82582554604,219.0873717812299,10096.671840030953,5961.468230672162,41891.634895316216,25099.67221698472,D_GAUGE
199-D4-31,572749.468,151527.997,144.626,2718.2364076323206,5184.839321412519,8888.51482461343,212.4224961556601,10109.06229392091,5973.058425201675,41889.44495178986,25112.569364430325,D_GAUGE
199-D4-32,572790.871,151573.746,144.45,2779.909867048945,5129.255988899454,8867.787999303773,165.16549118080547,10169.939851511532,6034.76033853352,41906.94340565959,25165.543481297897,D_GAUGE
199-D4-33,572792.629,151585.936,144.436,2790.338816219217,5123.07562879193,8870.879337690103,153.16636202836054,10178.908290684452,6045.007605831135,41916.44127606419,25170.79973878993,D_GAUGE
199-D4-34,572804.601,151590.028,144.274,2801.207901974418,5110.440815712983,8861.429792747,150.70704742978467,10190.822034235993,6056.04822898273,41913.71365674942,25183.445499555048,D_GAUGE
199-D4-35,572806.305,151602.279,144.242,2811.6486600422,5104.308850721502,8864.621950031757,138.99103189054895,10199.78975765106,6066.305629117794,41923.295479707514,25188.67317754703,D_GAUGE
199-D4-36,572818.193,151606.215,144.25,2822.3441485171056,5091.808583154974,8855.208238870166,138.083067296455,10211.538807313716,6077.1733085632395,41920.484109793804,25201.19297030747,D_GAUGE
199-D4-37,572820.293,151618.582,144.243,2833.129682200879,5085.28682483947,8858.108648024896,126.9683567389741,10220.891877410339,6087.7821245435725,41929.9632390797,25206.83835426748,D_GAUGE
199-D4-38,572671.317,151537.856,143.553,2675.9374392784316,5253.567050655108,8964.574966958775,227.37790117994678,10054.144289919364,5928.524614934567,41938.6446175985,25040.72073784036,D_GAUGE
199-D4-39,572747.453,151650.84,143.895,2811.6895740610817,5141.422620736948,8937.763457973639,92.90574152873292,10184.334217826376,6063.678987871022,41995.37158772154,25146.777987109323,D_GAUGE
199-D4-40,572832.346,151622.634,144.326,2844.020705511987,5072.588968300134,8848.607791604916,127.75445413762387,10232.840546042764,6098.84586573983,41927.17136237157,25219.550106552157,D_GAUGE
199-D4-41,572834.105,151634.658,144.214,2854.323745344908,5066.531452189906,8851.71513879818,117.78688615035497,10241.716381534161,6108.972140179439,41936.53816020094,25224.773638451305,D_GAUGE
199-D4-42,572847.129,151642.441,144.274,2868.685833737231,5051.561078928652,8842.813820139054,118.0655895762731,10256.750029987557,6123.460841341382,41936.43930632551,25239.513659284647,D_GAUGE
199-D4-43,572849.647,151656.21,144.196,2880.8146679638767,5044.188191172631,8845.947456650903,108.80215029583748,10267.313668371167,6135.396002929936,41946.90939736453,25245.984148431395,D_GAUGE
199-D4-44,572856.117,151665.631,144.127,2892.185964103402,5034.735983202563,8843.747313941645,106.49451896690658,10278.251709169317,6146.731118326995,41951.615200917484,25254.949686705568,D_GAUGE
199-D4-45,572868.0,151671.8,144.052,2904.5736458834735,5021.42447796802,8835.30080679201,111.6648986924615,10291.38398087917,6159.253187530094,41950.73879730843,25268.1255999231,D_GAUGE
199-D4-46,572868.854,151684.937,143.981,2915.1535454754485,5015.878326968955,8839.761279581244,105.09280244148293,10300.262818231116,6169.613118632738,41961.536646997134,25272.830301836257,D_GAUGE
199-D4-47,572880.483,151690.132,143.868,2926.629040812646,5003.158543982517,8831.18390023402,112.93627297283986,10312.5860474555,6181.23740963352,41959.964743368335,25285.476368991298,D_GAUGE
199-D4-48,572881.3,151703.459,143.859,2937.3365787124317,4997.608953350485,8835.785181516121,108.68339505648862,10321.561096198498,6191.718278901354,41970.94796518991,25290.208844492918,D_GAUGE
199-D4-49,572699.115,151458.694,143.946,2632.8296504505947,5257.893767020167,8909.15043428837,290.76439902610645,10026.56075118768,5887.85925622892,41856.62861400641,25044.23254747122,D_GAUGE
199-D4-50,572687.3,151454.007,143.869,2621.597645408251,5270.602041721693,8918.385059701555,298.66593627159773,10014.38542206592,5876.4715075161575,41858.813749460794,25031.566141594303,D_GAUGE
199-D4-51,572686.611,151441.402,143.89,2611.561012422264,5276.1259042935135,8914.364655164385,310.8967577267386,10006.03071285363,5866.643061453886,41848.43257701444,25027.25541508144,D_GAUGE
199-D4-52,572674.91,151436.734,143.889,2600.4135044252052,5288.721209345798,8923.520527946077,318.9618951160177,9993.954501262902,5855.3435025415865,41850.58010645556,25014.70417894799,D_GAUGE
199-D4-53,572674.099,151424.628,143.889,2590.681710710141,5294.186235491245,8919.82442012531,330.6912002835859,9985.818481767743,5845.80699601048,41840.691285376524,25010.426985876296,D_GAUGE
199-D4-54,572662.428,151419.728,143.813,2579.374015956729,5306.844033182886,8928.887007661611,339.156075764559,9973.620179333475,5834.353272155144,41842.63126096601,24997.83798059765,D_GAUGE
199-D4-55,572659.029,151414.635,143.94,2573.293353861711,5311.963664800667,8930.187561530047,345.10739439485457,9967.79731265009,5828.294193276938,41840.074754833644,24993.11279198261,D_GAUGE
199-D4-56,572657.655,151402.283,143.778,2563.014674414674,5318.07191622623,8926.960350788677,357.18466326818015,9959.073538979965,5818.201633160708,41830.27581423666,24988.233105528187,D_GAUGE
199-D4-57,572645.941,151397.862,143.83,2552.0388172486387,5330.580796277034,8936.263521598088,365.42955650167966,9947.135378118131,5807.072376895662,41832.65385758505,24975.741896000945,D_GAUGE
199-D4-58,572644.812,151385.354,144.029,2541.8040378984697,5336.546451815826,8932.778850738383,377.51222117966495,9938.512284621525,5797.030221408195,41822.59721711049,24971.05755741533,D_GAUGE
199-D4-59,572633.324,151380.821,143.836,2530.886923884578,5348.890833890816,8941.849965003674,385.92537482913013,9926.680433639729,5785.967368118912,41824.767126010585,24958.75098066749,D_GAUGE
199-D4-60,572632.367,151368.255,143.798,2520.7246447243697,5354.743687547581,8938.211563933477,397.94795050862376,9918.161926021681,5776.000235359548,41814.57435631404,24954.220643770084,D_GAUGE
199-D4-61,572620.657,151363.701,143.772,2509.6433696198565,5367.299409452981,8947.501466557549,406.5859960328274,9906.140507622666,5764.770935293943,41816.84870060213,24941.695926078315,D_GAUGE
199-D4-62,572619.521,151351.066,143.916,2499.3165532312405,5373.366173681255,8944.033235058856,418.6898046490166,9897.44385832022,5754.635309919847,41806.69478516328,24936.980333257394,D_GAUGE
199-D4-63,572607.636,151346.844,143.955,2488.3701060254507,5385.949149941891,8953.62461358587,427.20928233359007,9885.487751356408,5743.533153330995,41809.349448141744,24924.383710823604,D_GAUGE
199-D4-64,572606.946,151333.911,143.979,2478.112046689141,5391.747804271029,8949.661379905756,439.36338713759136,9876.963240664683,5733.478201643105,41798.71115736509,24920.015960562792,D_GAUGE
199-D4-65,572594.767,151329.737,143.966,2467.0064789264006,5404.5792464807555,8959.563402640648,448.0616262279312,9864.803077232224,5722.212259224368,41801.567131166965,24907.151723064515,D_GAUGE
199-D4-66,572594.28,151316.861,144.006,2456.9286860879765,5410.191685756162,8955.458750834607,460.03155070168447,9856.479017087086,5712.338621941192,41790.874003898505,24903.00101438741,D_GAUGE
