KEY,WELL,ITER,CLASS,MODEL,FORM_raw,FORM_label,LOG,LAG,p_trend,df,AIC,BIC,RL,AIC_EVENT,AIC_INTERP,AIC_NULL,BIC_EVENT,BIC_INTERP,BIC_NULL,logLik,n_obs,n_cens,beta_intercept,beta_interp,beta_event,beta_logSigma,p_interp,p_event,SUM_rows,SUM_cols,model_type,fit_ok
199-D5-32__ITER1,199-D5-32,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,39.0,0.0,79.0,61.85361491244064,66.69129612803384,1.0,108.6762461619865,231.90703465042984,236.53772358779102,111.0950867697831,234.32587525822643,238.95656419558762,-28.92680745622032,83.0,0.0,17.023691876020862,0.25643334743959817,-0.0030195371998759744,-1.6291634104098542,3.561074206039775e-16,1.965564347250421e-127,4,4,INTERP+EVENT,True
199-D5-32__ITER2,199-D5-32,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,14.0,0.0,180.0,393.5125917956134,399.9424633108314,1.0,397.5717928218731,520.1688814463841,523.1666529420877,400.7867285794821,523.3838172039931,526.3815886996966,-194.7562958978067,184.0,0.0,33.525440690181554,-0.1640714376107111,-0.0006032035720875688,-0.2654795854423553,0.013066868584494643,2.1019596387531827e-42,4,4,INTERP+EVENT,True
199-D5-33__ITER1,199-D5-33,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,25.0,,,,,,,,,,,,,,,,,,,,,1,1,SUM_ROWS_1,False
199-D5-33__ITER2,199-D5-33,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,25.0,0.00197745094132884,26.0,75.9132958521029,78.71569061542722,0.36789106315138503,73.91335903473866,84.40141939540342,86.36518918622419,75.31455641640082,85.80261677706558,87.76638656788634,-35.95664792605145,30.0,13.0,14.770897549614276,-0.002722322815083253,-0.0007938630867147557,0.3598832508126278,0.993659325677337,0.009093761172216061,4,4,INTERP+EVENT,True
199-D5-34__ITER1,199-D5-34,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,47.0,0.0001537005903122779,20.0,53.5266107142754,55.88271837497129,1.0,55.82696017419301,66.68241083661962,69.08761884777319,57.00501400454096,67.86046466696757,70.26567267812113,-24.7633053571377,24.0,0.0,1.429692545437176,0.11992576486831011,-0.0008248061245819617,-1.5315558538933602,0.02998649075033415,4.290378605942104e-06,4,4,INTERP+EVENT,True
199-D5-34__ITER2,199-D5-34,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,47.0,1.398407358244036e-06,32.0,78.18906967958968,81.3561075565019,1.0,85.7741847431812,91.08865763592671,103.14942281993538,87.3577036816373,92.67217657438282,104.73294175839149,-37.09453483979484,36.0,0.0,34.993173508818394,-0.4025867923411519,0.0010753534430752297,-0.4544443547433283,0.0009196537813608702,1.7392794291278002e-05,4,4,INTERP+EVENT,True
199-D5-34__ITER3,199-D5-34,3,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,47.0,0.0,143.0,116.58550233109443,122.56636750465191,0.6550723867628792,115.73948326047179,417.07727592609945,418.16451189682493,118.72991584725052,420.0677085128782,421.1549444836037,-56.292751165547216,147.0,0.0,36.221319093691015,-0.039508874998033176,-0.001557343170861713,-1.1340900308934956,0.2817717104947359,2.7105429984030488e-220,4,4,INTERP+EVENT,True
199-D5-34__ITER4,199-D5-34,4,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,47.0,0.03056318546296255,43.0,129.39351230832884,133.09380751174896,0.5107081279019869,128.04959824785507,132.65094533805066,134.36943047585396,129.89974584956514,134.50109293976072,136.21957807756402,-62.69675615416442,47.0,0.0,0.9697845730999528,0.06787884358368951,-0.0003457466414394664,-0.8311550921690276,0.4162888812900106,0.0183417663087064,4,4,INTERP+EVENT,True
199-D5-36__ITER1,199-D5-36,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,16.0,0.7538848853781854,6.0,29.177559610030748,29.78272979601884,0.36811425459127917,27.178835780895557,27.614829469942308,27.742590799114637,27.481420873889604,27.917414562936354,28.045175892108684,-12.588779805015374,10.0,5.0,7.8517185314341225,0.01549720317843184,-0.0006207471386835947,-0.5315922356424425,0.9715505017156335,0.5196118084204383,4,4,INTERP+EVENT,True
199-D5-36__ITER2,199-D5-36,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,16.0,0.009427973067964945,28.0,89.1986738630785,92.13014566867795,0.37775265831292876,87.25164258182667,94.79414367376091,96.52682216410533,88.7173784846264,96.25987957656064,97.99255806690505,-42.59933693153925,32.0,8.0,11.440374260836748,-0.03802813481022576,-0.0003259602036084865,-0.3277468553974627,0.8180322941374167,0.0055050454713407556,4,4,INTERP+EVENT,True
199-D5-37__ITER1,199-D5-37,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,9.0,0.9771194948185843,6.0,31.278872854479058,31.884043040467148,0.37084062664216083,29.29490708157185,29.319391682694086,29.325165507515187,29.597492174565897,29.621976775688132,29.627750600509234,-13.639436427239529,10.0,0.0,6.126683438830687,-0.013044533368209097,-4.949688883151067e-05,-1.6268014313443315,0.8991971866176847,0.8403092952563396,4,4,INTERP+EVENT,True
199-D5-37__ITER2,199-D5-37,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,9.0,0.0579356412047517,28.0,88.80111748196204,91.7325892875615,0.41684838813248815,87.05105208013477,91.60427470609447,92.49796251983526,88.51678798293449,93.0700106088942,93.96369842263498,-42.40055874098102,32.0,2.0,13.518080164351051,-0.07386779447145618,-0.0001761171075270258,-0.5531786240502533,0.616546032039343,0.021827994976006987,4,4,INTERP+EVENT,True
199-D5-38__ITER1,199-D5-38,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,39.0,1.042933372885635e-06,19.0,40.70183545983218,42.97282389169048,1.0,66.21110240302504,41.80422919678473,66.24878198828577,67.34659661895418,42.93972341271388,67.38427620421493,-18.35091772991609,23.0,0.0,52.14857955038076,-0.35543097835501575,-0.00027974086813659386,-1.7840715597581407,3.2260640345157606e-13,0.06837866154720933,4,4,INTERP+EVENT,True
199-D5-38__ITER2,199-D5-38,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,39.0,0.0056793647468667,27.0,82.55196950297125,85.41994391194154,1.0,90.71660045859173,86.04018676238405,90.89380128865932,92.15058766307688,87.4741739668692,92.32778849314447,-39.27598475148562,31.0,6.0,70.50347110048358,-0.5522778430743979,-0.00023762304067752787,-0.47687383658399096,0.0007598961392717263,0.011971563102754545,4,4,INTERP+EVENT,True
199-D5-39__ITER1,199-D5-39,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,32.0,0.0,129.0,257.8062012179255,263.586899474369,1.0,300.83825402346366,345.7422788553697,378.433871482937,303.72860315168543,348.6326279835915,381.32422061115875,-126.90310060896273,133.0,0.0,17.981231994196193,-0.16230321005052697,0.000606661865098227,-1.6690507935162804,2.464075603501544e-13,8.565936180631755e-30,4,4,INTERP+EVENT,True
199-D5-39__ITER2,199-D5-39,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,68.0,0.300325966387777,7.0,31.76246207350874,32.55825261910548,0.47782365344332967,30.28543499268606,31.26914638202362,32.16823575265522,30.68333026548443,31.667041654821993,32.56613102545359,-13.88123103675437,11.0,0.0,-39.28063887814784,0.06905296020285472,0.0026467834875088594,-2.2015220220182314,0.46423839470199824,0.20380726996278542,4,4,INTERP+EVENT,True
199-D5-39__ITER3,199-D5-39,3,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,62.0,0.0,144.0,40.25565779633065,46.25008234385888,0.4467374119908098,38.644089191945,416.0568865749707,421.002412154747,41.64130146570911,419.0540988487348,423.9996244285111,-18.127828898165326,148.0,0.0,36.05597499949369,0.02269847247981816,-0.0020636163790947602,-0.8780283084028453,0.5328563446086297,0.0,4,4,INTERP+EVENT,True
199-D5-39__ITER4,199-D5-39,4,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,0.1072154319138019,60.0,186.80469766484288,191.12246383156221,0.36806664487019597,189.1897729172374,184.80571515080464,189.27052783741505,191.3486560005971,186.96459823416433,191.42941092077473,-91.40234883242144,64.0,4.0,36.995965467120094,-0.3036215718593773,5.589294681727866e-06,-0.20939259467751162,0.032481915331965205,0.9745535327962764,4,4,INTERP+EVENT,True
199-D5-41__ITER1,199-D5-41,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,23.0,0.05095297790733855,4.0,18.025366788620644,18.184249871980317,1.0,21.241618288583865,20.04851778544954,21.979070935380285,21.3210598302637,20.127959327129375,22.05851247706012,-7.012683394310323,8.0,1.0,43.94038054714867,-0.27090991256235525,-0.000681731635346048,-2.0327470759058994,0.007328156486959877,0.023715920728266462,4,4,INTERP+EVENT,True
199-D5-41__ITER2,199-D5-41,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,23.0,0.0008190612410581277,15.0,44.336058805530776,46.22493676386365,0.9874896503422758,44.31088027967511,56.55074887268456,56.5507622085309,45.25531925884155,57.495187851851,57.49520118769734,-20.168029402765388,19.0,6.0,-84.81162562672026,0.5929665679209811,0.0009486121969018404,0.07251098797819636,0.138682959438104,3.7361532884607832e-06,4,4,INTERP+EVENT,True
199-D5-42__ITER1,199-D5-42,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,37.0,,,,,,,,,,,,,,,,,,,,,1,1,SUM_ROWS_1,False
199-D5-43__ITER1,199-D5-43,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,48.0,0.00018357582150618779,19.0,51.04301642910025,53.31400486095855,0.5161490432302973,65.58376590313665,49.72029700562375,66.24878198828574,66.71926011906581,50.8557912215529,67.3842762042149,-23.521508214550124,23.0,0.0,59.000436574106956,-0.42104977289566486,-0.00023840647808386954,-1.121305161987618,8.62572701105065e-07,0.40706649761182956,4,4,INTERP+EVENT,True
199-D5-43__ITER2,199-D5-43,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,48.0,9.665268585479225e-12,30.0,51.405441567711094,54.45816261694342,0.4808461730166261,49.941025834423776,87.55729140457352,100.13040750624644,51.467386359039935,89.08365192918968,101.65676803086261,-23.702720783855547,34.0,4.0,1.86142089813007,0.15836975290822114,-0.0010479698055432928,-0.07243716975625047,0.4571937447194694,3.550366918729148e-13,4,4,INTERP+EVENT,True
199-D5-44__ITER1,199-D5-44,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,2.0,0.0037454103706452413,4.0,12.988141555631291,13.147024638990963,0.5240952997697231,21.5740375692136,11.695978072815587,22.162589735110835,21.653479110893436,11.775419614495423,22.24203127679067,-4.4940707778156455,8.0,4.0,375.00913970910483,-3.3315812515248693,0.0011619842203315742,-1.0364503965947263,0.067102974288051,0.41624856820108336,4,4,INTERP+EVENT,True
199-D5-44__ITER2,199-D5-44,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,2.0,2.3356114063233235e-05,12.0,29.485124069915276,31.03030151439484,0.41136552418887323,27.708577856978096,47.47643502826101,48.81442759766192,28.481166579217877,48.24902375050079,49.5870163199017,-12.742562034957638,16.0,1.0,-1.7842101013701805,-0.07941167257675615,0.0007275869142250354,-1.005700061525391,0.6354644162627492,2.4568792842912605e-10,4,4,INTERP+EVENT,True
199-D5-92__ITER1,199-D5-92,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,22.0,0.0,126.0,263.27696400959894,269.01203291051013,1.0,281.6832859749809,363.6657818681472,369.92015264100644,284.5508204254365,366.5333163186028,372.78768709146203,-129.63848200479947,130.0,0.0,31.720952128940652,-0.13146243034932334,-0.000838877089298533,-1.4485472897844178,2.5947505635597465e-06,9.57933269145119e-36,4,4,INTERP+EVENT,True
199-D5-92__ITER2,199-D5-92,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,38.0,0.022144708412151548,6.0,23.704852089709394,24.310022275697484,0.8612489041000978,28.573228877967548,23.406108631493804,29.325165507515187,28.875813970961595,23.70869372448785,29.627750600509234,-9.852426044854697,10.0,0.0,14.887588388773,0.27843472215427867,-0.0029445098648573213,-2.140428414617058,0.001675751671893255,0.1732499917938758,4,4,INTERP+EVENT,True
199-D5-92__ITER3,199-D5-92,3,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,9.0,0.0,173.0,420.28935534670285,426.6416548118505,1.0,483.28320983792764,502.44496986222333,520.0690916431903,486.4593595705015,505.62111959479716,523.2452413757641,-208.14467767335142,177.0,14.0,78.43814661030636,-0.5800137711285195,-0.0004874749176536342,-0.2519703644542356,1.0304987290054189e-18,5.707337789557918e-25,4,4,INTERP+EVENT,True
199-D5-97__ITER1,199-D5-97,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,61.0,0.04005136268353948,17.0,56.13563978406057,58.22468465950742,0.798731040963739,55.6861777651511,59.64148394438984,60.570824947038176,56.73070020287452,60.68600638211326,61.6153473847616,-26.067819892030286,21.0,0.0,18.843782754764234,-0.05558541299509594,-0.0004219491236887493,-1.7362495478736852,0.2046109334257623,0.01210652964954745,4,4,INTERP+EVENT,True
199-D5-97__ITER2,199-D5-97,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,61.0,0.0,66.0,114.73681619281568,119.2338066769144,1.0,115.66115601204237,172.8209111340651,203.26761687650063,117.90965125409173,175.06940637611447,205.51611211854998,-55.36840809640784,70.0,3.0,-6.479682949727051,0.21774784015093324,-0.0009860394128469437,-0.28700361703571037,0.08388495749227623,1.0172617800177022e-21,4,4,INTERP+EVENT,True
199-D7-3__ITER1,199-D7-3,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,22.0,0.0,58.0,57.18186921027063,61.43613798036081,1.0,83.22421347741955,176.62940299014033,176.94022582332903,85.35134786246465,178.75653737518542,179.0673602083741,-26.590934605135313,62.0,0.0,40.7296288488555,-0.1466948557094426,-0.0012708080259687092,-1.636326594843326,2.605512821321118e-09,4.0577192361688936e-84,4,4,INTERP+EVENT,True
199-D7-3__ITER2,199-D7-3,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,19.0,0.12485840161760875,125.0,382.73267721564946,388.4523020243728,0.3831706575975963,384.8840792723312,380.81412759995237,384.8938271573038,387.74389167669284,383.67394000431403,387.75363956166547,-189.36633860782473,129.0,12.0,-21.52714752167666,0.1922862870547349,2.1244571206142358e-05,-0.20259773010079274,0.04022122835916737,0.7753609873530055,4,4,INTERP+EVENT,True
199-D7-7__ITER1,199-D7-7,1,Trend_Summary,Tobit,log(VAL)~EVENT,EVENT,log,0.0,0.0022709952705156633,12.0,35.90265802125896,36.61070822236117,1.0,35.90265802125896,,45.21915686460428,36.61070822236117,,45.92720706570649,-16.95132901062948,15.0,6.0,-35.812695226778516,,0.0019162356620884549,-0.2631911537333844,,0.0012808645413419156,3,4,EVENT,True
199-D8-101__ITER1,199-D8-101,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,8.0,3.033901885274304e-08,26.0,53.497603037186416,56.299997800510724,0.38038836138033366,51.5644779481476,78.7378011946929,86.11926544200995,52.965675329809756,80.13899857635506,87.5204628236721,-24.748801518593208,30.0,0.0,6.675052503523694,0.015802749059087042,-0.00036958131358407804,-1.0848895628653465,0.79582603471029,2.7008791552895156e-11,4,4,INTERP+EVENT,True
199-D8-102__ITER1,199-D8-102,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,41.0,0.02047652385749177,31.0,94.53418108028706,97.64487720326588,0.44212962627139096,92.9018767447009,100.12243645866575,100.31113353376327,94.45722480619031,101.67778452015516,101.86648159525268,-45.26709054014353,35.0,0.0,14.468410518928922,-0.048379954787807905,-0.0003179575107567309,-0.8357613027233628,0.5432470443892894,0.0036053037838426373,4,4,INTERP+EVENT,True
199-D8-4__ITER1,199-D8-4,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,7.0,,,,,,,,,,,,,,,,,,,,,1,1,SUM_ROWS_1,False
199-D8-4__ITER2,199-D8-4,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,7.0,2.220446049250313e-16,39.0,58.14274196209092,61.66514219347805,1.0,58.24588004240046,125.45703905560805,128.00549461936805,60.00708015809402,127.21823917130162,129.76669473506163,-27.07137098104546,43.0,4.0,47.47247280660608,-0.18750086170131433,-0.0012922862007021597,-0.2191026415339291,0.14091864899143466,3.5691212487218175e-36,4,4,INTERP+EVENT,True
199-D8-5__ITER1,199-D8-5,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,7.0,0.053041135938343364,5.0,22.6074712433798,23.00192039805224,0.39589699654482935,26.467511974219974,20.754268820785118,26.480846276776656,26.664736551556192,20.951493398121336,26.678070854112875,-9.3037356216899,9.0,0.0,50.69982778627557,-0.3916378918258071,9.597223971282119e-05,-1.7077646605126473,0.0040547611148341765,0.700446053835178,4,4,INTERP+EVENT,True
199-D8-5__ITER2,199-D8-5,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,7.0,0.00011172501633738285,27.0,71.55664613174753,74.42462054071783,0.5872795311301439,70.49213739263703,81.63774502723689,87.75558596557943,71.92612459712218,83.07173223172204,89.18957317006458,-33.778323065873764,31.0,2.0,-19.7717863733545,0.24953366452857437,-0.0004537393402629529,-0.24806920258526663,0.33062698603655594,9.298493225391742e-05,4,4,INTERP+EVENT,True
199-D8-53__ITER1,199-D8-53,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,3.499565470743704e-08,29.0,62.29839458634504,65.291409709278,0.4170900406895647,94.56871843176074,60.54948827519156,94.63447845550552,96.06522599322723,62.04599583665804,96.130986016972,-29.14919729317252,33.0,0.0,85.72086201254739,-0.6841959810860401,-9.581641282096199e-05,-0.9966380118636426,8.47083944927035e-15,0.6156311500247109,4,4,INTERP+EVENT,True
199-D8-53__ITER2,199-D8-53,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,0.00014330693795239213,147.0,431.4769418447511,437.51150151838095,0.528737411162041,430.20241512958694,447.04603002546776,447.1779854621983,433.21969496640185,450.06330986228267,450.1952652990132,-213.73847092237554,151.0,10.0,14.337593301201014,-0.06981925678877833,-0.0002444961190470424,-0.18260443219309624,0.3935301661221763,1.5061124359232737e-05,4,4,INTERP+EVENT,True
199-D8-54A__ITER1,199-D8-54A,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,2.704447189860737e-06,31.0,76.66990746858946,79.78060359156828,0.8067464335211144,100.02359520032155,76.24041573087354,100.31113353376327,101.57894326181096,77.79576379236295,101.86648159525268,-36.33495373429473,35.0,0.0,74.55762875456259,-0.5676053284352605,-0.0002537709614952685,-0.9242774311503842,1.0564883309197092e-09,0.20503153392320783,4,4,INTERP+EVENT,True
199-D8-54A__ITER2,199-D8-54A,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,0.002119003675472908,21.0,61.612758266895895,64.0505099166323,1.0,63.8739276912993,71.52983974221229,71.92637679722726,65.0928035161675,72.7487155670805,73.14525262209547,-28.806379133447948,25.0,0.0,56.1729542825105,-0.4152680716668949,-0.00028120959687035087,-0.735947922725631,0.031132399408344627,9.331880711444599e-05,4,4,INTERP+EVENT,True
199-D8-54B__ITER1,199-D8-54B,1,Trend_Summary,Tobit,log(VAL)~EVENT,EVENT,log,0.0,,,,,,,,,,,,,,,,,,,,,1,1,SUM_ROWS_1,False
199-D8-54B__ITER2,199-D8-54B,2,Trend_Summary,Tobit,log(VAL)~EVENT,EVENT,log,0.0,4.9627915880701146e-05,20.0,51.793387324107925,52.928881540037075,1.0,51.793387324107925,,68.25565810341503,52.928881540037075,,69.39115231934417,-24.896693662053963,23.0,1.0,-2.6151571186841025,,0.00025312652942133154,-1.0171517432161812,,1.239934048428828e-06,3,4,EVENT,True
199-D8-6__ITER1,199-D8-6,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,12.0,0.034806981290175454,4.0,18.91889078920876,19.077773872568432,0.3678829135271258,23.258879678948258,16.91890966680238,23.63476539027858,23.338321220628092,16.998351208482216,23.714206931958415,-7.459445394604381,8.0,0.0,-38.189510427470026,0.36926550073370373,-9.732315613427695e-07,-2.0902310658497116,0.0018714075331724162,0.9965333187190891,4,4,INTERP+EVENT,True
199-D8-6__ITER2,199-D8-6,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,12.0,0.0,38.0,29.30100271402548,32.77634195059222,1.0,49.56411760868812,121.57624803466611,124.12376280261991,51.30178722697149,123.31391765294947,125.86143242090327,-12.65050135701274,42.0,3.0,94.49453365445923,-0.5731043540053637,-0.0014003248019200736,-0.5361209708856489,3.61202613250947e-08,4.273330556378374e-71,4,4,INTERP+EVENT,True
199-D8-69__ITER1,199-D8-69,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,0.003524668472055459,5.0,17.184908481533327,17.579357636205767,0.6867033258067898,24.36420712184655,16.43320264114454,26.480846276776656,24.56143169918277,16.630427218480758,26.678070854112875,-6.592454240766664,9.0,0.0,100.3668548842947,-0.9281296991160378,0.0008496832234564314,-0.7208296193966539,6.478998317276371e-05,0.24720278650811955,4,4,INTERP+EVENT,True
199-D8-69__ITER2,199-D8-69,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,1.2101430968414206e-14,181.0,487.8289008365702,494.2696124867268,1.0,509.23692254894195,545.5040478508907,549.9219684376399,512.4572783740202,548.724403675969,553.1423242627181,-241.9144504182851,185.0,15.0,48.66929745387993,-0.34106041682549104,-0.00039216080737964086,-0.17050334217791674,5.251720407276521e-07,3.260016097890134e-17,4,4,INTERP+EVENT,True
199-D8-70__ITER1,199-D8-70,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,0.06528428768596417,6.0,25.867157729476578,26.472327915464668,0.40898212347589835,28.531950911625984,24.078990065921694,29.32516550751519,28.83453600462003,24.38157515891574,29.627750600509238,-10.933578864738289,10.0,0.0,48.31086588741816,-0.4017274652724903,0.00020114966443603326,-1.0786287284884777,0.014767495940871232,0.6435656101505971,4,4,INTERP+EVENT,True
199-D8-70__ITER2,199-D8-70,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,7.452610318881003e-05,21.0,54.91765456608109,57.35540621581749,1.0,59.59267252652442,71.90568648442401,71.92637679722725,60.81154835139262,73.12456230929222,73.14525262209546,-25.458827283040545,25.0,0.0,56.10916458180151,-0.34311814483960157,-0.0008270477835172524,-0.7474770851272351,0.0056731739017259405,9.701660611920262e-08,4,4,INTERP+EVENT,True
199-D8-70__ITER3,199-D8-70,3,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,5.248343627806129e-05,3.0,3.0760588308481918,2.9678791289588182,1.0,15.72559037484378,14.601977728591676,20.78608470607461,15.671500523899093,14.547887877646989,20.731994855129923,0.4619705845759041,7.0,0.0,96.14148349346411,-0.8753849144172742,0.0004087771758051865,-2.136153682610184,1.7442213310576682e-12,1.2818593002263987e-10,4,4,INTERP+EVENT,True
199-D8-71__ITER1,199-D8-71,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,,,,,,,,,,,,,,,,,,,,,1,1,SUM_ROWS_1,False
199-D8-71__ITER2,199-D8-71,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,1.0,1.5451120092491166e-05,36.0,96.81493481647925,100.19269372470713,0.7884034122742583,96.33944406525393,115.11453950189289,116.97059293518134,98.02832351936786,116.80341895600682,118.65947238929527,-46.407467408239626,40.0,1.0,28.588455824877997,-0.16110913539432514,-0.000383631698984913,-0.43228321418222576,0.21205249800925918,2.184949510091832e-07,4,4,INTERP+EVENT,True
199-D8-72__ITER1,199-D8-72,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,2.0,3.0050892461108702e-06,30.0,74.04241292843363,77.09513397766595,1.0,85.4353513324741,86.476228949076,97.47281951082859,86.96171185709026,88.00258947369217,98.99918003544475,-35.02120646421682,34.0,0.0,19.675360390182046,-0.1580913307596967,0.0003887497147679827,-1.7436969836665352,5.089079625303114e-05,2.2311889224954264e-05,4,4,INTERP+EVENT,True
199-D8-72__ITER2,199-D8-72,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,2.0,7.677093172286931e-08,20.0,39.97635417315313,42.332461833849024,0.3688145068931738,37.98143126779378,59.5399799476572,70.74123369668592,39.15948509814173,60.71803377800515,71.91928752703387,-17.988177086576567,24.0,4.0,29.56837423748925,-0.034399453797808226,-0.0013624309954688497,0.17437769724597574,0.9431792744240426,4.430814076694157e-08,4,4,INTERP+EVENT,True
199-D8-73__ITER1,199-D8-73,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,18.0,0.0008965241797768142,3.0,8.752114118123277,8.643934416233904,0.49184017244321965,7.332911182076078,20.349127903259948,20.78608470607461,7.278821331131391,20.29503805231526,20.731994855129923,-2.3760570590616386,7.0,0.0,1.1430772148576622,-0.015992690225281346,0.0004282204582010894,-3.3817356940277614,0.4364608624357702,9.956556953375291e-11,4,4,INTERP+EVENT,True
199-D8-73__ITER2,199-D8-73,2,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,18.0,9.092504527075107e-12,59.0,130.93110240425455,135.21737185703762,1.0,168.86988960184829,166.62748336677538,179.77823367896292,171.01302432823982,168.77061809316692,181.92136840535446,-63.46555120212727,63.0,0.0,64.83640200358101,-0.41063863376576454,-0.0007719468785034681,-0.9161501662915734,8.18780566007215e-14,6.781241164887115e-13,4,4,INTERP+EVENT,True
199-D8-73__ITER3,199-D8-73,3,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,18.0,0.5592679901386204,43.0,141.22062845228362,144.92092365570375,0.42024291914739753,140.34957655511974,139.48678374032568,140.38288147388195,142.1997241568298,141.33693134203574,142.23302907559201,-68.61031422614181,47.0,9.0,21.92402976199864,-0.1664959586300298,-6.63081704476009e-05,-0.25122338784037795,0.2829879024086076,0.6063036159404921,4,4,INTERP+EVENT,True
199-D8-88__ITER1,199-D8-88,1,Trend_Summary,Tobit,log(VAL)~INTERP+EVENT,INTERP + EVENT,log,8.0,0.018860299933247116,7.0,26.22684355513149,27.022634100728233,0.36800985821114246,24.227552450021932,31.956578358096802,32.16823575265522,24.625447722820304,32.35447363089517,32.56613102545359,-11.113421777565746,11.0,0.0,-19.046191761695983,-0.00389945576399043,0.0016812217184287632,-0.8845679960946538,0.9787578778361603,0.0008126353804169323,4,4,INTERP+EVENT,True
