NAME,DIST
199-K-189,506.6580241297332
199-K-190,245.17582960413154
199-K-191,855.896484731217
199-K-192,343.8054895132508
199-K-193,1462.36547096903
199-K-194,1720.7381157245532
199-K-196,206.900705240575
199-K-197,148.7590790461134
199-K-198,100.67689156101532
199-K-199,102.94760023602198
C7779,27.77688576475525
199-K-200,395.8547015982405
199-K-201,297.69759197011234
199-D8-101,492.5579870178612
199-D5-142,880.1578091216343
199-H4-84,222.85493679475093
199-H4-83,162.06587398343893
199-H3-11,527.9463065554946
199-K-202,483.459082004711
199-K-203,524.0005361465957
199-K-204,384.46320856203926
199-K-205,892.6186681399871
199-K-206,862.7531269452348
199-K-207,574.6124365385718
199-K-208,357.34175193429564
199-K-209,2756.972699168426
199-K-210,199.99679181995373
199-K-212,215.0109538267739
199-D5-143,649.6473955536933
C8722,531.8835735254232
199-H4-85,141.4161553536669
199-H4-86,443.53886795256113
199-D5-145,607.6692971326227
199-D5-146,645.4582628876408
199-D5-147,456.3292837039469
199-D5-148,928.3087842262654
199-D5-149,644.2678138846051
199-D5-150,759.4912754357783
199-D5-151,680.8699127299157
199-D5-152,701.5736030796484
199-H4-87,464.01070770499996
199-H4-88,273.8161993615417
199-H4-89,179.39507353169873
199-H4-90,357.69034144497874
199-H4-91,233.80139822167212
199-D5-153,258.36798551959856
199-D5-154,569.8870076795877
199-H4-92,1505.7436277047207
699-97-60,1584.7998704468807
699-97-61,914.2681871220715
199-K-220,928.1477474760293
199-K-221,530.4980715443218
199-K-222,588.015539843979
699-93-48C,1731.2429840463658
199-H6-7,1192.5285994348415
199-H5-16,1736.5438904613873
199-H4-93,947.3800946037788
699-95-45B,1252.1905957242584
199-H6-8,521.9844732069811
199-D5-159,411.18592542379633
699-97-47B,1207.3245451792407
199-H1-46,343.9012820938467
199-D5-160,804.6329691302415
199-D8-102,393.53274531025795
699-97-47C,892.2512579030805
699-88-41A,1648.502797129034
699-93-37A,501.9557317739198
699-90-47B,2280.104856917186
699-90-45B,2513.194946848112
199-K-223,811.1713815890135
199-K-224,735.0457114977639
199-K-225,847.8033467463812
199-K-226,373.5707186299404
199-D4-102,226.22685783153918
199-D4-103,373.1661733620074
199-H1-47,355.2160910410428
199-H1-48,414.94095296466463
199-H1-49,456.4617456111857
199-K-227,756.4024226329371
199-K-228,704.7387691325604
199-K-229,724.8397797304928
199-K-230,283.0029093576158
199-H3-28,428.18013350148317
199-H3-29,186.6599399983592
199-H3-30,144.04649326018847
199-D2-14,733.5630442485921
199-H7-1,1041.8966117191237
199-D12-1,519.2187258141463
699-95-48B,1371.9024990637272
199-D7-7,508.6631050061007
199-H3-31,308.7905321218339
199-H3-32,222.08590084735826
199-K-231,882.1371197185512
199-K-232,224.15107524352067
199-K-233,1309.8751659028617
199-K-234,358.1158833578058
199-H3-21,169.79811696848623
199-H3-22,227.73848959938374
699-97-47D,1456.7728115519578
199-H1-12,178.0249133088118
699-98-50,709.1633495533764
199-D11-1,453.0140863888709
699-95-48C,1310.9449147343523
199-H1-50,384.19031294825106
199-H4-94,522.484245746863
699-95-45C,1482.0356615692876
699-96-42B,832.1016634308204
199-D1-1,617.3349788570281
199-K-235,862.9242447873519
199-K-236,912.5917462289145
199-H3-12,277.4549710565723
199-H3-13,203.75529669072674
199-K-238,515.6695805812075
199-K-239,511.82012601466687
199-K-240,974.4032849768715
199-K-242,216.68679397518144
199-K-243,301.6429428217216
199-H3-14,220.39215071103078
199-H1-51,375.09130865063787
199-H3-33,193.79451093535576
199-H3-34,255.92405331307145
199-H6-9,312.40886614296807
199-H3-35,85.18569551286717
199-H3-36,83.78310951667298
D0218,19.150717800170018
D0219,19.150717800170018
199-D11-2,948.8243894678975
699-95-46,1711.0238033777605
199-H4-95,417.86622931074714
199-H3-15,149.5488963568473
199-D5-162,891.0432662970082
199-D5-163,881.1269535938811
199-D11-3,143.07817136686234
199-D3-7,887.3210395641873
199-H3-37,105.85299496589838
199-H3-38,232.53364405345295
199-H3-39,166.23998287340686
199-H3-40,133.36602769518623
199-H6-10,241.6562332387903
199-H6-11,96.4030505178558
199-H4-97,247.10008131758187
199-K-244,602.8746343534425
199-K-245,199.81680825350753
199-K-246,444.26205277650405
199-K-247,595.0924364092904
199-H3-41,197.7469142982056
199-H3-42,219.7712906627524
