NAME,XCOORDS,YCOORDS,OU,SYSTEM
199-D5-17,573730.5,151322.8,100-HR-3-D,DX
199-D5-18,573861.7,151325.2,100-HR-3-D,DX
199-D5-19,573849.1,151243.2,100-HR-3-D,DX
199-D5-20,573240,152030.1,100-HR-3-D,DX
199-D5-32,573372,151903.4,100-HR-3-D,DX
199-D5-33,573095,151714.5,100-HR-3-D,DX
199-D5-34,573240.4,151554.1,100-HR-3-D,DX
199-D5-36,572909.8,151746.3,100-HR-3-D,DX
199-D5-37,573092.2,151916.4,100-HR-3-D,DX
199-D5-38,572996.8,151545.6,100-HR-3-D,DX
199-D5-39,573142.8,151428.4,100-HR-3-D,DX
199-D5-40,573003.2,151272,100-HR-3-D,DX
199-D5-41,573358.2,151792.2,100-HR-3-D,DX
199-D5-42,573479.8,151622.7,100-HR-3-D,DX
199-D5-43,573180,151269.4,100-HR-3-D,DX
199-D5-44,572993.6,151835.7,100-HR-3-D,DX
199-D5-92,573131.9,152009.8,100-HR-3-D,DX
199-D5-97,573250.1,151302.5,100-HR-3-D,DX
199-D6-3,574159.1,151643.9,100-HR-3-D,DX
199-D7-3,574151.4,152363.4,100-HR-3-D,DX
199-D7-6,574429.2,152980.4,100-HR-3-D,DX
199-D8-101,574069.5,152262.4,100-HR-3-D,DX
199-D8-4,573447.2,152090.2,100-HR-3-D,DX
199-D8-5,573537.1,152243.5,100-HR-3-D,DX
199-D8-53,573889.9,152452.3,100-HR-3-D,DX
199-D8-54A,573781.2,152408,100-HR-3-D,DX
199-D8-54B,573768.2,152398.6,100-HR-3-D,DX
199-D8-55,573620.9,152364.3,100-HR-3-D,DX
199-D8-6,573434.7,152060.8,100-HR-3-D,DX
199-D8-68,573711.7,152427.1,100-HR-3-D,DX
199-D8-69,573843.6,152552.2,100-HR-3-D,DX
199-D8-70,573942.1,152508.7,100-HR-3-D,DX
199-D8-71,573837.1,152429.4,100-HR-3-D,DX
199-D8-72,573570.5,152211.8,100-HR-3-D,DX
199-D8-73,573388.7,152167.4,100-HR-3-D,DX
199-D8-88,573292.3,152141.3,100-HR-3-D,DX
199-D8-89,573478.6,152249.6,100-HR-3-D,DX
199-D8-90,573948.6,152646.2,100-HR-3-D,DX
199-D8-91,574036.9,152741.4,100-HR-3-D,DX
199-D8-95,573612,152160.6,100-HR-3-D,DX
199-D8-96,573706,152152.2,100-HR-3-D,DX
199-D8-97,573859.6,152087.4,100-HR-3-D,DX
199-D8-98,574013.1,152123,100-HR-3-D,DX
199-H1-5,574850.7,153090.3,100-HR-3-D,DX
199-H4-80,575239,152568.2,100-HR-3-D,DX
199-H4-81,575236.9,153035.4,100-HR-3-D,DX
199-H4-82,574907,152677.7,100-HR-3-D,DX
35-S,572918,151930,100-HR-3-D,DX
36-D,573120.7,152146.4,100-HR-3-D,DX
36-M,573120.7,152146.4,100-HR-3-D,DX
36-S,573120.7,152146.4,100-HR-3-D,DX
37-S,573336,152287.3,100-HR-3-D,DX
38-D,573471.8,152368.7,100-HR-3-D,DX
38-M,573471.8,152368.7,100-HR-3-D,DX
699-93-48A,575094.1,151795.3,100-HR-3-D,DX
699-95-48,575253.4,152323,100-HR-3-D,DX
699-95-51,574439.5,152528.6,100-HR-3-D,DX
699-96-52B,573910.2,152656.2,100-HR-3-D,DX
699-97-48B,575247.6,152909.8,100-HR-3-D,DX
699-97-48C,575245.4,152909.7,100-HR-3-D,DX
699-97-51A,574468.1,153122.1,100-HR-3-D,DX
699-97-61,574891.5,152914.1,100-HR-3-D,DX
699-98-49A,574823.4,153310.1,100-HR-3-D,DX
699-98-51,574339.3,153302.7,100-HR-3-D,DX
AT-D-1-D,572860.7,151852.1,100-HR-3-D,DX
AT-D-1-M,572861.5,151850.4,100-HR-3-D,DX
AT-D-1-S,572861.1,151851,100-HR-3-D,DX
AT-D-2-M,573105.8,152130.3,100-HR-3-D,DX
AT-D-2-S,573108.2,152129.8,100-HR-3-D,DX
AT-D-3-D,573233.2,152224.3,100-HR-3-D,DX
AT-D-3-M,573234.7,152225,100-HR-3-D,DX
AT-D-3-S,573233.7,152224.6,100-HR-3-D,DX
AT-D-4-D,572992.2,152039.6,100-HR-3-D,DX
AT-D-4-M,572993.1,152040.5,100-HR-3-D,DX
AT-D-4-S,572993.2,152039.9,100-HR-3-D,DX
AT-D-5-D,573934.8,152850.6,100-HR-3-D,DX
AT-D-5-M,573934.7,152848.2,100-HR-3-D,DX
C6266,572269.9,151241.6,100-HR-3-D,DX
C6267,572270.4,151242.2,100-HR-3-D,DX
C6268,572274.2,151246.2,100-HR-3-D,DX
C6269,572335.8,151323.2,100-HR-3-D,DX
C6270,572337.1,151324.5,100-HR-3-D,DX
C6271,572332.3,151317.6,100-HR-3-D,DX
C6272,572920.4,151926.9,100-HR-3-D,DX
C6275,573337.5,152284.9,100-HR-3-D,DX
C6278,573534,152428.2,100-HR-3-D,DX
C6281,574056.8,153353.3,100-HR-3-D,DX
C6282,574057.5,153353.6,100-HR-3-D,DX
C6334,572046.3,150950,100-HR-3-D,DX
C7645,572077,151003.1,100-HR-3-D,DX
C7646,572077.5,151003.8,100-HR-3-D,DX
C7647,572076.6,151002.5,100-HR-3-D,DX
C7648,572077.3,151003.5,100-HR-3-D,DX
DD-06-2,573964.6,153015.4,100-HR-3-D,DX
DD-06-3,573964.6,153015.4,100-HR-3-D,DX
DD-08-2,573940.1,152903.5,100-HR-3-D,DX
DD-08-3,573940.1,152903.5,100-HR-3-D,DX
DD-08-4,573940.1,152903.5,100-HR-3-D,DX
DD-10-2,573899.1,152788.1,100-HR-3-D,DX
DD-10-3,573899.1,152788.1,100-HR-3-D,DX
DD-10-4,573899.1,152788.1,100-HR-3-D,DX
DD-12-2,573818.7,152683.7,100-HR-3-D,DX
DD-12-4,573819.7,152683.6,100-HR-3-D,DX
DD-15-2,573700.6,152547.8,100-HR-3-D,DX
DD-15-3,573700.6,152547.3,100-HR-3-D,DX
DD-15-4,573701.3,152548.2,100-HR-3-D,DX
DD-16-3,573650.4,152516.1,100-HR-3-D,DX
DD-16-4,573651.2,152517,100-HR-3-D,DX
DD-17-2,573598,152482.8,100-HR-3-D,DX
DD-17-3,573597.2,152483.3,100-HR-3-D,DX
DD-39-1,572606.5,151625.9,100-HR-3-D,DX
DD-39-2,572606.9,151626.2,100-HR-3-D,DX
DD-41-1,572532.9,151530.9,100-HR-3-D,DX
DD-41-2,572532.2,151530,100-HR-3-D,DX
DD-41-3,572532.7,151530.7,100-HR-3-D,DX
DD-42-2,572485.3,151492.5,100-HR-3-D,DX
DD-42-3,572485.8,151492.6,100-HR-3-D,DX
DD-42-4,572486.2,151492.5,100-HR-3-D,DX
DD-43-2,572450.5,151443.2,100-HR-3-D,DX
DD-43-3,572450.9,151443.2,100-HR-3-D,DX
DD-44-3,572412.7,151394.3,100-HR-3-D,DX
DD-44-4,572411.4,151396.9,100-HR-3-D,DX
DD-49-1,572213.7,151161.5,100-HR-3-D,DX
DD-49-2,572214,151162.8,100-HR-3-D,DX
DD-49-3,572210.8,151163.3,100-HR-3-D,DX
DD-49-4,572211.2,151164,100-HR-3-D,DX
DD-50-1,572172.2,151121.2,100-HR-3-D,DX
DD-50-2,572172.6,151121.6,100-HR-3-D,DX
DD-50-3,572172.2,151120,100-HR-3-D,DX
DD-50-4,572173,151121.2,100-HR-3-D,DX
Redox-1-3.3,572716.3,151730.8,100-HR-3-D,DX
Redox-1-6.0,572716.3,151730.8,100-HR-3-D,DX
Redox-2-6.0,572636.7,151687.8,100-HR-3-D,DX
Redox-3-3.3,572583.2,151603,100-HR-3-D,DX
Redox-3-4.6,572583.2,151603,100-HR-3-D,DX
Redox-4-3.0,572529.7,151540,100-HR-3-D,DX
Redox-4-6.0,572529.7,151540,100-HR-3-D,DX
