"NAME","WELL_ID","TYPE","STATUS","TD","BOH","ZCOORDS","YCOORDS","XCOORDS","OU"
"299-W15-32","B2423","GROUNDWATER WELL","IN-USE",72.9996,72.5424,203.487,135634.998,566773.428,"200-Z-1"
"ZP1-DI","B2424","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"199-H5-8","B2425","GROUNDWATER WELL","IN-USE",15.8496,15.8496,127.8,152258,577647,"100-HR-3-H"
"199-H5-11","B2426","GROUNDWATER WELL","IN-USE",16.764,15.8496,128.1,152268,577646,"100-HR-3-H"
"199-H5-12","B2427","GROUNDWATER WELL","IN-USE",16.002,15.8496,128.2,152279,577650,"100-HR-3-H"
"299-E24-161","B2428","VADOSE WELL","DECOMMISSIONED-V",15.3924,NA,NA,NA,NA,""
"299-E24-162","B2429","VADOSE WELL","DECOMMISSIONED-V",17.61744,NA,NA,NA,NA,""
"699-41-61A","B2430","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"699-41-61B","B2431","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"699-41-61C","B2432","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"199-H5-13","B2433","GROUNDWATER WELL","IN-USE",16.03248,15.8496,128.2,152288,577650,"100-HR-3-H"
"199-H5-14","B2434","GROUNDWATER WELL","IN-USE",16.03248,15.8496,128.3,152286,577656,"100-HR-3-H"
"699-43-91DP","B2435","HOSTED PIEZOMETER","IN-USE",495.3,NA,205.943,136696.008,562112.176,"200-Z-1"
"699-IB-92-01","B2436","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,138.8,126299.2,591770.5,"300-FF-5"
"699-IB-92-02","B2437","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,138.8,126299.2,591768.4,"300-FF-5"
"699-IB-92-03","B2438","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126299.2,591763.8,"300-FF-5"
"699-IB-92-04","B2439","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126299.2,591759.7,"300-FF-5"
"699-IB-92-05","B2440","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126299.2,591754.7,"300-FF-5"
"699-IB-92-06","B2441","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126299.2,591750.1,"300-FF-5"
"699-IB-92-07","B2442","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126299.2,591770.5,"300-FF-5"
"699-IB-92-08","B2443","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126299.2,591770.5,"300-FF-5"
"699-IB-92-09","B2444","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126302.9,591767.8,"300-FF-5"
"699-IB-92-10","B2445","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126302.6,591763.2,"300-FF-5"
"699-IB-92-11","B2446","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126303.8,591759.2,"300-FF-5"
"699-IB-92-12","B2447","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126302.6,591756.2,"300-FF-5"
"699-IB-92-13","B2448","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126302.9,591750.7,"300-FF-5"
"699-IB-92-14","B2449","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126299.2,591770.5,"300-FF-5"
"699-IB-92-15","B2450","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126306.9,591767.2,"300-FF-5"
"699-IB-92-16","B2451","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126305.9,591765.9,"300-FF-5"
"699-IB-92-17","B2452","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126309.6,591763.5,"300-FF-5"
"699-IB-92-18","B2453","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126307.5,591762.9,"300-FF-5"
"699-IB-92-19","B2454","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126310.8,591759.2,"300-FF-5"
"699-IB-92-20","B2455","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126308.4,591759.2,"300-FF-5"
"699-IB-92-21","B2456","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126309.6,591755,"300-FF-5"
"699-IB-92-22","B2457","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126307.4,591755.6,"300-FF-5"
"699-IB-92-23","B2458","VADOSE WELL","DECOMMISSIONED-V",12.4968,NA,139.4,126306.8,591751.3,"300-FF-5"
"699-IB-92-24","B2459","VADOSE WELL","DECOMMISSIONED-V",12.192,NA,139.4,126305.9,591752.5,"300-FF-5"
"299-W19-39","B2460","GROUNDWATER WELL","IN-USE",87.63,NA,211.39,134886.74,567901.739,"200-UP-1"
"299-W19-36","B2461","GROUNDWATER WELL","IN-USE",89.916,NA,215.408,135017.052,567634.738,"200-UP-1"
"299-W19-38","B2463","GROUNDWATER WELL","DECOMMISSIONED-V",79.03464,78.76032,214.362,134849.143,567780.979,"200-UP-1"
"299-W19-40","B2464","GROUNDWATER WELL","IN-USE",77.2668,76.93152,210.849,134847.384,567973.864,"200-UP-1"
"299-W19-37","B2465","GROUNDWATER WELL","IN-USE",81.3816,81.41208,214.581,134950.349,567723.846,"200-UP-1"
"B2469","B2469","VADOSE WELL","DECOMMISSIONED-V",54.69636,54.69636,209.889,136506.736,574443.073,"200-BP-5"
"B2470","B2470","VADOSE WELL","DECOMMISSIONED-V",49.9872,49.9872,209.681,136507.743,574467.252,"200-BP-5"
"299-W15-31A","B2471","GROUNDWATER WELL","IN-USE",78.9432,77.90688,208.48,135856.102,566377.105,"200-Z-1"
"699-83-36C","B2472","VADOSE WELL","DECOMMISSIONED-V",NA,NA,129.5,148896.7,578849.5,"100-FR-3"
"699-83-36D","B2473","VADOSE WELL","DECOMMISSIONED-V",NA,NA,129.7,148893.3,578852.5,"100-FR-3"
"699-83-36E","B2474","VADOSE WELL","DECOMMISSIONED-V",NA,NA,129.6,148897.6,578851,"100-FR-3"
"699-83-36B","B2475","VADOSE WELL","DECOMMISSIONED-V",NA,NA,128.5,148895.1,578851,"100-FR-3"
"B2476","B2476","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2477","B2477","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"699-83-36F","B2478","VADOSE WELL","DECOMMISSIONED-V",NA,NA,128.5,148895.2,578889.1,"100-FR-3"
"699-S24-19B","B2479","VADOSE WELL","DECOMMISSIONED-V",NA,NA,130.9,116191.3,584166.3,""
"699-81-47","B2480","VADOSE WELL","DECOMMISSIONED-V",NA,NA,127.8,148330.2,575400.5,"100-FR-3"
"699-82-47","B2481","VADOSE WELL","DECOMMISSIONED-V",1.2192,NA,NA,148714.5,575751.8,"100-FR-3"
"699-81-46","B2482","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,148460.9,575861.5,"100-FR-3"
"B2483","B2483","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2484","B2484","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2485","B2485","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2486","B2486","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2487","B2487","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2488","B2488","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2489","B2489","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2490","B2490","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2491","B2491","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2492","B2492","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2493","B2493","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2494","B2494","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2495","B2495","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2496","B2496","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2497","B2497","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2498","B2498","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2499","B2499","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2500","B2500","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2501","B2501","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2502","B2502","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2503","B2503","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2504","B2504","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2505","B2505","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2506","B2506","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2507","B2507","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2508","B2508","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2509","B2509","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2510","B2510","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2511","B2511","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2512","B2512","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2513","B2513","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2514","B2514","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5A","B2515","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144769,565287,"100-BC-5"
"116-B-5B","B2516","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144762,565287,"100-BC-5"
"116-B-5C","B2517","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144754,565287,"100-BC-5"
"116-B-5D","B2518","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144754,565288,"100-BC-5"
"116-B-5E","B2519","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144754,565291,"100-BC-5"
"116-B-5F","B2520","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144754,565293,"100-BC-5"
"116-B-5G","B2521","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144762,565293,"100-BC-5"
"116-B-5H","B2522","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144769,565293,"100-BC-5"
"116-B-5I","B2523","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,144754,565289,"100-BC-5"
"116-B-5J","B2524","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5K","B2525","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5L","B2526","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5M","B2527","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5N","B2528","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5O","B2529","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5P","B2530","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5Q","B2531","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5R","B2532","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5S","B2533","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"116-B-5T","B2534","VADOSE WELL","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-50-28D","B2535","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,138769.6,581267.3,"200-BP-5"
"199-N-107A","B2536","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,140.296,149685.11,571462.35,"100-NR-2"
"B2537","B2537","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,140.296,149812.498,571541.51,"100-NR-2"
"199-N-106A","B2538","GROUNDWATER WELL","IN-USE",36.8808,NA,144.625,150150.85,571737.6,"100-NR-2"
"B2539","B2539","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,138.639,149630.622,571898.167,"100-NR-2"
"699-13-3A","B2540","GROUNDWATER WELL","IN-USE",23.74392,NA,136.42,127305.02,589137.37,"300-FF-5"
"B2541","B2541","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2542","B2542","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2543","B2543","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2544","B2544","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2545","B2545","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2546","B2546","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2547","B2547","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2548","B2548","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2549","B2549","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2550","B2550","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2551","B2551","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2552","B2552","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2553","B2553","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2554","B2554","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2555","B2555","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2556","B2556","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2557","B2557","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2558","B2558","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2559","B2559","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2560","B2560","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2561","B2561","BORING","DECOMMISSIONED-V",89.916,NA,NA,NA,NA,""
"B2562","B2562","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-1","B2563","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-2","B2564","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-3","B2565","SOIL TUBE","DECOMMISSIONED-V",81.3816,NA,NA,NA,NA,""
"B-4-4","B2566","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-5","B2567","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-6","B2568","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-7","B2569","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-8","B2570","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B-4-9","B2571","SOIL TUBE","DECOMMISSIONED-V",9.144,NA,NA,NA,NA,""
"B-4-10","B2572","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-1","B2573","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-2","B2574","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-3","B2575","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-4","B2576","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-5","B2577","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-6","B2578","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-7","B2579","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-8","B2580","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-9","B2581","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-10","B2582","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-11","B2583","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-12","B2584","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-13","B2585","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-14","B2586","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-15","B2587","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-16","B2588","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-17","B2589","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-18","B2590","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-19","B2591","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-20","B2592","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-21","B2593","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-22","B2594","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"C-1-23","B2595","SOIL TUBE","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2596","B2596","SOIL TUBE","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2597","B2597","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2598","B2598","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2599","B2599","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2600","B2600","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2601","B2601","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2602","B2602","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"699-39-7C","B2603","VADOSE WELL","DECOMMISSIONED-V",39.624,NA,150.4,135404.7,587805.3,"200-PO-1"
"699-39-7D","B2604","VADOSE WELL","DECOMMISSIONED-V",41.148,NA,150.3,135434,587806.4,"200-PO-1"
"699-39-7E","B2605","UNCLASSIFIED","DECOMMISSIONED-V",147.2184,NA,150.1,135453,587827.7,"200-PO-1"
"699-39-7F","B2606","VADOSE WELL","DECOMMISSIONED-V",42.3672,NA,150.8,135452.9,587803.3,"200-PO-1"
"699-39-7G","B2607","VADOSE WELL","DECOMMISSIONED-V",50.292,NA,151.3,135465.1,587815.4,"200-PO-1"
"699-39-7H","B2608","VADOSE WELL","DECOMMISSIONED-V",68.58,NA,150.9,135480.3,587815.4,"200-PO-1"
"699-39-7I","B2609","VADOSE WELL","DECOMMISSIONED-V",80.4672,NA,150.8,135480.3,587815.4,"200-PO-1"
"699-39-7J","B2610","VADOSE WELL","DECOMMISSIONED-V",42.9768,NA,150.8,135488,587815.4,"200-PO-1"
"699-39-7K","B2611","VADOSE WELL","DECOMMISSIONED-V",45.72,NA,150.8,135495.6,587815.4,"200-PO-1"
"699-39-7L","B2612","VADOSE WELL","DECOMMISSIONED-V",29.010864,NA,150.7,135499.2,587815.4,"200-PO-1"
"699-39-7M","B2613","VADOSE WELL","DECOMMISSIONED-V",68.58,NA,150.6,135509.9,587815.4,"200-PO-1"
"699-39-7N","B2614","VADOSE WELL","DECOMMISSIONED-V",68.58,NA,150.7,135523.6,587815.3,"200-PO-1"
"699-39-7O","B2615","VADOSE WELL","DECOMMISSIONED-V",38.1,NA,150.4,135537.4,587815.3,"200-PO-1"
"699-36-E3B","B2616","VADOSE WELL","DECOMMISSIONED-V",25.17648,NA,142.3,134342.1,589015.8,"200-PO-1"
"B2617","B2617","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2618","B2618","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2619","B2619","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2620","B2620","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2621","B2621","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2622","B2622","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2623","B2623","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2624","B2624","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2625","B2625","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2626","B2626","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2627","B2627","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2628","B2628","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"199-H5-15","B2629","VADOSE WELL","IN-USE",NA,NA,NA,152288,577657,"100-HR-3-H"
"CPT-PII-1","B2630","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,250.5,139359.976,558327.371,"200-Z-1"
"CPT-PII-2","B2631","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,248.8,139299.242,558324.886,"200-Z-1"
"CPT-PII-3","B2632","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,249.7,139299.125,558264.251,"200-Z-1"
"CPT-PII-4","B2633","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,247.9,139297.947,558204.149,"200-Z-1"
"CPT-PII-5","B2634","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,250.8,139359.209,558205.479,"200-Z-1"
"CPT-PII-6","B2635","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,252.7,139419.662,558297.958,"200-Z-1"
"CPT-PII-7","B2636","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,253.7,139420.669,558268.345,"200-Z-1"
"CPT-PII-8","B2637","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,251.7,139421.493,558329.873,"200-Z-1"
"CPT-III-A1","B2638","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,252.5,139390.858,558237.806,"200-Z-1"
"CPT-III-B2","B2639","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,252.6,139388.592,558297.748,"200-Z-1"
"CPT-III-C3","B2640","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,251,139328.332,558233.699,"200-Z-1"
"CPT-III-D4","B2641","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,251.8,139329.394,558297.015,"200-Z-1"
"CPT-PII-9","B2642","UNCLASSIFIED","DECOMMISSIONED-V",NA,NA,252.6,139360.062,558266.614,"200-Z-1"
"299-W15-33","B2643","GROUNDWATER WELL","IN-USE",81.6864,NA,207.786,135966.08,566433.21,"200-Z-1"
"299-W18-35","B2644","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,135414.563,565921.17,"200-Z-1"
"B2645","B2645","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2646","B2646","VADOSE WELL","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2647","B2647","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2648","B2648","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2649","B2649","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2650","B2650","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2651","B2651","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2652","B2652","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2653","B2653","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2654","B2654","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2655","B2655","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2656","B2656","BORING","DECOMMISSIONED-V",9.144,NA,NA,NA,NA,""
"B2657","B2657","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2658","B2658","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2659","B2659","BORING","DECOMMISSIONED-V",9.26592,NA,NA,NA,NA,""
"B2660","B2660","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2661","B2661","BORING","DECOMMISSIONED-V",9.32688,NA,NA,NA,NA,""
"B2662","B2662","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2663","B2663","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2664","B2664","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2665","B2665","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2666","B2666","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2667","B2667","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2668","B2668","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2669","B2669","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2670","B2670","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2671","B2671","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2672","B2672","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2673","B2673","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2674","B2674","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2675","B2675","BORING","DECOMMISSIONED-V",NA,NA,NA,NA,NA,""
"B2676","B2676","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2677","B2677","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2678","B2678","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2679","B2679","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2680","B2680","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2681","B2681","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2682","B2682","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
"B2683","B2683","UNCLASSIFIED","DRILLING CANCELLED",NA,NA,NA,NA,NA,""
