"NAME","WELL_ID","TYPE","STATUS","TD","BOH","ZCOORDS","YCOORDS","XCOORDS","OU"
"199-B2-12","A4550","GROUNDWATER WELL","IN-USE",54.49824,NA,206.304,145363.94,565368.62,"100-BC-5"
"199-B2-13","A4551","GROUNDWATER WELL","IN-USE",12.192,NA,128.6,145264.56,564086.52,"100-BC-5"
"199-B3-1","A4552","GROUNDWATER WELL","IN-USE",19.2024,NA,134.882,145342.08,565561.455,"100-BC-5"
"199-B3-46","A4553","GROUNDWATER WELL","IN-USE",20.351496,NA,135.632,145369.04,565899.57,"100-BC-5"
"199-B3-47","A4554","GROUNDWATER WELL","IN-USE",18.5928,NA,134.766,145368.95,565388.66,"100-BC-5"
"199-B4-1","A4555","GROUNDWATER WELL","IN-USE",27.432,NA,141.6,144791.53,565289.807,"100-BC-5"
"199-B4-3","A4556","GROUNDWATER WELL","DECOMMISSIONED-V",27.7368,NA,141.758,144771.13,565295.586,"100-BC-5"
"199-B4-4","A4557","GROUNDWATER WELL","IN-USE",32.004,NA,145.365,144479.705,565377.08,"100-BC-5"
"199-B4-6","A4558","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",29.690568,31.7754,147.923,144382.971,565388.881,"100-BC-5"
"199-B4-8","A4559","GROUNDWATER WELL","IN-USE",27.55392,NA,145.374,144653.79,565578.45,"100-BC-5"
"199-B4-9","A4560","GROUNDWATER WELL","DECOMMISSIONED-V",28.28544,NA,144.723,144563.93,565395.64,"100-BC-5"
"199-B5-1","A4561","GROUNDWATER WELL","IN-USE",46.0248,NA,139.892,144764.899,564878.149,"100-BC-5"
"199-B5-2","A4562","GROUNDWATER WELL","IN-USE",22.86,NA,139.799,144939.695,565405.427,"100-BC-5"
"199-B8-6","A4563","GROUNDWATER WELL","IN-USE",27.18816,NA,145.928,144157.79,564498.83,"100-BC-5"
"199-B9-1","A4564","GROUNDWATER WELL","DECOMMISSIONED-V",35.6616,NA,152.253,144029.687,565501.959,"100-BC-5"
"199-B9-2","A4565","GROUNDWATER WELL","IN-USE",35.9664,NA,152.643,144078.08,565534.79,"100-BC-5"
"199-B9-3","A4566","GROUNDWATER WELL","IN-USE",33.2232,NA,151.313,144046.72,565667.36,"100-BC-5"
"199-D2-5","A4567","GROUNDWATER WELL","DECOMMISSIONED-V",28.956,NA,141.303,151148.184,573812.296,"100-HR-3-D"
"199-D2-6","A4568","GROUNDWATER WELL","IN-USE",34.4424,NA,144.04,151119.86,573000.21,"100-HR-3-D"
"199-D5-12","A4569","GROUNDWATER WELL","DECOMMISSIONED-V",27.7368,NA,144.168,151557.198,573839.615,"100-HR-3-D"
"199-D5-13","A4570","GROUNDWATER WELL","IN-USE",30.48,NA,144.713,151955.183,573535.527,"100-HR-3-D"
"199-D5-14","A4571","GROUNDWATER WELL","IN-USE",30.7848,NA,144.781,151787.99,573789.632,"100-HR-3-D"
"199-D5-15","A4572","GROUNDWATER WELL","IN-USE",31.02864,NA,144.733,151673.75,573738.61,"100-HR-3-D"
"199-D5-16","A4573","GROUNDWATER WELL","IN-USE",30.58668,NA,145.152,151652.51,573917.45,"100-HR-3-D"
"199-D5-17","A4574","GROUNDWATER WELL","IN-USE",35.052,NA,144.112,151322.83,573730.52,"100-HR-3-D"
"199-D5-18","A4575","GROUNDWATER WELL","IN-USE",30.623256,NA,143.256,151325.18,573861.7,"100-HR-3-D"
"199-D5-19","A4576","GROUNDWATER WELL","IN-USE",29.44368,NA,142.685,151243.19,573849.12,"100-HR-3-D"
"199-D5-20","A4577","GROUNDWATER WELL","IN-USE",31.48584,NA,143.733,152030.15,573239.97,"100-HR-3-D"
"199-D8-3","A4578","GROUNDWATER WELL","DECOMMISSIONED-V",24.5364,NA,137.876,152347.932,573942.429,"100-HR-3-D"
"199-D8-4","A4579","GROUNDWATER WELL","IN-USE",31.51632,NA,143.873,152090.212,573447.185,"100-HR-3-D"
"199-D8-5","A4580","GROUNDWATER WELL","IN-USE",26.57856,NA,138.922,152243.497,573537.146,"100-HR-3-D"
"199-D8-53","A4581","GROUNDWATER WELL","IN-USE",21.15312,NA,133.96,152452.26,573889.86,"100-HR-3-D"
"199-D8-54A","A4582","GROUNDWATER WELL","IN-USE",23.7744,NA,135.178,152408.03,573781.17,"100-HR-3-D"
"199-D8-54B","A4583","GROUNDWATER WELL","IN-USE",43.8912,NA,135.887,152398.65,573768.24,"100-HR-3-D"
"199-D8-55","A4584","GROUNDWATER WELL","IN-USE",22.5552,NA,136.481,152364.345,573620.954,"100-HR-3-D"
"199-D8-6","A4585","GROUNDWATER WELL","IN-USE",33.61944,NA,146.244,152060.822,573434.693,"100-HR-3-D"
"199-F1-2","A4586","GROUNDWATER WELL","IN-USE",11.43,NA,122.328,148805.299,580011.044,"100-FR-3"
"199-F5-1","A4587","GROUNDWATER WELL","IN-USE",20.4216,NA,124.574,147736.865,581250.123,"100-FR-3"
"199-F5-2","A4588","GROUNDWATER WELL","DECOMMISSIONED-V",30.48,NA,126.895,147799.512,581076.247,"100-FR-3"
"199-F5-3","A4589","GROUNDWATER WELL","DECOMMISSIONED-V",27.432,NA,125.56,147754.023,581176.98,"100-FR-3"
"199-F5-4","A4590","GROUNDWATER WELL","IN-USE",35.052,NA,126.642,147533.731,580583.19,"100-FR-3"
"199-F5-42","A4591","GROUNDWATER WELL","IN-USE",10.72896,NA,120.216,147834.82,581285.48,"100-FR-3"
"199-F5-43A","A4592","GROUNDWATER WELL","IN-USE",15.14856,NA,121.536,147948.07,581183.872,"100-FR-3"
"199-F5-43B","A4593","GROUNDWATER WELL","IN-USE",57.912,45.878496,121.387,147960.382,581170.92,"100-FR-3"
"199-F5-44","A4594","GROUNDWATER WELL","IN-USE",14.96568,NA,123.757,148043.196,581060.851,"100-FR-3"
"199-F5-45","A4595","GROUNDWATER WELL","IN-USE",16.03248,NA,127.312,147683.924,580706.877,"100-FR-3"
"199-F5-46","A4596","GROUNDWATER WELL","IN-USE",17.3736,NA,128.118,147781.509,580841.338,"100-FR-3"
"199-F5-47","A4597","GROUNDWATER WELL","IN-USE",19.26336,NA,128.752,147508.45,580495.509,"100-FR-3"
"199-F5-48","A4598","GROUNDWATER WELL","IN-USE",16.764,NA,128.242,147690.098,580517.576,"100-FR-3"
"199-F5-5","A4599","UNCLASSIFIED","DECOMMISSIONED-V",30.48,NA,126.796,147935.07,580971.341,"100-FR-3"
"199-F5-6","A4600","GROUNDWATER WELL","IN-USE",58.5216,NA,127.036,148041.992,580901.652,"100-FR-3"
"199-F5-7","A4601","GROUNDWATER WELL","DECOMMISSIONED-V",9.144,NA,126.814,147685.179,580356.369,"100-FR-3"
"199-F6-1","A4602","GROUNDWATER WELL","IN-USE",16.1544,NA,124.523,147564.509,581375.868,"100-FR-3"
"199-F7-1","A4603","GROUNDWATER WELL","IN-USE",45.72,NA,120.05,147022.43,579687.168,"100-FR-3"
"199-F7-2","A4604","GROUNDWATER WELL","IN-USE",9.4488,NA,121.278,147770.4,580060.038,"100-FR-3"
"199-F7-3","A4605","GROUNDWATER WELL","IN-USE",10.0584,NA,121.374,147112.531,579884.708,"100-FR-3"
"199-F8-1","A4606","GROUNDWATER WELL","DECOMMISSIONED-V",17.3736,NA,124.729,147430.481,580335.256,"100-FR-3"
"199-F8-2","A4607","GROUNDWATER WELL","IN-USE",16.764,NA,126.22,147468.469,580373.887,"100-FR-3"
"199-F8-3","A4608","GROUNDWATER WELL","IN-USE",10.3632,NA,122.863,147253.37,580253.994,"100-FR-3"
"199-F8-4","A4609","GROUNDWATER WELL","IN-USE",14.478,NA,126.275,147123.532,580958.514,"100-FR-3"
"199-H3-1","A4610","GROUNDWATER WELL","DECOMMISSIONED-V",22.86,NA,129.648,152437.943,577645.039,"100-HR-3-H"
"199-H3-2A","A4611","GROUNDWATER WELL","IN-USE",17.0688,NA,128.314,152750.04,577624.63,"100-HR-3-H"
"199-H3-2B","A4612","GROUNDWATER WELL","IN-USE",17.6784,NA,128.716,152757.164,577628.271,"100-HR-3-H"
"199-H3-2C","A4613","GROUNDWATER WELL","IN-USE",47.244,NA,128.662,152750.302,577632.065,"100-HR-3-H"
"199-H4-10","A4614","GROUNDWATER WELL","IN-USE",11.5824,NA,124.462,153155.813,577827.209,"100-HR-3-H"
"199-H4-11","A4615","GROUNDWATER WELL","IN-USE",16.1544,NA,128.24,152728.433,578141.906,"100-HR-3-H"
"199-H4-12A","A4616","GROUNDWATER WELL","IN-USE",14.6304,NA,127.216,152912.729,578009.151,"100-HR-3-H"
"199-H4-12B","A4617","GROUNDWATER WELL","IN-USE",15.5448,NA,127.223,152918.467,578004.385,"100-HR-3-H"
"199-H4-12C","A4618","GROUNDWATER WELL","IN-USE",67.056,NA,127.226,152919.812,578011.772,"100-HR-3-H"
"199-H4-13","A4619","GROUNDWATER WELL","IN-USE",18.5928,NA,128.65,152595.273,578219.304,"100-HR-3-H"
"199-H4-14","A4620","GROUNDWATER WELL","DECOMMISSIONED-V",16.1544,NA,129.376,152752.359,577803.747,"100-HR-3-H"
"199-H4-15A","A4621","GROUNDWATER WELL","IN-USE",14.0208,NA,125.302,153053.42,577904.313,"100-HR-3-H"
"199-H4-15B","A4622","GROUNDWATER WELL","IN-USE",13.4112,NA,125.212,153059.548,577899.598,"100-HR-3-H"
"199-H4-15CQ","A4623","HOSTED PIEZOMETER","IN-USE",100.584,NA,125.319,153059.983,577907.681,"100-HR-3-H"
"199-H4-15CR","A4624","HOSTED PIEZOMETER","IN-USE",53.9496,NA,125.349,153059.983,577907.681,"100-HR-3-H"
"199-H4-15CS","A4625","HOSTED PIEZOMETER","IN-USE",100.584,NA,125.37,153059.983,577907.681,"100-HR-3-H"
"199-H4-16","A4626","GROUNDWATER WELL","IN-USE",18.5928,NA,130.491,152591.573,577981.91,"100-HR-3-H"
"199-H4-17","A4627","GROUNDWATER WELL","IN-USE",14.1732,NA,128.922,153037.635,577779.175,"100-HR-3-H"
"199-H4-18","A4628","GROUNDWATER WELL","IN-USE",15.5448,NA,129.754,152756.478,578018.292,"100-HR-3-H"
"199-H4-3","A4629","GROUNDWATER WELL","DECOMMISSIONED-V",17.58696,NA,129.299,152858.537,577940.493,"100-HR-3-H"
"199-H4-4","A4630","GROUNDWATER WELL","IN-USE",16.764,NA,127.293,152853.956,578060.859,"100-HR-3-H"
"199-H4-45","A4631","GROUNDWATER WELL","IN-USE",16.6116,NA,128.011,152433.394,578156.386,"100-HR-3-H"
"199-H4-46","A4632","GROUNDWATER WELL","IN-USE",18.7452,NA,130.31,152439.868,577883.861,"100-HR-3-H"
"199-H4-47","A4633","GROUNDWATER WELL","IN-USE",18.25752,NA,130.531,152553.297,577891.179,"100-HR-3-H"
"199-H4-48","A4634","GROUNDWATER WELL","DECOMMISSIONED-V",18.8976,NA,130.87,152620.211,577792.658,"100-HR-3-H"
"199-H4-49","A4635","GROUNDWATER WELL","IN-USE",18.288,NA,130.513,152445.154,577713.83,"100-HR-3-H"
"199-H4-5","A4636","GROUNDWATER WELL","IN-USE",18.288,NA,128.058,152939.783,577944.937,"100-HR-3-H"
"199-H4-6","A4637","GROUNDWATER WELL","IN-USE",16.764,16.096488,129.069,152888.391,577585.316,"100-HR-3-H"
"199-H4-7","A4638","GROUNDWATER WELL","DECOMMISSIONED-V",16.764,NA,129.38,152890.845,577804.134,"100-HR-3-H"
"199-H4-8","A4639","GROUNDWATER WELL","IN-USE",16.764,NA,129.206,152921.704,577860.691,"100-HR-3-H"
"199-H4-9","A4640","GROUNDWATER WELL","DECOMMISSIONED-V",15.5448,NA,128.615,152893.891,577923.192,"100-HR-3-H"
"199-H5-1A","A4641","GROUNDWATER WELL","IN-USE",17.3736,NA,129.078,152257.724,577650.08,"100-HR-3-H"
"199-H6-1","A4642","GROUNDWATER WELL","IN-USE",17.12976,NA,128.457,152247.63,578236.557,"100-HR-3-H"
"199-K-11","A4643","GROUNDWATER WELL","IN-USE",51.816,25.05456,143.224,146617.756,568938.002,"100-KR-4"
"199-K-13","A4644","GROUNDWATER WELL","IN-USE",48.4632,NA,142.949,146682.13,569037.727,"100-KR-4"
"199-K-15","A4645","VADOSE WELL","DECOMMISSIONED-V",45.72,NA,125.417,146981.42,568820.998,"100-KR-4"
"199-K-16","A4646","VADOSE WELL","DECOMMISSIONED-V",15.24,NA,124.198,146720.188,569202.547,"100-KR-4"
"199-K-18","A4647","GROUNDWATER WELL","IN-USE",18.288,NA,125.984,147400.811,569353.687,"100-KR-4"
"199-K-19","A4648","GROUNDWATER WELL","IN-USE",15.5448,NA,129.687,147386.64,569458.517,"100-KR-4"
"199-K-20","A4649","GROUNDWATER WELL","IN-USE",15.24,NA,129.639,147687.239,569520.516,"100-KR-4"
"199-K-21","A4650","GROUNDWATER WELL","IN-USE",15.24,NA,129.561,147932.06,569769.902,"100-KR-4"
"199-K-22","A4651","GROUNDWATER WELL","IN-USE",15.24,NA,130.408,148097.376,570023.697,"100-KR-4"
"199-K-23","A4652","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,NA,143.732,146635.8,569081.848,"100-KR-4"
"199-K-27","A4653","GROUNDWATER WELL","DECOMMISSIONED-V",27.432,NA,143.274,146763.797,569155.956,"100-KR-4"
"199-K-28","A4654","GROUNDWATER WELL","DECOMMISSIONED-V",27.432,NA,143.062,146772.768,569171.711,"100-KR-4"
"199-K-30","A4655","GROUNDWATER WELL","DECOMMISSIONED-V",27.432,NA,143.132,146780.961,569238.117,"100-KR-4"
"199-K-31","A4656","GROUNDWATER WELL","IN-USE",15.24,NA,126.731,146591.114,568177.564,"100-KR-4"
"199-K-32A","A4657","GROUNDWATER WELL","IN-USE",21.0312,NA,136.396,147006.68,569024.15,"100-KR-4"
"199-K-32B","A4658","GROUNDWATER WELL","IN-USE",53.34,NA,136.777,147004.81,569012.4,"100-KR-4"
"199-K-33","A4659","GROUNDWATER WELL","DECOMMISSIONED-V",20.29968,NA,136.28,146713.25,568573.65,"100-KR-4"
"199-K-34","A4660","GROUNDWATER WELL","IN-USE",27.61488,NA,143.733,146501.94,568605.78,"100-KR-4"
"199-K-35","A4661","GROUNDWATER WELL","DECOMMISSIONED-V",35.6616,NA,151.798,146110.68,568832.33,"100-KR-4"
"199-K-36","A4662","GROUNDWATER WELL","IN-USE",34.4424,NA,151.381,146390.47,569373.69,"100-KR-4"
"199-K-37","A4663","GROUNDWATER WELL","IN-USE",21.12264,NA,135.68,148226.542,570216.203,"100-KR-4"
"199-N-14","A4664","GROUNDWATER WELL","IN-USE",24.9936,NA,139.219,150243.37,571713.1,"100-NR-2"
"199-N-16","A4665","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,NA,140.393,149441.846,571281.371,"100-NR-2"
"199-N-17","A4666","GROUNDWATER WELL","DECOMMISSIONED-V",25.7556,NA,141.755,149713.388,571276.789,"100-NR-2"
"199-N-18","A4667","GROUNDWATER WELL","IN-USE",25.6032,NA,140.945,149752.123,571261.608,"100-NR-2"
"199-N-19","A4668","GROUNDWATER WELL","IN-USE",23.7744,NA,139.538,149702.446,571209.054,"100-NR-2"
"199-N-2","A4669","GROUNDWATER WELL","IN-USE",38.1,NA,141.161,149859.433,571476.209,"100-NR-2"
"199-N-20","A4670","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,NA,140.12,149660.667,571200.982,"100-NR-2"
"199-N-21","A4671","GROUNDWATER WELL","IN-USE",24.2316,NA,140.462,149629.409,571177.777,"100-NR-2"
"199-N-23","A4672","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,NA,140.256,149556.667,571122.945,"100-NR-2"
"199-N-24","A4673","GROUNDWATER WELL","DECOMMISSIONED-V",16.764,NA,132.987,149518.045,571070.918,"100-NR-2"
"199-N-25","A4674","GROUNDWATER WELL","DECOMMISSIONED-V",14.9352,NA,130.946,149484.876,571050.862,"100-NR-2"
"199-N-26","A4675","GROUNDWATER WELL","DECOMMISSIONED-V",24.8412,24.32304,140.093,149410.031,571056.864,"100-NR-2"
"199-N-27","A4676","GROUNDWATER WELL","IN-USE",21.0312,NA,138.061,149659.789,572052.617,"100-NR-2"
"199-N-28","A4677","GROUNDWATER WELL","IN-USE",25.2984,NA,142.678,149476.654,571955.271,"100-NR-2"
"199-N-29","A4678","GROUNDWATER WELL","IN-USE",25.6032,25.08504,142.987,149489.231,571841.354,"100-NR-2"
"199-N-3","A4679","GROUNDWATER WELL","IN-USE",38.1,NA,141.047,149794.61,571317.375,"100-NR-2"
"199-N-31","A4680","GROUNDWATER WELL","IN-USE",24.6888,25.26792,142.189,149682.8,571810.611,"100-NR-2"
"199-N-32","A4681","GROUNDWATER WELL","IN-USE",24.384,NA,142.03,149708.497,571907.616,"100-NR-2"
"199-N-33","A4682","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",22.86,NA,141.346,149729.932,571752.11,"100-NR-2"
"199-N-34","A4683","GROUNDWATER WELL","IN-USE",23.7744,NA,141.278,149653.887,571737.41,"100-NR-2"
"199-N-36","A4684","GROUNDWATER WELL","DECOMMISSIONED-V",22.86,21.99132,141.075,149747.63,571963.302,"100-NR-2"
"199-N-37","A4685","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",22.86,20.8788,140.207,149830.315,571969.895,"100-NR-2"
"199-N-39","A4686","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,20.491704,139.655,149884.04,572038.53,"100-NR-2"
"199-N-4","A4687","PIEZOMETER HOST","DECOMMISSIONED-V",45.72,22.76856,141.016,149659.811,571557.376,"100-NR-2"
"199-N-40","A4688","GROUNDWATER WELL","DECOMMISSIONED-V",24.384,21.665184,140.279,149921.214,572105.535,"100-NR-2"
"199-N-41","A4689","GROUNDWATER WELL","IN-USE",23.7744,NA,140.657,149965.263,572182.237,"100-NR-2"
"199-N-42","A4690","GROUNDWATER WELL","DECOMMISSIONED-V",23.7744,22.119336,139.904,149906.815,572265.619,"100-NR-2"
"199-N-44","A4691","GROUNDWATER WELL","DECOMMISSIONED-V",25.908,22.366224,141.614,149804.715,572180.621,"100-NR-2"
"199-N-49","A4692","GROUNDWATER WELL","IN-USE",19.812,20.54352,138.568,150050.343,571991.689,"100-NR-2"
"199-N-50","A4693","GROUNDWATER WELL","IN-USE",26.2128,NA,142.423,150298.79,572090.901,"100-NR-2"
"199-N-51","A4694","GROUNDWATER WELL","IN-USE",26.2128,NA,142.061,150496.966,571796.1,"100-NR-2"
"199-N-52","A4695","GROUNDWATER WELL","IN-USE",23.1648,NA,142.514,149466.18,572302.91,"100-NR-2"
"199-N-53","A4696","GROUNDWATER WELL","DECOMMISSIONED-V",22.5552,22.000464,141.932,149966.166,571826.11,"100-NR-2"
"199-N-54","A4697","GROUNDWATER WELL","DECOMMISSIONED-V",22.2504,NA,140.625,149633.657,571363.815,"100-NR-2"
"199-N-55","A4698","GROUNDWATER WELL","DECOMMISSIONED-V",22.86,NA,140.73,149609.827,571353.873,"100-NR-2"
"199-N-56","A4699","GROUNDWATER WELL","IN-USE",22.5552,NA,140.803,149703.495,571375.871,"100-NR-2"
"199-N-57","A4700","GROUNDWATER WELL","IN-USE",23.1648,NA,140.703,149542.05,571413.173,"100-NR-2"
"199-N-58","A4701","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",21.6408,22.38756,142.276,149222.241,571285.313,"100-NR-2"
"199-N-59","A4702","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",22.098,22.49424,141.254,149150.452,571258.228,"100-NR-2"
"199-N-6","A4703","GROUNDWATER WELL","DECOMMISSIONED-V",21.6408,NA,141.513,149661.47,571700.789,"100-NR-2"
"199-N-60","A4704","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",21.9456,22.37232,141.985,149200.762,571276.139,"100-NR-2"
"199-N-61","A4705","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",20.574,20.854416,142.006,149156.699,571355.9,"100-NR-2"
"199-N-62","A4706","GROUNDWATER WELL","IN-USE",23.9268,24.56688,142.487,149483.061,571725.625,"100-NR-2"
"199-N-63","A4707","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",24.6888,25.395936,143.436,149519.347,571630.608,"100-NR-2"
"199-N-64","A4708","GROUNDWATER WELL","IN-USE",21.1836,NA,139.755,149551.177,571561.412,"100-NR-2"
"199-N-65","A4709","GROUNDWATER WELL","DECOMMISSIONED-V",21.6408,NA,140.312,149622.099,571561.642,"100-NR-2"
"199-N-66","A4710","GROUNDWATER WELL","CANDIDATE FOR DECOMMISSIONING",24.384,24.35352,142.993,149684.093,571636.853,"100-NR-2"
"199-N-67","A4711","GROUNDWATER WELL","IN-USE",24.0792,NA,140.92,149798.948,571494.163,"100-NR-2"
"199-N-69","A4712","GROUNDWATER WELL","IN-USE",31.6992,NA,141.037,149804.803,571483.887,"100-NR-2"
"199-N-70","A4713","GROUNDWATER WELL","IN-USE",31.82112,NA,139.619,149877.985,572042.019,"100-NR-2"
"199-N-71","A4714","GROUNDWATER WELL","IN-USE",26.5176,NA,142.152,148982.169,571588.815,"100-NR-2"
"199-N-72","A4715","GROUNDWATER WELL","IN-USE",25.63368,NA,140.921,149249.655,571302.174,"100-NR-2"
"199-N-73","A4716","GROUNDWATER WELL","IN-USE",27.15768,NA,142.226,149168.992,571292.024,"100-NR-2"
"199-N-74","A4717","GROUNDWATER WELL","IN-USE",25.6032,NA,140.513,149156.143,571941.876,"100-NR-2"
"199-N-75","A4718","GROUNDWATER WELL","IN-USE",27.31008,NA,140.282,150060.72,571523.58,"100-NR-2"
"199-N-76","A4719","GROUNDWATER WELL","IN-USE",25.7556,NA,138.861,150122.12,571560.08,"100-NR-2"
"199-N-80","A4720","GROUNDWATER WELL","IN-USE",38.4048,NA,140.526,149950.848,571477.575,"100-NR-2"
"199-N-8S","A4721","INDEPENDENT PIEZOMETER","DECOMMISSIONED-V",12.192,11.70432,124.507,149926.505,571329.015,"100-NR-2"
"1199-34-13","A4722","GROUNDWATER WELL","DECOMMISSIONED-V",31.3944,NA,121.348,109694.983,593589.569,""
"1199-41-13C","A4723","GROUNDWATER WELL","DECOMMISSIONED-V",28.956,NA,124.757,111830.481,593575.354,""
"299-E13-10","A4724","GROUNDWATER WELL","IN-USE",105.4608,105.36936,226.312,134252.52,573194.99,"200-PO-1"
"299-E13-12","A4725","GROUNDWATER WELL","IN-USE",111.5568,NA,224.559,134146.593,573188.669,"200-PO-1"
"299-E13-14","A4726","GROUNDWATER WELL","IN-USE",112.776,NA,228.237,134474.132,573087.497,"200-PO-1"
"299-E16-1","A4727","INDEPENDENT PIEZOMETER","IN-USE",155.448,NA,212.866,135219.906,575782.65,"200-PO-1"
"299-E17-1","A4728","GROUNDWATER WELL","IN-USE",102.4128,NA,220.311,135386.153,574977.079,"200-PO-1"
"299-E17-10","A4729","GROUNDWATER WELL","DECOMMISSIONED-V",99.06,97.93224,218.969,135338.301,575066.235,"200-PO-1"
"299-E17-12","A4730","GROUNDWATER WELL","IN-USE",103.632,NA,221.092,135125.906,574905.372,"200-PO-1"
"299-E17-13","A4731","GROUNDWATER WELL","IN-USE",102.7176,NA,220.344,135172.575,574948.031,"200-PO-1"
"299-E17-14","A4732","GROUNDWATER WELL","IN-USE",102.108,NA,221.226,135333.739,575140.608,"200-PO-1"
"299-E17-15","A4733","GROUNDWATER WELL","IN-USE",100.584,NA,221.104,135282.047,575142.781,"200-PO-1"
"299-E17-16","A4734","GROUNDWATER WELL","IN-USE",102.7176,NA,220.739,135210.78,575145.774,"200-PO-1"
"299-E17-17","A4735","GROUNDWATER WELL","IN-USE",101.01072,NA,220.539,135209.74,575046.178,"200-PO-1"
"299-E17-18","A4736","GROUNDWATER WELL","IN-USE",101.0412,NA,220.759,135123.586,575112.433,"200-PO-1"
"299-E17-19","A4737","GROUNDWATER WELL","IN-USE",99.57816,NA,220.357,135414.871,575017.183,"200-PO-1"
"299-E17-20","A4738","GROUNDWATER WELL","IN-USE",99.57816,NA,220.326,135415.328,574938.108,"200-PO-1"
"299-E17-5","A4739","GROUNDWATER WELL","DECOMMISSIONED-V",102.4128,102.01656,220.173,135278.548,575093.967,"200-PO-1"
"299-E17-6","A4740","GROUNDWATER WELL","DECOMMISSIONED-V",152.4,149.99208,220.603,135108.177,575113.117,"200-PO-1"
"299-E17-8","A4741","GROUNDWATER WELL","DECOMMISSIONED-V",111.252,NA,220.074,135407.223,574884.076,"200-PO-1"
"299-E17-9","A4742","GROUNDWATER WELL","IN-USE",99.06,NA,219.845,135378.599,575100.32,"200-PO-1"
"299-E18-1","A4743","GROUNDWATER WELL","IN-USE",101.1936,NA,220.245,135200.161,573296.567,"200-PO-1"
"299-E18-2","A4744","GROUNDWATER WELL","IN-USE",101.1936,101.58984,220.949,135291.022,573392.241,"200-PO-1"
"299-E18-3","A4745","GROUNDWATER WELL","IN-USE",100.64496,100.85832,221.198,135277.94,573428.989,"200-PO-1"
"299-E18-4","A4746","GROUNDWATER WELL","IN-USE",101.01072,101.43744,221.052,135259.27,573428.668,"200-PO-1"
"299-E23-1","A4747","GROUNDWATER WELL","IN-USE",106.0704,NA,218.379,136016.551,574043.396,"200-PO-1"
"299-E23-2","A4748","PIEZOMETER HOST","DECOMMISSIONED-V",138.9888,101.346,220.772,135671.744,573709.427,"200-PO-1"
"299-E24-13","A4749","GROUNDWATER WELL","IN-USE",103.632,87.4014,211.734,136037.315,575300.611,"200-PO-1"
"299-E24-14","A4750","GROUNDWATER WELL","IN-USE",104.5464,102.47376,211.842,136018.81,575323.85,"200-PO-1"
"299-E24-16","A4751","GROUNDWATER WELL","IN-USE",100.37064,NA,220.02,135464.364,575017.622,"200-PO-1"
"299-E24-17","A4752","GROUNDWATER WELL","IN-USE",100.34016,NA,220.159,135463.882,574937.812,"200-PO-1"
"299-E24-18","A4753","GROUNDWATER WELL","IN-USE",100.584,NA,220.349,135469.764,574647.088,"200-PO-1"
"299-E24-19","A4754","GROUNDWATER WELL","DECOMMISSIONED-V",91.65336,91.68384,212.511,136003.512,575316.952,"200-PO-1"
"299-E24-2","A4755","GROUNDWATER WELL","DECOMMISSIONED-V",106.68,102.38232,219.795,135493.023,574973.639,"200-PO-1"
"299-E24-20","A4756","GROUNDWATER WELL","IN-USE",92.6592,NA,211.157,136049.4,575251.1,"200-PO-1"
"299-E24-7","A4757","GROUNDWATER WELL","DECOMMISSIONED-V",137.16,NA,219.34,135560.454,574406.517,"200-PO-1"
"299-E24-8","A4758","INDEPENDENT PIEZOMETER","CANDIDATE FOR DECOMMISSIONING",116.4336,NA,210.897,136271.812,574546.779,"200-BP-5"
"299-E25-1","A4759","GROUNDWATER WELL","IN-USE",98.1456,94.39656,211.562,136030.879,575336.033,"200-PO-1"
"299-E25-10","A4760","GROUNDWATER WELL","IN-USE",89.3064,NA,201.037,136267.589,575630.063,"200-PO-1"
"299-E25-11","A4761","GROUNDWATER WELL","IN-USE",103.632,NA,208.74,135558.572,575835,"200-PO-1"
"299-E25-13","A4762","GROUNDWATER WELL","IN-USE",96.6216,81.35112,209.079,136140.429,575362.874,"200-PO-1"
"299-E25-15","A4763","GROUNDWATER WELL","IN-USE",103.632,89.916,211.305,136018.648,575368.818,"200-PO-1"
"299-E25-18","A4764","GROUNDWATER WELL","IN-USE",91.44,NA,208.06,135699.304,575817.379,"200-PO-1"
"299-E25-19","A4765","GROUNDWATER WELL","IN-USE",91.44,NA,207.497,135659.027,575852.333,"200-PO-1"
"299-E25-2","A4766","GROUNDWATER WELL","IN-USE",114.3,NA,206.954,136061.871,575513.755,"200-PO-1"
"299-E25-20","A4767","GROUNDWATER WELL","IN-USE",91.44,NA,207.206,135654,575910.942,"200-PO-1"
"299-E25-21","A4768","GROUNDWATER WELL","IN-USE",91.44,NA,207.518,135558.408,576063.016,"200-PO-1"
