"NAME","TOP","BOT"
"199-N-365",116.5838,114.4502
"199-N-366",116.793672,114.66312
"199-N-367",116.854344,114.723792
"199-N-368",116.510696,114.410624
"199-N-369",117.092952,114.965448
"199-N-37",NA,NA
"199-N-370",117.009464,114.878912
"199-N-371",121.4234,111.032768
"199-N-372",121.102992,108.892704
"199-N-373",120.932784,113.407272
"199-N-374",120.836096,110.158952
"199-N-376",119.408696,108.7346
"199-N-377",118.625368,112.523272
"199-N-39",NA,NA
"199-N-40",NA,NA
"199-N-41",NA,NA
"199-N-42",NA,NA
"199-N-43",NA,NA
"199-N-47",NA,NA
"199-N-48",NA,NA
"199-N-49",NA,NA
"199-N-50",NA,NA
"199-N-51",NA,NA
"199-N-52",NA,NA
"199-N-53",NA,NA
"199-N-54",122.0936,117.5216
"199-N-55",122.1646,117.5926
"199-N-56",121.6698,117.0978
"199-N-57",122.3786,117.8066
"199-N-58",124.38608,119.81408
"199-N-59",123.4398,118.8678
"199-N-60",124.442,119.7938
"199-N-61",125.6058,121.00332
"199-N-62",122.4642,117.8922
"199-N-63",122.4492,117.8772
"199-N-64",122.5718,117.9998
"199-N-65",122.4422,117.8702
"199-N-66",123.2186,118.6466
"199-N-67",121.9656,117.2412
"199-N-69",113.175,110.127
"199-N-70",111.75432,108.70632
"199-N-71",121.78776,115.4784
"199-N-72",121.225144,114.8914
"199-N-73",121.22912,114.98072
"199-N-74",121.4568,115.26936
"199-N-75",119.698928,113.575496
"199-N-76",119.23172,113.13572
"199-N-77",114.224072,111.19436
"199-N-80",105.90112,102.85312
"199-N-81",119.91644,113.8814
"199-N-8P",NA,NA
"199-N-92A",118.846736,112.750736
"199-N-96A",119.2224,113.1264
"199-N-99A",119.9896,112.9792
"299-E11-1",135.44004,104.96004
"299-E13-16",NA,NA
"299-E13-62",NA,NA
"299-E13-63",209.24728,203.1208
"299-E13-64",218.00196,211.9974
"299-E13-65",218.298848,212.190656
"299-E13-8",129.0972,116.9052
"299-E16-1",NA,NA
"299-E17-12",124.8616,118.4608
"299-E17-13",123.1524,117.0564
"299-E17-14",125.9514,119.67252
"299-E17-15",125.5256,119.582
"299-E17-16",125.397,119.301
"299-E17-17",124.87768,118.62928
"299-E17-18",125.75724,119.47836
"299-E17-19",126.8028,120.58488
"299-E17-20",126.88172,120.78572
"299-E17-21",124.22164,115.129456
"299-E17-22",122.550176,111.873032
"299-E17-23",122.349696,111.64512
"299-E17-25",122.441512,111.770464
"299-E17-26",121.389216,110.727312
"299-E17-3",NA,NA
"299-E17-56",122.09348,115.99748
"299-E17-57",121.099776,114.98244
"299-E17-58",123.301736,115.663448
"299-E18-1",125.4542,119.2058
"299-E18-2",125.80284,119.55444
"299-E18-3",125.71644,119.55948
"299-E18-4",125.9018,119.74484
"299-E20-1",143.02476,112.51428
"299-E20-2",139.177296,108.679008
"299-E24-16",126.33688,120.24088
"299-E24-164",121.771936,114.106216
"299-E24-17",125.14176,118.9848
"299-E24-18",126.0188,119.618
"299-E24-19",126.43192,120.00064
"299-E24-20",125.004696,118.87212
"299-E24-21",122.696488,116.600488
"299-E24-22",122.318192,111.634952
"299-E24-23",122.0998,111.4318
"299-E24-24",122.537472,111.869472
"299-E24-25",122.444008,116.348008
"299-E24-33",121.26712,111.51352
"299-E25-1000",125.27616,116.13216
"299-E25-125",123.428584,115.796392
"299-E25-22",118.935,115.887
"299-E25-236",123.382,112.68352
"299-E25-237",123.1752,112.5072
"299-E25-238",122.321528,113.177528
"299-E25-239",122.755,113.607952
"299-E25-240",122.971504,100.108456
"299-E25-241",123.006248,115.374056
"299-E25-242",123.00448,115.381432
"299-E25-243",123.1588,115.5388
"299-E25-244",123.006304,115.371064
"299-E25-245",123.15316,115.524016
"299-E25-246",122.293176,114.657936
"299-E25-247",123.187776,115.552536
"299-E25-248",123.090496,115.44916
"299-E25-249",123.18488,115.56488
"299-E25-25",NA,NA
"299-E25-250",122.726008,115.093816
"299-E25-251",122.737576,115.105384
"299-E25-26",NA,NA
"299-E25-28",NA,NA
"299-E25-29P",NA,NA
"299-E25-29Q",NA,NA
"299-E25-31",126.7948,120.6988
"299-E25-32",107.177,103.94612
"299-E25-32P",125.64588,119.54988
"299-E25-32Q",107.175,103.94412
"299-E25-33",NA,NA
"299-E25-34",125.75432,119.65832
"299-E25-35",126.1976,119.9492
"299-E25-36",125.37884,119.00852
"299-E25-37",126.201,119.89164
"299-E25-38",126.64572,120.24492
"299-E25-39",126.316,120.12856
"299-E25-40",126.3004,119.8996
"299-E25-41",126.91356,120.51276
"299-E25-42",126.67952,120.27872
"299-E25-43",125.45868,119.14932
"299-E25-44",125.090016,119.058024
"299-E25-45",124.880072,118.80236
"299-E25-46",124.7022,118.51476
"299-E25-47",125.1956,119.03864
"299-E25-48",124.57736,118.38992
"299-E25-49",124.853984,118.74884
"299-E25-50",124.752976,118.656976
"299-E25-93",122.462496,111.785352
"299-E25-94",121.36252,110.69452
"299-E25-95",122.287576,113.143576
"299-E26-10",125.4476,120.69272
"299-E26-11",121.95804,120.25116
"299-E26-12",125.92752,119.52672
"299-E26-13",125.95684,119.67796
"299-E26-14",122.78368,116.68768
"299-E26-15",124.159768,119.484136
"299-E26-16",123.312696,118.737648
"299-E26-6",NA,NA
"299-E26-77",122.78092,115.23712
"299-E26-79",122.85904,115.23904
"299-E26-8",89.8432,68.5072
"299-E26-80",122.53912,113.39512
"299-E26-81",122.418408,119.373456
"299-E26-82",123.116192,115.474856
"299-E26-9",125.93756,122.70668
"299-E27-10",126.16192,119.97448
"299-E27-11",126.03808,119.63728
"299-E27-12",126.4088,119.97752
"299-E27-13",126.79072,120.35944
"299-E27-137B",112.894776,109.846776
"299-E27-14",125.91916,119.51836
"299-E27-15",126.6176,120.2168
"299-E27-155",116.099792,105.431792
"299-E27-157",122.753088,105.952512
"299-E27-16",126.21124,119.81044
"299-E27-17",125.54264,119.14184
"299-E27-18",124.68628,118.5598
"299-E27-19",124.7084,118.58192
"299-E27-21",122.279424,111.593136
"299-E27-22",123.09036,110.907504
"299-E27-23",122.293152,111.616008
"299-E27-24",113.053016,106.953968
"299-E27-25",123.260128,117.158032
"299-E27-26",122.883,110.697096
"299-E27-27",121.021344,114.919248
"299-E27-28",122.749808,115.123712
"299-E27-4",122.291464,111.620416
"299-E27-7",NA,NA
"299-E27-8",125.7956,119.6996
"299-E27-9",125.29896,119.41632
"299-E28-1",NA,NA
"299-E28-23",124.7536,109.5136
"299-E28-24",124.8276,109.8924
"299-E28-25",124.4128,109.1728
"299-E28-26",124.85576,118.75976
"299-E28-27",NA,NA
"299-E28-28",NA,NA
"299-E28-30",123.320248,117.224248
"299-E28-31",110.163984,107.115984
"299-E28-32",104.566656,101.518656
"299-E28-34",122.472048,114.855096
"299-E28-35",124.373816,115.220672
"299-E29-54",123.377672,117.287768
"299-E32-10",125.945,119.75756
"299-E32-2",126.09556,119.99956
"299-E32-3",125.79224,119.69624
"299-E32-4",125.01412,118.91812
"299-E32-5",125.54616,119.14536
"299-E32-6",125.8094,119.50004
"299-E32-7",125.76812,119.45876
"299-E32-8",125.20644,119.019
"299-E32-9",125.71064,119.43176
"299-E33-10",NA,NA
"299-E33-12",97.33,72.946
"299-E33-20",NA,NA
"299-E33-205",121.836,118.788
"299-E33-265",123.648536,117.54644
"299-E33-266",123.38636,117.284264
"299-E33-267",122.726672,119.678672
"299-E33-268",123.531688,120.32824
"299-E33-269",128.877,125.829
"299-E33-270",147.922,141.819904
"299-E33-272",NA,NA
"299-E33-276",122.754864,118.210296
"299-E33-28",125.13264,119.03664
"299-E33-283",123.59596,115.972912
"299-E33-29",125.65156,119.55556
"299-E33-30",125.126,119.03
"299-E33-31",125.84548,119.44468
"299-E33-32",126.15328,119.75248
"299-E33-33",120.19528,119.61616
"299-E33-334",124.74004,117.113944
"299-E33-335",124.163952,118.061856
"299-E33-337",124.156272,116.527128
"299-E33-338",123.78568,117.68968
"299-E33-339",123.23788,117.17236
"299-E33-34",126.4948,120.30736
"299-E33-340",94.406736,89.837784
"299-E33-341",123.289696,120.244744
"299-E33-342",123.23452,120.18652
"299-E33-343",122.65348,119.60548
"299-E33-344",132.72308,126.873968
"299-E33-345",122.992536,119.944536
"299-E33-35",126.58816,120.18736
"299-E33-350",130.512104,127.464104
"299-E33-351",130.862368,127.814368
"299-E33-36",125.82688,119.42608
"299-E33-360",122.206456,116.131792
"299-E33-361",122.33472,116.23872
"299-E33-37",125.94156,119.60172
"299-E33-372",123.734448,119.1594
"299-E33-38",126.39572,119.99492
"299-E33-39",126.66164,120.26084
"299-E33-40",100.80028,97.44748
"299-E33-41",124.94348,119.7314
"299-E33-42",126.7122,120.40284
"299-E33-43",125.66104,119.22976
"299-E33-44",123.4906,118.9186
"299-E33-47",123.34732,117.25132
"299-E33-48",123.28304,115.66304
"299-E33-49",122.9182,116.8222
"299-E33-50",94.406912,89.834912
"299-E34-10",126.509608,120.1972
"299-E34-11",125.16,122.087616
"299-E34-12",126.57828,120.387792
"299-E34-2",125.78848,119.69248
"299-E34-3",124.8352,121.69576
"299-E34-4",131.6004,125.5044
"299-E34-5",125.6046,122.5566
"299-E34-6",129.589,123.493
"299-E34-7",125.21528,121.95392
"299-E34-8",125.95408,119.40088
"299-E34-9",127.008376,120.67768
"299-E35-1",127.23028,123.96892
"299-E35-2",125.52568,122.2948
"299-W10-13",141.026,137.978
"299-W10-14",80.3744,77.3264
"299-W10-15",144.8052,138.4044
"299-W10-16",144.80716,138.40636
"299-W10-17",143.21728,136.72504
"299-W10-18",143.75796,137.26572
"299-W10-19",142.99588,136.8694
"299-W10-20",142.17584,136.11032
"299-W10-200",133.47956,125.850416
"299-W10-201",137.89408,130.27408
"299-W10-202",137.16116,129.51068
"299-W10-203",137.12072,129.47024
"299-W10-204",136.584992,128.9528
"299-W10-205",132.934304,125.296016
"299-W10-21",142.1026,136.0066
"299-W10-22",142.32436,133.1956
"299-W10-23",137.872256,127.173776
"299-W10-24",137.977888,127.282456
"299-W10-26",138.519208,127.823776
"299-W10-27",137.5382,126.8702
"299-W10-28",137.462088,126.794088
"299-W10-29",136.942952,126.274952
"299-W10-3",NA,NA
"299-W10-30",136.99572,126.32772
"299-W10-31",136.535336,125.842952
"299-W10-33",86.304,80.208
"299-W10-35",114.58744,74.96344
"299-W10-36",114.445,80.88652
"299-W10-8",NA,NA
"299-W10-9",NA,NA
"299-W11-100",97.893424,88.703704
"299-W11-106",87.98812,75.799168
"299-W11-107",82.671584,67.428536
"299-W11-24",NA,NA
"299-W11-25B",130.45228,124.35628
"299-W11-27",143.8864,137.781256
"299-W11-28",142.80548,136.41992
"299-W11-29",142.29004,131.28676
"299-W11-30",142.17764,131.08292
"299-W11-31",142.04724,135.95124
"299-W11-32",126.89556,125.37156
"299-W11-33",129.73708,125.171176
"299-W11-33P",NA,NA
"299-W11-33Q",NA,NA
"299-W11-37",141.370944,131.919096
"299-W11-39",137.15972,126.473432
"299-W11-40",137.129216,126.449024
"299-W11-41",137.52084,126.85284
"299-W11-42",138.014552,127.343504
"299-W11-43",87.28444,82.71244
"299-W11-45",127.149856,122.702824
"299-W11-46",129.83168,123.73568
"299-W11-47",126.066648,116.761104
"299-W11-48",124.333288,96.886048
"299-W11-49",115.425,87.993
"299-W11-50",105.470936,84.14408
"299-W11-86",106.094,101.522
"299-W11-87",106.452504,101.874408
"299-W11-88",85.44852,73.25652
"299-W11-90",102.468304,64.365256
"299-W11-92",99.422,84.182
"299-W11-96",103.51792,79.13392
"299-W11-97",83.186944,67.946944
"299-W11-98",73.863408,61.66836
"299-W11-99",113.384952,104.234856
"299-W12-2",111.613352,88.747256
"299-W12-3",103.81672,76.378624
"299-W12-4",85.16676,71.48124
"299-W12-5",107.591672,70.991288
"299-W12-6",124.544592,68.123064
"299-W13-1",103.652488,92.990584
"299-W13-2P",128.5666,122.4706
"299-W13-2Q",110.2786,104.1826
"299-W13-3",81.407648,72.257552
"299-W13-5",75.531736,58.789072
"299-W14-11",124.61684,121.56884
"299-W14-12",143.92368,137.82768
"299-W14-13",138.320224,127.618696
"299-W14-14",138.485496,127.8114
"299-W14-15",137.6042,126.975824
"299-W14-16",137.415888,126.766176
"299-W14-17",137.431688,126.757592
"299-W14-18",137.798312,127.13336
"299-W14-19",136.7762,126.1082
"299-W14-20",84.070056,81.022056
"299-W14-21",95.866856,62.348
"299-W14-22",102.064712,68.515376
"299-W14-24",65.526288,59.42724
"299-W14-25",95.559464,86.394128
"299-W14-28",82.27788,62.459784
"299-W14-29",84.549024,70.829976
"299-W14-30",101.976104,62.321624
"299-W14-31",125.434016,64.434392
"299-W14-32",124.647496,63.693592
"299-W14-71",93.460688,88.894784
"299-W14-72",89.476752,84.904752
"299-W14-73",91.48268,67.09868
"299-W14-74",105.683008,70.618816
"299-W14-75",97.601448,76.271544
"299-W15-15",138.486,135.438
"299-W15-152",137.472056,126.804056
"299-W15-16",139.822,136.6216
"299-W15-17",80.458,77.41
"299-W15-18",139.342,136.294
"299-W15-19",145.79076,139.38996
"299-W15-20",145.98152,139.58072
"299-W15-216",149.523352,146.362576
"299-W15-218",148.84708,144.30556
"299-W15-22",144.0432,137.55096
"299-W15-224",136.5336,125.8656
"299-W15-225",121.026,81.402
"299-W15-226",112.206576,78.678576
"299-W15-227",111.238616,77.75024
"299-W15-228",124.2686,75.5006
"299-W15-229",124.411104,75.6492
"299-W15-23",146.66524,140.35588
"299-W15-231",134.239112,126.613016
"299-W15-232",137.915408,130.289312
"299-W15-24",146.257,139.8562
"299-W15-25",136.6858,135.1618
"299-W15-29",148.111472,123.727472
"299-W15-30",142.806216,130.6386
"299-W15-31A",142.899096,130.728432
"299-W15-32",143.475512,131.3018
"299-W15-33",134.011232,127.906088
"299-W15-34",140.748552,125.48112
"299-W15-35",139.939752,124.791192
"299-W15-36",139.63964,124.55204
"299-W15-37",140.287968,125.21256
"299-W15-38",140.35652,134.254424
"299-W15-39",140.40992,134.31392
"299-W15-40",138.62884,127.921216
"299-W15-41",136.975584,132.397488
"299-W15-42",136.676936,121.436936
"299-W15-43",137.779424,127.111424
"299-W15-44",138.255,127.587
"299-W15-45",132.65764,120.456496
"299-W15-46",139.607256,115.241544
"299-W15-47",120.87068,117.82268
"299-W15-48",168.400008,159.249912
"299-W15-49",136.523352,125.855352
"299-W15-50",128.307632,117.645728
"299-W15-6",92.5034,77.2634
"299-W15-763",137.6336,126.944264
"299-W15-765",137.449,126.781
"299-W15-83",137.325,126.650904
"299-W15-94",137.44672,126.77872
"299-W17-1",139.418056,128.731768
"299-W17-2",113.017088,84.051944
"299-W17-3",102.501952,75.073
"299-W18-10",NA,NA
"299-W18-11",NA,NA
"299-W18-12",NA,NA
"299-W18-16",136.4114,125.752544
"299-W18-17",NA,NA
"299-W18-174",NA,NA
"299-W18-18",NA,NA
"299-W18-19",151.467,142.323
"299-W18-2",NA,NA
"299-W18-22",70.899,67.851
"299-W18-23",139.3972,136.3492
"299-W18-24",138.934,135.886
"299-W18-246",158.509432,155.467528
"299-W18-25",144.1772,137.68496
"299-W18-250",187.11256,183.8512
"299-W18-251",177.6726,171.39372
"299-W18-253",172.104328,166.008328
"299-W18-26",145.51644,139.08516
"299-W18-260",131.970104,122.826104
"299-W18-261",133.6358,126.003608
"299-W18-264",137.685904,130.05676
"299-W18-27",144.31932,138.07092
"299-W18-28",143.78312,137.4128
"299-W18-29",169.2048,164.41944
"299-W18-3",NA,NA
"299-W18-30",144.884,133.85024
"299-W18-31",145.33796,134.7614
"299-W18-32",144.91784,138.7304
"299-W18-33",143.542344,134.383104
"299-W18-35",NA,NA
"299-W18-36",140.998696,125.776984
"299-W18-37",144.02164,125.7184
"299-W18-38",143.133896,123.288368
"299-W18-39",144.1914,125.9034
"299-W18-4",NA,NA
"299-W18-40",136.206304,125.535256
"299-W18-41",93.56496,72.22896
"299-W18-42",75.086664,68.792544
"299-W18-43",77.092448,70.819664
"299-W18-44",80.13236,70.985312
"299-W18-45",137.014736,129.379496
"299-W18-46",136.764512,129.138416
"299-W18-47",138.536792,130.9046
"299-W18-7",147.3162,141.2202
"299-W18-9",NA,NA
"299-W19-101",134.121856,123.453856
"299-W19-105",135.17004,124.462416
"299-W19-107",122.016408,117.44136
"299-W19-111",125.957392,89.381392
"299-W19-113",110.597152,104.507248
"299-W19-114",128.08616,105.22616
"299-W19-115",129.49304,118.815896
"299-W19-116",130.07348,119.399384
"299-W19-12",141.683,129.491
"299-W19-123",95.914624,80.662432
"299-W19-125",94.97292,85.484496
"299-W19-126",118.270544,84.76388
"299-W19-127",132.366704,121.668224
"299-W19-128",130.91572,121.75648
"299-W19-13",148.6088,136.4168
"299-W19-131",130.080296,123.984296
"299-W19-132",126.385928,117.2084
"299-W19-134",127.378416,109.093464
"299-W19-135",129.36176,120.17204
"299-W19-136",128.723344,119.5702
"299-W19-15",129.682,128.158
"299-W19-18",NA,NA
"299-W19-19",142.149,136.053
"299-W19-2",142.129,129.6322
"299-W19-20",NA,NA
"299-W19-22",170.615,169.091
"299-W19-23",142.2976,135.592
"299-W19-24",NA,NA
"299-W19-25",NA,NA
"299-W19-26",142.2466,136.1506
"299-W19-27",145.1356,139.0396
"299-W19-28",143.20228,136.86244
"299-W19-29",NA,NA
"299-W19-30",142.18916,136.09316
"299-W19-31",144.27976,137.78752
"299-W19-32",144.38784,137.86512
"299-W19-34A",115.69184,110.99792
"299-W19-34B",89.048224,86.100808
"299-W19-35",139.764288,130.598952
"299-W19-36",132.662912,126.5852
"299-W19-37",139.41244,133.185376
"299-W19-39",139.145896,123.88456
"299-W19-40",139.601304,133.505304
"299-W19-41",138.70976,128.014328
"299-W19-42",138.364656,127.669224
"299-W19-43",135.869656,125.219944
"299-W19-44",136.44648,125.77848
"299-W19-45",137.349224,126.708656
"299-W19-46",135.664,124.996
"299-W19-47",136.34616,125.681208
"299-W19-48",132.2744,121.54544
"299-W19-49",134.343592,123.675592
"299-W19-91",173.7558,170.7078
"299-W19-92",NA,NA
"299-W19-93",NA,NA
"299-W20-1",130.097936,120.953936
"299-W21-2",134.84228,124.168184
"299-W21-3",119.866288,113.770288
"299-W22-113",132.74728,123.5728
"299-W22-114",131.375664,120.704616
"299-W22-115",133.253064,122.57592
"299-W22-116",132.541048,121.866952
"299-W22-121",198.515272,195.53128
"299-W22-123",131.709656,122.562608
"299-W22-125",NA,NA
"299-W22-24P",NA,NA
"299-W22-24Q",NA,NA
"299-W22-24R",NA,NA
"299-W22-24S",NA,NA
"299-W22-24T",NA,NA
"299-W22-39",142.93596,136.4742
"299-W22-40",142.82932,136.6114
"299-W22-41",142.69932,136.23756
"299-W22-42",142.82412,136.63668
"299-W22-43",142.70124,136.5138
"299-W22-44",144.22052,132.9734
"299-W22-45",142.75412,131.84228
"299-W22-46",145.74908,134.86772
"299-W22-47",135.829384,125.158336
"299-W22-48",138.174048,133.599
"299-W22-49",137.51108,132.93908
"299-W22-50",137.71384,133.138792
"299-W22-69",134.715456,124.04136
"299-W22-72",135.110496,124.4364
"299-W22-79",136.96604,126.359
"299-W22-80",137.480856,126.80676
"299-W22-81",136.7956,126.136744
"299-W22-82",137.21172,126.51324
"299-W22-83",137.36176,126.69376
"299-W22-84",137.0794,126.4114
"299-W22-85",137.503824,126.863256
"299-W22-86",135.157088,124.461656
"299-W22-87",135.003896,124.31456
"299-W22-88",133.5842,122.9162
"299-W22-89",135.096968,124.419824
"299-W22-90",131.58628,119.391232
"299-W22-91",131.211424,115.96228
"299-W22-92",132.43648,118.708288
"299-W22-93",132.314632,121.646632
"299-W22-94",133.17888,122.501736
"299-W22-95",132.067048,119.865904
"299-W22-96",133.724416,124.580416
"299-W23-1",149.6696,132.4484
"299-W23-13",143.54468,137.05244
"299-W23-15",143.15964,131.97348
"299-W23-16",143.589696,134.37864
"299-W23-17",143.99036,134.81588
"299-W23-19",NA,NA
"299-W23-20",137.4176,126.7496
"299-W23-21",137.789616,126.478488
"299-W23-236",132.907152,122.236104
"299-W23-5",140.871,130.8126
"299-W23-7",151.6418,136.4018
"299-W26-10",143.09924,136.97276
"299-W26-11",170.709,164.52156
"299-W26-12",142.81044,136.50108
"299-W26-13",137.40644,126.70796
"299-W26-14",136.591824,125.923824
"299-W26-15",134.687336,127.049048
"299-W26-16",135.087992,127.458848
"299-W26-6",NA,NA
"299-W26-7",142.615936,136.36144
"299-W26-8",143.73208,137.54464
"299-W27-1",NA,NA
"299-W27-2",82.695528,79.610952
"299-W27-3",133.479488,125.844248
"299-W5-1",104.390672,83.018096
"299-W5-2",93.664904,87.562808
"299-W5-2P",112.071776,105.96968
"299-W5-2Q",93.77768,87.562808
"299-W6-10",140.80824,134.68176
"299-W6-11",137.916728,131.7872
"299-W6-12",137.390344,132.769576
"299-W6-13",113.08056,82.664568
"299-W6-14",114.51704,70.382
"299-W6-15",95.996192,77.705144
"299-W6-16",117.244872,68.467728
"299-W6-17",92.60896,86.49772
"299-W6-2",138.9256,135.8776
"299-W6-3",88.52416,85.39996
"299-W6-4",142.14748,135.7162
"299-W6-5",137.280704,130.968296
"299-W6-6",88.91472,85.65336
"299-W6-7",141.3808,135.07144
"299-W6-8",141.71048,135.40112
"299-W6-9",142.02616,135.7168
"299-W7-1",139.9496,136.292
"299-W7-10",143.2216,137.00368
"299-W7-11",143.2588,137.10184
"299-W7-12",142.90136,136.592
"299-W7-13",133.32232,80.10424
"299-W7-14",112.746256,80.748352
"299-W7-15",133.643048,126.02
"299-W7-16",137.0798,129.450656
"299-W7-2",141.6724,138.6244
"299-W7-3",69.5958,63.195
"299-W7-4",137.0476,133.9996
"299-W7-5",142.3434,136.03404
"299-W7-6",136.8102,133.7622
"299-W7-7",142.78692,136.47756
"299-W7-8",142.71296,136.37312
"299-W7-9",143.99156,137.65172
"299-W8-1",142.29624,136.1088
"299-W9-1",139.2824,136.2344
"299-W9-2",136.991488,126.33568
"399-1-100",106.837344,105.313344
"399-1-101",106.679048,105.155048
"399-1-102",106.70056,105.182656
"399-1-103",107.013496,105.495592
"399-1-104",106.996544,105.475592
"399-1-105",106.8522,105.3282
"399-1-106",106.921296,105.397296
"399-1-107",106.871536,105.347536
"399-1-108",106.913016,105.392064
"399-1-109",107.038832,105.51788
"399-1-10A",105.3854,102.3374
"399-1-10B",82.6874,79.6394
"399-1-11",104.58128,101.41136
"399-1-110",106.876152,105.3552
"399-1-111",106.92044,105.39644
"399-1-112",106.79996,105.27596
"399-1-113",106.896304,105.372304
"399-1-114",106.887056,105.363056
"399-1-115",106.886344,105.362344
"399-1-116",106.86668,105.34268
"399-1-117",106.937392,105.413392
"399-1-118",106.908296,105.384296
"399-1-119",106.95844,105.43444
"399-1-12",103.75,99.178
"399-1-120",106.671312,105.156456
"399-1-121",107.040536,105.501296
"399-1-122",106.899568,105.384712
"399-1-123",107.06644,105.551584
"399-1-124",106.950288,105.435432
"399-1-125",106.972576,105.45772
"399-1-126",106.823376,105.30852
"399-1-127",107.081056,105.5662
"399-1-128",107.126824,105.611968
"399-1-129",107.319216,105.80436
"399-1-130",107.120952,105.609144
"399-1-131",106.92844,105.413584
"399-1-132",106.938336,105.42348
"399-1-133",107.001488,105.486632
"399-1-134",106.991968,105.477112
"399-1-135",107.060208,105.545352
"399-1-136",106.993352,105.475448
"399-1-137",106.989728,105.474872
"399-1-138",106.7178,105.202944
"399-1-139",106.823496,105.30864
"399-1-13A",105.57656,102.4676
"399-1-13B",86.1438,82.88244
"399-1-140",107.005016,105.481016
"399-1-141",106.984872,105.460872
"399-1-142",106.88644,105.36244
"399-1-143",106.950912,105.426912
"399-1-144",106.77648,105.255528
"399-1-145",107.085552,105.576792
"399-1-146",106.2506,104.729648
"399-1-147",106.388928,104.898456
"399-1-148",106.249792,104.725792
"399-1-149",106.410368,104.886368
"399-1-14A",105.56548,102.51748
"399-1-14B",86.6598,83.39844
"399-1-15",107.3358,102.7638
"399-1-150",106.242408,104.718408
"399-1-152",106.3726,104.872984
"399-1-153",106.5556,105.040744
"399-1-154",106.3818,104.8578
"399-1-155",104.404608,102.883656
"399-1-156",104.406848,102.882848
"399-1-157",104.380032,102.856032
"399-1-158",104.39684,102.87284
"399-1-159",104.366256,102.842256
"399-1-160",104.64772,103.12372
"399-1-161",104.458168,102.937216
"399-1-162",103.97928,102.461376
"399-1-164",104.561232,103.037232
"399-1-165",104.491184,102.967184
"399-1-166",104.352936,102.831984
"399-1-16A",105.476,102.428
"399-1-16B",84.849,81.801
"399-1-16C",66.1644,62.964
"399-1-17A",107.74,103.168
"399-1-17B",84.986,81.938
"399-1-17C",66.55012,63.3802
"399-1-18A",107.3248,102.7528
"399-1-18B",85.9792,82.9312
"399-1-18C",78.85,75.802
"399-1-21A",107.22428,100.88444
"399-1-21B",85.8814,82.8334
"399-1-23",107.864288,100.24124
"399-1-24",105.8674,104.3434
"399-1-25",102.7934,101.2694
"399-1-26",106.6198,100.5238
"399-1-27",102.8914,101.3674
"399-1-28",105.9534,104.4294
"399-1-29",106.8578,100.7618
"399-1-30",106.7908,100.6948
"399-1-31",106.6828,100.5868
"399-1-32",106.4338,101.8618
"399-1-33",108.313168,102.217168
"399-1-34",107.004416,100.911464
"399-1-35",107.044168,100.963408
"399-1-36",103.31696,101.796008
"399-1-37",106.338816,104.82396
"399-1-38",107.648416,101.552416
"399-1-39",NA,NA
"399-1-40",NA,NA
"399-1-41",NA,NA
"399-1-42",NA,NA
"399-1-43",NA,NA
"399-1-44",NA,NA
"399-1-45",NA,NA
"399-1-46",NA,NA
"399-1-47",NA,NA
"399-1-48",NA,NA
"399-1-49",NA,NA
"399-1-50",NA,NA
"399-1-51",NA,NA
"399-1-52",NA,NA
"399-1-53",NA,NA
"399-1-54",107.311512,102.736464
"399-1-55",107.862408,103.28736
"399-1-56",108.583,104.011
"399-1-57",94.935,91.887
"399-1-58",109.018408,104.44336
"399-1-59",108.092272,103.532464
"399-1-6",107.5264,100.8208
"399-1-60",109.228824,96.9972
"399-1-61",105.29896,104.68936
"399-1-62",104.713504,104.103904
"399-1-63",106.513208,105.903608
"399-1-64",104.544992,103.935392
"399-1-65",102.141536,100.608392
"399-1-66",102.480496,100.962592
"399-1-67",107.5198,104.4718
"399-1-68",107.2868,104.2388
"399-1-69",105.18264,103.65864
"399-1-7",NA,NA
"399-1-70",102.17,100.646
"399-1-71",105.462936,103.929792
"399-1-72",102.732584,101.208584
"399-1-73",106.164304,104.640304
"399-1-74",102.578184,101.054184
"399-1-75",105.501264,103.977264
"399-1-76",102.846944,101.322944
"399-1-77",105.814224,104.290224
"399-1-78",102.415552,100.888504
"399-1-79",105.5578,104.0338
"399-1-8",91.924,85.828
"399-1-80",102.524408,100.994312
"399-1-81",105.557072,104.033072
"399-1-82",102.5986,101.0596648
"399-1-83",105.68832,104.16432
"399-1-84",100.202552,98.675504
"399-1-85",105.478216,103.9545208
"399-1-86",102.554128,101.030128
"399-1-87",105.532264,104.008264
"399-1-89",103.911128,100.863128
"399-1-9",66.007,62.959
"399-1-90",104.012936,100.961888
"399-1-91",104.212096,101.167144
"399-1-92",104.18356,101.13556
"399-1-93",104.261288,101.213288
"399-1-94",104.140848,101.095896
"399-1-95",103.758584,100.713632
"399-1-96",104.041576,100.996624
"399-1-97",103.90848,100.86048
"399-1-98",106.786008,105.262008
"399-1-99",106.747392,105.223392
"399-2-10",104.38144,96.79192
"399-2-11",105.5142,97.8942
"399-2-12",105.4062,97.69476
"399-2-13",105.44824,97.7368
"399-2-14",105.47664,97.7652
"399-2-15",105.4312,97.8112
"399-2-16",105.3482,97.63676
"399-2-17",105.36024,97.6488
"399-2-18",104.8036,97.09216
"399-2-19",105.331856,97.620416
"399-2-2",104.656,98.56
"399-2-20",105.4372,97.72576
"399-2-21",105.36072,97.64928
"399-2-22",104.68968,96.91728
