KEY,WELL_py,ITER_py,LAG_py,lag_source,p_trend_py,p_interp_py,p_event_py,AIC_py,BIC_py,logLik_py,n_obs_py,n_cens,model_type,fit_ok,beta_intercept_py,beta_interp_py,beta_event_py,sigma,WELL_r,ITER_r,LAG_r,p_trend_r,AIC_r,BIC_r,logLik_r,beta_intercept_r,beta_interp_r,beta_event_r,p_interp_r,p_event_r,n_obs_r,_merge,LAG_diff,p_trend_diff,AIC_diff,BIC_diff,logLik_diff,beta_intercept_diff,beta_interp_diff,beta_event_diff,p_interp_diff,p_event_diff,n_obs_diff
199-D5-92__ITER2,199-D5-92,2,,NONE,,,,,,,10,0,INTERP+EVENT,False,,,,,199-D5-92,2.0,38.0,,,,,,,,,,,both,,,,,,,,,,,
199-D5-92__ITER3,199-D5-92,3,,NONE,,,,,,,177,14,INTERP+EVENT,False,,,,,199-D5-92,3.0,9.0,0.0,420.289355346713,426.64165481186,-207.144677673356,78.4381466096978,-0.580013771126201,-0.0004874749176343,1.03174714940614e-18,5.71207841481016e-25,177.0,both,,,,,,,,,,,0.0
199-D5-97__ITER1,199-D5-97,1,61.0,ULAG,0.014404038417722309,0.19476094871384542,0.001940186457867052,57.95280212892046,60.13488703563709,-26.97640106446023,22,0,INTERP+EVENT,True,12.206693857001754,-0.04892953939033662,-0.00048624131040979167,0.17466319144909953,199-D5-97,1.0,61.0,0.0400513626835511,56.1356397840612,58.224684659508,-25.0678198920306,18.8437827550898,-0.0555854129933919,-0.0004219491237236,0.204602142217854,0.0121075367104483,21.0,both,0.0,-0.02564732426582879,1.8171623448592626,1.9102023761290923,-1.9085811724296313,-6.637088898088047,0.006655873603055279,-6.429218668619165e-05,-0.009841193504008583,-0.010167350252581248,1.0
199-D5-97__ITER2,199-D5-97,2,61.0,ULAG,0.0,0.0433380045914404,1.3573725219837798e-22,114.64436607498929,119.1125790841838,-55.322183037494646,69,3,INTERP+EVENT,True,-21.96327788530501,0.22316172190874412,-0.0009584598414957466,0.7327077828011771,199-D5-97,2.0,61.0,0.0,116.160991350974,120.657981835073,-55.0804956754872,1.93706793564322,0.151216973060056,-0.0010223851620495,0.218144470983442,3.82926951455184e-24,70.0,both,0.0,0.0,-1.5166252759847083,-1.5454027508891954,-0.2416873620074469,-23.900345820948232,0.07194474884868812,6.39253205537533e-05,-0.1748064663920016,1.3190798268382613e-22,-1.0
199-D7-3__ITER1,199-D7-3,1,,NONE,,,,,,,62,0,INTERP+EVENT,False,,,,,199-D7-3,1.0,22.0,0.0,57.1818692102672,61.4361379803574,-25.5909346051336,40.7296288502737,-0.146694855720592,-0.0012708080259751,2.60495807891821e-09,4.05394732670517e-84,62.0,both,,,,,,,,,,,0.0
199-D7-3__ITER2,199-D7-3,2,,NONE,,,,,,,129,12,INTERP+EVENT,False,,,,,199-D7-3,2.0,19.0,0.143203758081613,380.213645194411,385.917705722251,-187.106822597206,-20.8505938280213,0.183674880842608,3.90747373784456e-05,0.0480999513436308,0.599325182259449,128.0,both,,,,,,,,,,,1.0
199-D7-7__ITER1,199-D7-7,1,0.0,NONE,0.0022709952705156633,,0.0013931280058540414,36.523593864641526,37.23164406574374,-17.261796932320763,15,6,EVENT,True,-9.217260726703547,,0.001916235706025704,0.7685949722532982,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-101__ITER1,199-D8-101,1,8.0,ULAG,3.1122539878580824e-08,0.9015191027748536,1.2257648127407966e-10,54.565644938264654,57.36803970158896,-25.282822469132327,30,0,INTERP+EVENT,True,2.456046338105765,0.008105882708781298,-0.0003732668306610512,0.33822644772389227,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-102__ITER1,199-D8-102,1,41.0,ULAG,0.009021052813793617,0.1508779065788694,0.001125155340586277,93.90930886075493,97.02000498373376,-44.95465443037747,35,0,INTERP+EVENT,True,18.60911847581997,-0.12056079537871688,-0.000341288906980736,0.42350844236896457,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-4__ITER1,199-D8-4,1,7.0,ULAG,,,,,,,5,0,INTERP+EVENT,False,,,,,199-D8-4,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-D8-4__ITER2,199-D8-4,2,7.0,ULAG,3.3306690738754696e-16,0.2971320237460734,1.7741294900416757e-32,59.86739887058438,63.389799101971505,-27.93369943529219,43,4,INTERP+EVENT,True,22.938637496362084,-0.14363631324285678,-0.0012747800538155443,0.8119034710818331,199-D8-4,2.0,7.0,2.2204460492503099e-16,58.1427419620914,61.6651421934785,-26.0713709810457,47.4724728057462,-0.18750086168824,-0.0012922862007403,0.140922307556169,3.57224952367279e-36,43.0,both,0.0,1.1102230246251597e-16,1.7246569084929817,1.724656908493003,-1.8623284542464908,-24.533835309384116,0.043864548445383233,1.7506146924755597e-05,0.1562097161899044,1.7737722650893083e-32,0.0
199-D8-53__ITER1,199-D8-53,1,1.0,ULAG,1.0701273056579197e-07,1.3863276812005967e-13,0.2788494304213093,65.54930712747408,68.54232225040704,-30.77465356373704,33,0,INTERP+EVENT,True,83.24216178326627,-0.6735303334913243,-0.00021551741110520855,0.38183465657322935,199-D8-53,1.0,1.0,3.4995654707437e-08,62.2983945863528,65.2914097092857,-28.1491972931764,85.7208620156081,-0.684195981102083,-9.58164129040189e-05,8.466561854273191e-15,0.615634320605395,33.0,both,0.0,7.201707585835497e-08,3.2509125411212807,3.2509125411213375,-2.6254562705606403,-2.4787002323418363,0.010665647610758722,-0.00011970099820118966,1.3016620626578648e-13,-0.33678489018408575,0.0
199-D8-53__ITER2,199-D8-53,2,1.0,ULAG,,,,,,,151,10,INTERP+EVENT,False,,,,,199-D8-53,2.0,1.0,0.0001433069379525,431.476941844752,437.511501518382,-212.738470922376,14.3375933001082,-0.0698192567752512,-0.0002444961190751,0.393523837051319,1.50562031661851e-05,151.0,both,0.0,,,,,,,,,,0.0
199-D8-54A__ITER1,199-D8-54A,1,1.0,ULAG,4.058199871148638e-06,2.6241677871186048e-09,0.07829284731934946,78.49615519602527,81.6068513190041,-37.248077598012635,35,0,INTERP+EVENT,True,70.81948760864007,-0.5649627136758071,-0.00036086320079167225,0.4014461127410687,199-D8-54A,1.0,1.0,2.70444718986074e-06,76.6699074685923,79.7806035915711,-35.3349537342961,74.5576287536903,-0.567605328429883,-0.0002537709614775,1.0543951846468402e-09,0.205015943679475,35.0,both,0.0,1.3537526812878979e-06,1.8262477274329711,1.8262477274329996,-1.9131238637165353,-3.7381411450502213,0.0026426147540759004,-0.00010709223931417225,1.5697726024717646e-09,-0.12672309636012555,0.0
199-D8-54A__ITER2,199-D8-54A,2,1.0,ULAG,0.0006043138108167145,0.0053241351427928225,7.159101594870242e-06,60.124092778995994,62.56184442873239,-28.062046389497997,25,0,INTERP+EVENT,True,61.40085316760932,-0.4954025821609933,-0.0002916213059368272,0.45560356059547225,199-D8-54A,2.0,1.0,0.0021190036754742,61.6127582668972,64.0505099166336,-27.8063791334486,56.1729541639278,-0.415268070706487,-0.0002812095965583,0.0311284741690677,9.32795813556774e-05,25.0,both,0.0,-0.0015146898646574854,-1.4886654879012085,-1.4886654879012085,-0.2556672560493958,5.227899003681522,-0.08013451145450629,-1.0411709378527212e-05,-0.025804339026274877,-8.612047976080715e-05,0.0
199-D8-54B__ITER1,199-D8-54B,1,0.0,NONE,,,,,,,4,1,EVENT,False,,,,,199-D8-54B,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-D8-54B__ITER2,199-D8-54B,2,0.0,NONE,4.9627915880701146e-05,,1.4906414195392538e-06,52.77132610066627,53.90682031659542,-25.385663050333136,23,1,EVENT,True,1.175412659635838,,0.000253126527662515,0.3616234683312503,199-D8-54B,2.0,0.0,4.96279158807011e-05,51.7933873241079,52.9288815400371,-23.896693662054,-2.61515711885931,,0.0002531265294325,,1.24137196240724e-06,23.0,both,0.0,4.743384504624082e-20,0.9779387765583749,0.9779387765583181,-1.4889693882791377,3.790569778495148,,-1.7699850374426618e-12,,2.4926945713201384e-07,0.0
199-D8-5__ITER1,199-D8-5,1,7.0,ULAG,0.29561505563032586,0.09536795379741222,0.6509920910353617,27.10349928016108,27.49794843483352,-11.55174964008054,9,0,INTERP+EVENT,True,36.87564563923292,-0.26330576348391704,0.0001387881022480865,0.21939602393605181,199-D8-5,1.0,7.0,0.0530411359382622,22.6074712433767,23.0019203980492,-8.30373562168837,50.6998279389736,-0.391637892881229,9.59722377749239e-05,0.0040547956433206,0.700452735755899,9.0,both,0.0,0.24257391969206366,4.496028036784381,4.49602803678432,-3.248014018392171,-13.824182299740677,0.12833212939731198,4.28158644731626e-05,0.09131315815409162,-0.04946064472053724,0.0
199-D8-5__ITER2,199-D8-5,2,7.0,ULAG,0.0001268469588581178,0.4142857721008284,3.0898912260454164e-05,72.76143233440312,75.62940674337342,-34.38071616720156,31,2,INTERP+EVENT,True,-17.61426412775986,0.1737166826133208,-0.0004709320946636231,0.784740557384961,199-D8-5,2.0,7.0,0.0001117250163373,71.5566461317476,74.4246205407179,-32.7783230658738,-19.7717863763132,0.249533664547999,-0.0004537393402243,0.330633600253174,9.3058341060105e-05,31.0,both,0.0,1.5121942520817815e-05,1.2047862026555265,1.2047862026555265,-1.6023931013277632,2.1575222485533416,-0.0758169819346782,-1.71927544393231e-05,0.08365217184765439,-6.215942879965084e-05,0.0
199-D8-69__ITER1,199-D8-69,1,1.0,ULAG,0.006683816053705827,0.0003855737855139714,0.3301656333861156,19.524761219646514,19.91921037431895,-7.762380609823256,9,0,INTERP+EVENT,True,111.13256939033734,-0.9187666701607539,0.0007794956350949106,0.5221870852152775,199-D8-69,1.0,1.0,0.0035246684720619,17.184908481537,17.5793576362095,-5.59245424076851,100.366855130309,-0.928129700875019,0.0008496832206991,6.48042908160048e-05,0.247208980756661,9.0,both,0.0,0.0031591475816439268,2.3398527381095136,2.3398527381094496,-2.169926369054746,10.765714260028332,0.009363030714265141,-7.018758560418936e-05,0.0003207694946979666,0.08295665262945459,0.0
199-D8-69__ITER2,199-D8-69,2,1.0,ULAG,,,,,,,185,15,INTERP+EVENT,False,,,,,199-D8-69,2.0,1.0,1.21014309684142e-14,487.828900836577,494.269612486733,-240.914450418288,48.6692974898636,-0.341060417158222,-0.0003921608071749,5.25325060892122e-07,3.26559599176129e-17,185.0,both,0.0,,,,,,,,,,0.0
199-D8-6__ITER1,199-D8-6,1,12.0,ULAG,0.630504500329599,0.6522837644285713,0.9762247940127975,25.780546559500415,25.939429642860087,-10.890273279750208,8,0,INTERP+EVENT,True,-11.448057172697267,0.14253580714866634,-1.6712043637726857e-05,0.1776138932304998,199-D8-6,1.0,12.0,0.0348069812902491,18.918890789213,19.0777738725727,-6.45944539460649,-38.1895104266651,0.369265500728983,-9.73231579309431e-07,0.0018717189038916,0.996533331871498,8.0,both,0.0,0.59569751903935,6.861655770287417,6.861655770287388,-4.430827885143717,26.741453253967833,-0.22672969358031667,-1.5738812058417425e-05,0.6504120455246797,-0.02030853785870046,0.0
199-D8-6__ITER2,199-D8-6,2,12.0,ULAG,0.0,2.6434604486232396e-07,8.674872844228348e-71,31.180099421358236,34.60724355476685,-13.590049710679118,41,3,INTERP+EVENT,True,64.49798611622775,-0.49669622724396684,-0.001351756366085085,0.6015031700124025,199-D8-6,2.0,12.0,0.0,26.417411109241,29.8445552426496,-10.2087055546205,97.2248487276591,-0.592159429105729,-0.0014282576406242,6.756741723859771e-09,6.49330083762326e-74,41.0,both,0.0,0.0,4.762688312117234,4.762688312117252,-3.381344156058617,-32.72686261143134,0.09546320186176221,7.650127453911505e-05,2.575893031384642e-07,8.668379543390725e-71,0.0
199-D8-70__ITER1,199-D8-70,1,1.0,ULAG,0.05321250991784443,0.010125885909761122,0.6204631673289014,26.511847141201397,27.117017327189487,-11.255923570600698,10,0,INTERP+EVENT,True,53.62516485536112,-0.42287880766236874,0.00021105017437218513,0.3331792931982638,199-D8-70,1.0,1.0,0.0652842876859334,25.8671577294756,26.4723279154637,-9.93357886473782,48.3108660101487,-0.401727465728831,0.0002011496597015,0.0147698942909475,0.643578937044666,10.0,both,0.0,-0.012071777768088973,0.6446894117257962,0.6446894117257855,-1.3223447058628786,5.31429884521242,-0.021151341933537737,9.900514670685136e-06,-0.004644008381186377,-0.023115769715764567,0.0
199-D8-70__ITER2,199-D8-70,2,1.0,ULAG,9.758175756913179e-05,0.008915861051729519,2.1057053607668861e-07,56.47728667589792,58.91503832563432,-26.23864333794896,25,0,INTERP+EVENT,True,40.80020804171871,-0.31835038352559103,-0.0008139255281054527,0.478693176802618,199-D8-70,2.0,1.0,7.45261031889211e-05,54.9176545660826,57.355406215819,-24.4588272830413,56.1091645777022,-0.343118144808336,-0.0008270477834917,0.0056739771061356,9.70819357203613e-08,25.0,both,0.0,2.3055654380210692e-05,1.5596321098153254,1.5596321098153183,-1.7798160549076627,-15.30895653598349,0.024767761282744993,1.3122255386247375e-05,0.0032418839455939192,1.1348860035632732e-07,0.0
199-D8-70__ITER3,199-D8-70,3,1.0,ULAG,,,,,,,7,0,INTERP+EVENT,False,,,,,199-D8-70,3.0,1.0,5.24834362777282e-05,3.07605883083826,2.96787912894888,1.46197058458087,96.1414834925229,-0.875384914408017,0.0004087771757982,1.74412468163413e-12,1.2816199323211001e-10,7.0,both,0.0,,,,,,,,,,0.0
199-D8-71__ITER1,199-D8-71,1,1.0,ULAG,,,,,,,6,0,INTERP+EVENT,False,,,,,199-D8-71,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-D8-71__ITER2,199-D8-71,2,1.0,ULAG,1.487729673399496e-05,0.19903034834306343,4.5446749754094535e-07,97.72663901423739,101.10439792246527,-46.863319507118696,40,1,INTERP+EVENT,True,23.463767940792987,-0.1663674820267342,-0.00038428155514909395,0.6483694251984307,199-D8-71,2.0,1.0,1.54511200924912e-05,96.8149348164783,100.192693724706,-45.4074674082392,28.5884561095632,-0.161109137617842,-0.0003836317005109,0.212064228320159,2.18605218611925e-07,40.0,both,0.0,-5.738233584962399e-07,0.911704197759093,0.9117041977592635,-1.4558520988794967,-5.124688168770213,-0.005258344408892196,-6.498546381939548e-07,-0.01303387997709557,2.3586227892902036e-07,0.0
199-D8-72__ITER1,199-D8-72,1,2.0,ULAG,5.227960767295592e-06,0.00015278366469021376,3.169698515787757e-05,79.0027187911761,82.11341491415492,-37.50135939558805,35,0,INTERP+EVENT,True,25.055471896654712,-0.15791276582590977,0.0003737104649941067,0.17747639129826895,199-D8-72,1.0,2.0,3.00508924611087e-06,74.0424129284349,77.0951339776673,-34.0212064642175,19.6753603888731,-0.158091330748728,0.0003887497147697,5.09057234711247e-05,2.23082776121117e-05,34.0,both,0.0,2.222871521184722e-06,4.960305862741194,5.0182809364876135,-3.4801529313705473,5.3801115077816135,0.00017856492281823066,-1.5039249775593278e-05,0.00010187794121908906,9.388707545765865e-06,1.0
199-D8-72__ITER2,199-D8-72,2,2.0,ULAG,7.461172213396594e-08,0.806827940001036,4.356738644896129e-07,40.77048956696029,43.126597227656184,-18.385244783480147,24,4,INTERP+EVENT,True,-8.412344117621997,0.11425976287990246,-0.0013066502389122562,1.1887541073308556,199-D8-72,2.0,2.0,7.67709317228693e-08,39.9763541731532,42.3324618338491,-16.9881770865766,29.5683742462178,-0.0343994538674371,-0.0013624309955017,0.943181927438531,4.43861355949204e-08,24.0,both,0.0,-2.1592095889033525e-09,0.7941353938070961,0.7941353938070819,-1.397067696903548,-37.9807183638398,0.14865921674733956,5.578075658944372e-05,-0.13635398743749505,3.912877288946925e-07,0.0
199-D8-73__ITER1,199-D8-73,1,18.0,ULAG,,,,,,,7,0,INTERP+EVENT,False,,,,,199-D8-73,1.0,18.0,0.0008965241797765,8.7521141181227,8.64393441623332,-1.37605705906135,1.14307721204017,-0.0159926901634933,0.0004282204578875,0.436459855949463,9.95744101641694e-11,7.0,both,0.0,,,,,,,,,,0.0
199-D8-73__ITER2,199-D8-73,2,18.0,ULAG,1.3323475656079609e-10,1.5435219890731644e-12,1.7752217481592117e-11,134.47056164567593,138.72483041576612,-65.23528082283796,62,0,INTERP+EVENT,True,52.96247391996385,-0.4082871580233768,-0.000761501849117767,0.4038401457783104,199-D8-73,2.0,18.0,1.1161571666917801e-10,133.108307487773,137.362576257863,-63.5541537438866,63.9549016835731,-0.404982275126989,-0.000758522721446,1.14647265539303e-12,1.7070020185582e-11,62.0,both,0.0,2.161903989161808e-11,1.3622541579029246,1.3622541579031235,-1.6811270789513628,-10.99242776360925,-0.0033048828963878063,-2.9791276717669977e-06,3.970493336801345e-13,6.821972960101166e-13,0.0
199-D8-73__ITER3,199-D8-73,3,18.0,ULAG,0.36928268888268545,0.16232191793142814,0.4169255233327337,141.20773160486007,144.9080268082802,-68.60386580243004,47,9,INTERP+EVENT,True,26.341467774063705,-0.2129726348236361,-0.00011220342257932584,0.7702948144924534,199-D8-73,3.0,18.0,0.559267990138708,141.220628452284,144.920923655704,-67.6103142261419,21.9240294182623,-0.166495955789194,-6.63081699357286e-05,0.282963184043845,0.606297234523149,47.0,both,0.0,-0.18998530125602253,-0.01289684742391728,-0.012896847423803592,-0.9935515762881408,4.417438355801405,-0.04647667903444211,-4.589525264359724e-05,-0.12064126611241688,-0.1893717111904153,0.0
199-D8-88__ITER1,199-D8-88,1,8.0,ULAG,0.018044769926424453,0.7652231548980534,0.0012867507145770374,27.1868489485848,27.98263949418154,-11.5934244742924,11,0,INTERP+EVENT,True,9.657808473918465,-0.04940194810997176,0.0016426755905297023,0.41123662800232236,199-D8-88,1.0,8.0,0.0188602999332472,26.2268435551315,27.0226341007283,-10.1134217775658,-19.0461917523061,-0.0038994558290815,0.0016812217183059,0.978758427172317,0.0008130340400273,11.0,both,0.0,-0.0008155300068227456,0.9600053934533008,0.9600053934532404,-1.480002696726599,28.704000226224565,-0.04550249228089026,-3.8546127776197805e-05,-0.2135352722742636,0.00047371667454973747,0.0
199-D8-88__ITER2,199-D8-88,2,8.0,ULAG,,0.0007782964397300797,5.783574528355974e-31,143.60815640632322,148.2957672500306,-69.80407820316161,77,1,INTERP+EVENT,True,43.370100514596444,-0.3189176947560756,-0.002081292487261705,0.6986703289384476,199-D8-88,2.0,8.0,0.0,136.634476258118,141.322087101825,-65.3172381290589,80.744489244163,-0.370473344303466,-0.0020896629037143,1.16930790112396e-05,1.93697659633829e-37,77.0,both,0.0,,6.973680148205204,6.973680148205602,-4.486840074102716,-37.37438872956656,0.05155564954739039,8.370416452594797e-06,0.00076660336071884,5.783572591379378e-31,0.0
199-D8-88__ITER3,199-D8-88,3,8.0,ULAG,,0.3261668496352681,0.12246590897351098,234.58935619530106,239.3282519002351,-115.29467809765053,79,18,INTERP+EVENT,True,15.195697058736375,-0.12004776509799972,-0.00014907060484651037,0.9190191381745271,199-D8-88,3.0,8.0,0.600704410993758,234.6421505567,239.381046261634,-114.32107527835,4.31363405690647,-0.0112608510851134,-0.0001145345564279,0.934236991697125,0.343296313831535,79.0,both,0.0,,-0.052794361398923684,-0.05279436139889526,-0.9736028193005382,10.882063001829906,-0.10878691401288632,-3.453604841861037e-05,-0.6080701420618569,-0.22083040485802405,0.0
199-D8-89__ITER1,199-D8-89,1,,NONE,,,,,,,190,9,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-90__ITER1,199-D8-90,1,,NONE,,,,,,,81,1,INTERP+EVENT,False,,,,,199-D8-90,1.0,70.0,3.33066907387547e-16,164.747426046216,169.53632435556,-79.3737130231078,31.3374576510932,-0.117805702781953,-0.0009182370923303,0.015376133166301,2.52261041312141e-26,81.0,both,,,,,,,,,,,0.0
199-D8-90__ITER2,199-D8-90,2,,NONE,,,,,,,112,6,INTERP+EVENT,False,,,,,199-D8-90,2.0,66.0,0.0761280167298672,321.326884521745,326.72784525333,-157.663442260872,-20.786319436817,0.175663601194744,0.0001014999486435,0.0315612615705846,0.219864133310357,110.0,both,,,,,,,,,,,2.0
199-D8-91__ITER1,199-D8-91,1,,NONE,,,,,,,81,0,INTERP+EVENT,False,,,,,199-D8-91,1.0,2.0,0.0,145.42623394921,150.215132258555,-69.7131169746051,36.443916878877,-0.186076118382201,-0.0007290546294385,7.592029366954221e-09,6.25873199560049e-36,81.0,both,,,,,,,,,,,0.0
199-D8-91__ITER2,199-D8-91,2,,NONE,,,,,,,108,3,INTERP+EVENT,False,,,,,199-D8-91,2.0,2.0,0.192376260275713,314.015058167509,319.379320621757,-154.007529083755,11.5643708797174,-0.0916819521223242,6.9599393115553e-05,0.195855202414348,0.313157798750347,108.0,both,,,,,,,,,,,0.0
199-D8-93__ITER1,199-D8-93,1,1.0,ULAG,0.064762106879659,0.09360360349523032,0.022751959314420454,41.09408676205133,42.510187164255754,-18.547043381025667,15,0,INTERP+EVENT,True,-44.22272663991611,0.38329521698998237,0.00041297256564413597,0.5100942079985752,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-94__ITER1,199-D8-94,1,1.0,ULAG,0.009094015205062922,0.0007879387614199428,0.19696765483386147,34.33000142654629,35.60811608577681,-15.165000713273146,14,0,INTERP+EVENT,True,-76.45832837025857,0.6696934554233385,0.00024552839937460864,0.5309009506380511,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-95__ITER1,199-D8-95,1,,NONE,,,,,,,258,2,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-96__ITER1,199-D8-96,1,,NONE,,,,,,,193,0,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-97__ITER1,199-D8-97,1,,NONE,,,,,,,198,0,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-98__ITER1,199-D8-98,1,,NONE,,,,,,,181,1,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-D8-99__ITER1,199-D8-99,1,,NONE,,,,,,,104,3,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-H1-1__ITER1,199-H1-1,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-1,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-1__ITER2,199-H1-1,2,,NONE,,,,,,,189,0,INTERP+EVENT,False,,,,,199-H1-1,2.0,34.0,0.0,400.958274381015,407.431158306675,-197.479137190507,34.6555365714708,-0.229534025618389,-0.0002873052501262,5.93859163335183e-13,5.995850995323529e-42,188.0,both,,,,,,,,,,,1.0
199-H1-2__ITER1,199-H1-2,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-2,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-2__ITER2,199-H1-2,2,,NONE,,,,,,,164,0,INTERP+EVENT,False,,,,,199-H1-2,2.0,30.0,0.0,343.995232324775,350.194965180423,-168.997616162387,25.604798633189,-0.153795900884099,-0.0002499775269262,4.18829617112302e-10,1.5984015443283e-39,164.0,both,,,,,,,,,,,0.0
199-H1-35__ITER1,199-H1-35,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-35,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-35__ITER2,199-H1-35,2,,NONE,,,,,,,193,19,INTERP+EVENT,False,,,,,199-H1-35,2.0,8.0,2.9976021664879203e-15,501.931773554624,508.44676429868,-247.965886777312,64.6931370918418,-0.5033412842888,-0.0002830801153519,4.573960727352321e-15,3.60557362792603e-10,192.0,both,,,,,,,,,,,1.0
199-H1-36__ITER1,199-H1-36,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-36,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-36__ITER2,199-H1-36,2,,NONE,,,,,,,173,0,INTERP+EVENT,False,,,,,199-H1-36,2.0,33.0,0.0,267.628200433387,273.923189387014,-130.814100216693,26.162146766401,-0.154712471596111,-0.0002817541725703,3.13010842758157e-14,1.30979714612842e-99,172.0,both,,,,,,,,,,,1.0
199-H1-37__ITER1,199-H1-37,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-37,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-37__ITER2,199-H1-37,2,,NONE,,,,,,,124,20,INTERP+EVENT,False,,,,,199-H1-37,2.0,4.0,9.193013017494419e-11,315.027229747309,320.651598458054,-154.513614873655,64.3085935063108,-0.516359963992269,-0.0001924626092138,1.0561108786094498e-11,6.19439348802723e-05,123.0,both,,,,,,,,,,,1.0
199-H1-38__ITER1,199-H1-38,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-38,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-38__ITER2,199-H1-38,2,,NONE,,,,,,,112,17,INTERP+EVENT,False,,,,,199-H1-38,2.0,25.0,5.24025267623074e-14,267.677670764106,273.09673116673,-130.838835382053,67.8955260587154,-0.527247040932291,-0.0003229539409415,1.0006055065462399e-12,1.4198788819291e-08,111.0,both,,,,,,,,,,,1.0
199-H1-40__ITER1,199-H1-40,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-40,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-40__ITER2,199-H1-40,2,,NONE,,,,,,,86,15,INTERP+EVENT,False,,,,,199-H1-40,2.0,6.0,3.27051393558264e-05,220.809111661681,225.694414174662,-107.404555830841,49.5681364822361,-0.412119539902716,-4.69915275209934e-05,4.91783368396238e-06,0.592230773718972,85.0,both,,,,,,,,,,,1.0
199-H1-42__ITER1,199-H1-42,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-42,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-42__ITER2,199-H1-42,2,,NONE,,,,,,,181,6,INTERP+EVENT,False,,,,,199-H1-42,2.0,14.0,0.0,392.816842289148,399.202755990929,-193.408421144574,83.5301789691481,-0.64051759523264,-0.0003967325569853,2.4291812197208798e-30,1.08496122066489e-25,180.0,both,,,,,,,,,,,1.0
199-H1-43__ITER1,199-H1-43,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,,199-H1-43,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-43__ITER2,199-H1-43,2,,NONE,,,,,,,187,4,INTERP+EVENT,False,,,,,199-H1-43,2.0,8.0,0.0,393.830540768545,400.282034115971,-193.915270384272,82.334418109191,-0.636087175922148,-0.0003763248180114,6.5944688075122e-39,1.53074378738482e-27,186.0,both,,,,,,,,,,,1.0
199-H1-45__ITER1,199-H1-45,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-45,1.0,,,,,,,,,,,,both,,,,,,,,,,,
199-H1-45__ITER2,199-H1-45,2,,NONE,,,,,,,55,8,INTERP+EVENT,False,,,,,199-H1-45,2.0,43.0,3.41893520627856e-06,127.628347104325,131.568930931429,-60.8141735521623,55.1763125303075,-0.284942675694746,-0.0013146046790244,0.000719580910327,8.30181864920481e-07,53.0,both,,,,,,,,,,,2.0
199-H1-45__ITER3,199-H1-45,3,,NONE,,,,,,,125,5,INTERP+EVENT,False,,,,,199-H1-45,3.0,21.0,0.0,246.037156472148,251.677719603358,-120.018578236074,42.2806218846939,-0.221701381532869,-0.000786124634344,0.0007345426788049,4.740860891363221e-44,124.0,both,,,,,,,,,,,1.0
199-H1-46__ITER1,199-H1-46,1,,NONE,,,,,,,101,1,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-H1-47__ITER1,199-H1-47,1,,NONE,,,,,,,63,0,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
199-H1-48__ITER1,199-H1-48,1,,NONE,,,,,,,60,0,INTERP+EVENT,False,,,,,,,,,,,,,,,,,,left_only,,,,,,,,,,,
