KEY,WELL,ITER,LAG,lag_source,p_trend,p_interp,p_event,AIC,BIC,logLik,n_obs,n_cens,model_type,fit_ok,beta_intercept,beta_interp,beta_event,sigma
199-D2-11__ITER3,199-D2-11,3,58.0,ULAG,0.09407074416096761,0.08102092404052771,0.9768608361444873,56.50115578706639,58.938907436802786,-26.250577893533194,25,12,INTERP+EVENT,True,-81.40711274894379,0.7005310650278985,7.015289527264001e-06,0.9607449338386704
199-D2-12__ITER1,199-D2-12,1,52.0,ULAG,,,,,,,4,0,INTERP+EVENT,False,,,,
199-D2-12__ITER2,199-D2-12,2,52.0,ULAG,0.7837470973501289,0.5005126877763189,0.9887314413124211,34.72930994933806,35.525100494934804,-15.36465497466903,11,0,INTERP+EVENT,True,-11.608808494678769,0.11425077813646983,-1.5623871101485119e-06,0.2406135458256175
199-D2-14__ITER1,199-D2-14,1,48.0,ULAG,0.0074308082746877835,0.5944452981667587,0.002201578809918201,43.40213760440409,45.06856429251652,-19.701068802202045,17,1,INTERP+EVENT,True,8.78469582263617,-0.22589440509105863,0.003509080962358553,0.9969968361974805
199-D3-2__ITER1,199-D3-2,1,7.0,ULAG,1.1756124532857903e-05,5.692622491421163e-07,0.021478859734517696,65.63224248892422,68.29665150927464,-30.816121244462114,28,5,INTERP+EVENT,True,92.93916552400106,-0.7680319137752111,-0.0003131939159598624,0.6113093314793085
199-D3-2__ITER2,199-D3-2,2,7.0,ULAG,0.00309659648350058,0.29127135236708424,0.0009784004549036303,15.148113172910131,15.306996256269802,-5.5740565864550655,8,0,INTERP+EVENT,True,-11.542785066227829,0.11793656411253316,-0.00012417828564041604,0.09999806632580302
199-D3-5__ITER1,199-D3-5,1,15.0,ULAG,0.02348201921099613,0.6318808266959371,0.006499760025651134,76.41808286525237,79.00975659726103,-36.20904143262619,27,2,INTERP+EVENT,True,12.571831515803563,-0.08342651768880494,-0.00025483443250232714,0.5480747336765923
199-D3-7__ITER1,199-D3-7,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,
199-D4-1__ITER1,199-D4-1,1,4.0,ULAG,0.04728530355403482,0.06381136870242156,0.2786289861340967,44.91399647225715,46.45917391673672,-20.456998236128577,16,6,INTERP+EVENT,True,96.4079421985952,-0.808932713642724,0.0003867446505833417,1.1255759676372838
199-D4-1__ITER2,199-D4-1,2,4.0,ULAG,,,,,,,7,0,INTERP+EVENT,False,,,,
199-D4-101__ITER1,199-D4-101,1,32.0,ULAG,0.0,0.017468306476786065,8.998196228636551e-23,142.01843574676064,146.59935462905742,-69.00921787338032,73,4,INTERP+EVENT,True,-23.270718639857456,0.24271481862711647,-0.0008363520315902614,0.6475264258302278
199-D4-102__ITER1,199-D4-102,1,22.0,ULAG,2.1460527673822227e-06,0.00043549943550483917,1.4026997028081977e-18,4.678324951489764,5.072774106162203,-0.339162475744882,9,2,INTERP+EVENT,True,-15.014545576778715,0.3250615328638088,-0.006030913290265368,0.29445045726664415
199-D4-102__ITER2,199-D4-102,2,22.0,ULAG,0.23108498350691997,0.17309257466576078,0.026966506005312578,18.220423876205587,18.379306959565255,-7.110211938102792,8,4,INTERP+EVENT,True,-39.784014585879895,0.3410523523536029,0.0004912480021551217,0.22362572999771282
199-D4-103__ITER1,199-D4-103,1,55.0,ULAG,0.22155534792796505,0.06956775021524614,0.670446295141931,40.14316100166756,41.27305971659063,-18.07158050083378,13,3,INTERP+EVENT,True,-79.79645243191344,0.6860725045777347,9.609614473945067e-05,0.7426697901099995
199-D4-13__ITER1,199-D4-13,1,20.0,ULAG,,,,,,,17,10,INTERP+EVENT,False,,,,
199-D4-13__ITER2,199-D4-13,2,20.0,ULAG,,,,,,,6,0,INTERP+EVENT,False,,,,
199-D4-14__ITER1,199-D4-14,1,21.0,ULAG,0.22861839641586046,0.07467895213007987,0.4153948717319417,33.78729730966249,34.58308785525924,-14.893648654831246,11,1,INTERP+EVENT,True,99.77127625488431,-0.8179317858084667,-0.0010747806002967025,1.1799711405487352
199-D4-14__ITER2,199-D4-14,2,21.0,ULAG,,,,,,,166,6,INTERP+EVENT,False,,,,
199-D4-19__ITER1,199-D4-19,1,11.0,ULAG,,,,,,,9,8,INTERP+EVENT,False,,,,
199-D4-19__ITER2,199-D4-19,2,11.0,ULAG,0.004251187846295523,0.0024857084297949905,0.0847402715078594,63.52681374366149,66.1912227640119,-29.763406871830746,28,14,INTERP+EVENT,True,-101.13746237398813,0.8612604514007888,0.0003496008883100453,1.0322792784551893
199-D4-22__ITER1,199-D4-22,1,21.0,ULAG,0.08596865143738219,0.022048487192028177,0.16277437855871468,24.633348462981104,25.027797617653544,-10.316674231490552,9,0,INTERP+EVENT,True,-29.541581166710763,0.30972183310582296,-0.0003145438842550139,0.18598638279100935
199-D4-22__ITER2,199-D4-22,2,21.0,ULAG,9.640412712563773e-08,0.42734524600121904,1.4888173635944706e-12,51.15112421096429,53.815533231314696,-23.575562105482145,28,0,INTERP+EVENT,True,21.237979400347324,-0.13116511108382675,-0.0008237791803014921,0.7537449003770708
199-D4-23__ITER1,199-D4-23,1,1.0,ULAG,0.43592604871629903,0.1809581855291138,0.6380698306396514,30.71820533798339,31.323375523971485,-13.359102668991696,10,0,INTERP+EVENT,True,-25.413417955219927,0.24308812405080765,0.0001682684737738216,0.28131981656379046
199-D4-23__ITER2,199-D4-23,2,1.0,ULAG,,,,,,,33,18,INTERP+EVENT,False,,,,
199-D4-27__ITER1,199-D4-27,1,27.0,ULAG,0.0538634268963043,0.05168692858002456,0.0566628094753525,79.06192516573503,81.65359889774369,-37.53096258286752,27,2,INTERP+EVENT,True,92.02913848479277,-0.7377977807331706,-0.002170719069432705,1.3359612968035024
199-D4-27__ITER2,199-D4-27,2,27.0,ULAG,0.4677403031773941,0.47537663854478185,0.19896582687462327,30.85908657444669,31.46425676043478,-13.429543287223344,10,0,INTERP+EVENT,True,38.80981680235798,-0.30580893287873856,-0.00025771548960828045,0.7672746785316822
199-D4-31__ITER1,199-D4-31,1,20.0,ULAG,0.023819333650233032,0.004868407179069619,0.2796378046342327,64.63453421416877,66.99064187486466,-30.317267107084383,24,0,INTERP+EVENT,True,79.2201133398859,-0.6232681020825476,-0.0007293259426374807,0.8254305662841936
199-D4-31__ITER2,199-D4-31,2,20.0,ULAG,0.17707922335206572,0.04621246761085888,0.2153572679804835,37.430085749347604,38.55998446427068,-16.715042874673802,13,0,INTERP+EVENT,True,-9.547415966143225,0.10651177426750118,4.441154179753425e-05,0.1777847867907888
199-D4-34__ITER1,199-D4-34,1,,NONE,,,,,,,15,0,INTERP+EVENT,False,,,,
199-D4-34__ITER2,199-D4-34,2,,NONE,,,,,,,120,1,INTERP+EVENT,False,,,,
199-D4-38__ITER1,199-D4-38,1,1.0,ULAG,0.6240240484886193,0.5352451312204622,0.605620188202384,28.597760853462614,28.992210008135054,-12.298880426731307,9,0,INTERP+EVENT,True,-76.39001921135402,0.6896635522876373,0.0007614851705855221,0.44190962801513556
199-D4-38__ITER2,199-D4-38,2,1.0,ULAG,,,,,,,188,35,INTERP+EVENT,False,,,,
199-D4-39__ITER1,199-D4-39,1,23.0,ULAG,0.012315192184316759,0.8432990779951314,0.0003088321753374474,20.747050314041,21.14149946871344,-8.3735251570205,9,0,INTERP+EVENT,True,-2.797960723438644,0.0704442197210263,0.0018486106781343571,0.3169072035766486
199-D4-39__ITER2,199-D4-39,2,23.0,ULAG,,,,,,,148,11,INTERP+EVENT,False,,,,
199-D4-48__ITER1,199-D4-48,1,6.0,ULAG,0.00805931280420591,0.0026377024010897122,0.2091481859557196,37.386108814737355,38.66422347396787,-16.693054407368678,14,3,INTERP+EVENT,True,194.75195787770414,-1.6262136223625967,-0.0018509380006571153,1.130746125478789
199-D4-48__ITER2,199-D4-48,2,6.0,ULAG,0.35737511342435235,0.1826946016051807,0.5690105989232301,39.541521229423765,40.67141994434684,-17.770760614711882,13,4,INTERP+EVENT,True,45.811880710897,-0.38004820806073714,-7.596022085442662e-05,0.6703981343222687
199-D4-50__ITER1,199-D4-50,1,,NONE,,,,,,,15,1,INTERP+EVENT,False,,,,
199-D4-50__ITER2,199-D4-50,2,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,
199-D4-56__ITER1,199-D4-56,1,,NONE,,,,,,,14,3,INTERP+EVENT,False,,,,
199-D4-56__ITER2,199-D4-56,2,,NONE,,,,,,,6,0,INTERP+EVENT,False,,,,
199-D4-60__ITER1,199-D4-60,1,,NONE,,,,,,,10,2,INTERP+EVENT,False,,,,
199-D4-60__ITER2,199-D4-60,2,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,
199-D4-68__ITER1,199-D4-68,1,,NONE,,,,,,,5,3,INTERP+EVENT,False,,,,
199-D4-68__ITER2,199-D4-68,2,,NONE,,,,,,,6,1,INTERP+EVENT,False,,,,
199-D4-78__ITER1,199-D4-78,1,7.0,ULAG,0.7167998778242857,0.7826456803949666,0.4422439531922372,51.01277479273829,52.557952237217854,-23.506387396369146,16,1,INTERP+EVENT,True,16.486087703493972,-0.1139606580496026,-0.0006421085558763986,0.9703564084261234
199-D4-78__ITER2,199-D4-78,2,7.0,ULAG,0.0029320719852550248,0.9882049904685358,0.00017922879785462278,32.06618704238794,33.34430170161845,-14.033093521193967,14,0,INTERP+EVENT,True,1.5216746307558917,-0.0014534109086820632,0.0002432421945394294,0.3932381941290383
199-D4-83__ITER1,199-D4-83,1,17.0,ULAG,0.18489776730683483,0.37630176529592696,0.04751478077032729,26.164989166082574,26.559438320755014,-11.082494583041287,9,0,INTERP+EVENT,True,-9.446603903401776,0.11237831345515173,0.0008998642444252566,0.29515548488166954
199-D4-83__ITER2,199-D4-83,2,17.0,ULAG,,,,,,,135,30,INTERP+EVENT,False,,,,
199-D4-84__ITER1,199-D4-84,1,2.0,ULAG,0.015551445068760383,0.9917896233539666,0.0013375219379266842,24.051567235677943,24.656737421666037,-10.025783617838972,10,0,INTERP+EVENT,True,3.8808529108517504,-0.0007122430170613232,0.00042296993290642077,0.09751418274126844
199-D4-84__ITER2,199-D4-84,2,2.0,ULAG,,1.3428850963919039e-11,4.65940679485063e-36,88.65520509764664,92.70590847911694,-42.32760254882332,56,0,INTERP+EVENT,True,42.27069930364652,-0.32652833087832445,-0.0012564785906178438,0.31859371020478566
199-D4-84__ITER3,199-D4-84,3,2.0,ULAG,,,,,,,115,6,INTERP+EVENT,False,,,,
199-D4-85__ITER1,199-D4-85,1,8.0,ULAG,0.5386120566382948,0.7820579040247346,0.3127262181519068,25.46549710385142,25.62438018721109,-10.73274855192571,8,0,INTERP+EVENT,True,-2.3810070617619616,0.04069537228791301,-0.00048276649341569576,0.2635705757442724
199-D4-85__ITER2,199-D4-85,2,8.0,ULAG,,,,,,,169,5,INTERP+EVENT,False,,,,
199-D4-86__ITER1,199-D4-86,1,8.0,ULAG,0.12201461135267444,0.9735936617347926,0.3824378485419736,22.49578757880616,22.65467066216583,-9.24789378940308,8,0,INTERP+EVENT,True,2.9164907989141877,-0.00624074664708309,0.0006688896815439315,0.17943136360117906
199-D4-86__ITER2,199-D4-86,2,8.0,ULAG,0.006058883249704161,0.019861916161511308,0.7440535471179355,87.69621287807504,90.56418728704534,-41.84810643903752,31,7,INTERP+EVENT,True,49.558031114264274,-0.4090630458251877,3.7388286735350214e-05,0.6433975267210387
199-D4-95__ITER1,199-D4-95,1,,NONE,,,,,,,61,0,INTERP+EVENT,False,,,,
199-D4-95__ITER2,199-D4-95,2,,NONE,,,,,,,86,1,INTERP+EVENT,False,,,,
199-D4-95__ITER3,199-D4-95,3,,NONE,,,,,,,46,0,INTERP+EVENT,False,,,,
199-D4-96__ITER1,199-D4-96,1,,NONE,,,,,,,113,2,INTERP+EVENT,False,,,,
199-D4-96__ITER2,199-D4-96,2,,NONE,,,,,,,68,1,INTERP+EVENT,False,,,,
199-D4-97__ITER1,199-D4-97,1,,NONE,,,,,,,129,0,INTERP+EVENT,False,,,,
199-D4-97__ITER2,199-D4-97,2,,NONE,,,,,,,58,6,INTERP+EVENT,False,,,,
199-D4-98__ITER1,199-D4-98,1,,NONE,,,,,,,192,35,INTERP+EVENT,False,,,,
199-D4-99__ITER1,199-D4-99,1,,NONE,,,,,,,188,23,INTERP+EVENT,False,,,,
199-D5-101__ITER1,199-D5-101,1,,NONE,,,,,,,163,4,INTERP+EVENT,False,,,,
199-D5-101__ITER2,199-D5-101,2,,NONE,,,,,,,34,3,INTERP+EVENT,False,,,,
199-D5-103__ITER1,199-D5-103,1,66.0,ULAG,0.7987197335425368,0.5667755953844498,0.6457094110298038,91.524698726116,94.3926731350863,-43.762349363058,31,0,INTERP+EVENT,True,1.4432179567658192,0.028849790122824934,6.315193751168256e-05,0.22238729748586733
199-D5-103__ITER2,199-D5-103,2,66.0,ULAG,2.5120661106825537e-10,0.004143826782229884,5.23474301001732e-18,13.710173433951166,15.599051392284046,-4.855086716975583,19,0,INTERP+EVENT,True,32.34765706402386,-0.23419413357965968,0.0018018777096331737,0.3340770611115284
199-D5-103__ITER3,199-D5-103,3,66.0,ULAG,4.218847493575595e-15,0.8343694995371563,6.527536331625994e-57,20.11007047148439,22.84466213145734,-8.055035235742196,29,0,INTERP+EVENT,True,4.0984969634859825,0.020715455122146734,-0.0042670771902631535,0.3335014981059343
199-D5-103__ITER4,199-D5-103,4,66.0,ULAG,,,,,,,127,0,INTERP+EVENT,False,,,,
199-D5-104__ITER1,199-D5-104,1,44.0,ULAG,0.0864381639858145,0.022175215697331455,0.8420506124920563,115.09310555262898,118.5202496860376,-55.54655277631449,41,1,INTERP+EVENT,True,-38.38676114823711,0.3993076404357939,6.444110388367231e-05,0.6149002383701911
199-D5-104__ITER2,199-D5-104,2,44.0,ULAG,,,,,,,327,0,INTERP+EVENT,False,,,,
199-D5-106__ITER1,199-D5-106,1,55.0,ULAG,1.4758113586754718e-07,0.6512093479195439,1.57412076534879e-11,60.51641358056275,63.38438798953304,-28.258206790281374,31,0,INTERP+EVENT,True,10.582613408836687,-0.05542500993582453,-0.00042736950645445875,0.40627886827838805
199-D5-123__ITER1,199-D5-123,1,0.0,NONE,0.2684582125892089,,0.2543994817852745,60.370810345297485,61.41533278302091,-29.185405172648743,21,0,EVENT,True,6.10379629137942,,-0.00028907041400834166,0.21691860668949306
199-D5-123__ITER2,199-D5-123,2,0.0,NONE,3.6637359812630166e-15,,2.523783399830545e-40,36.63727345939222,38.16363398400838,-17.31863672969611,34,0,EVENT,True,4.811168686234746,,-0.0008794295162656853,0.5303541055940048
199-D5-125__ITER1,199-D5-125,1,47.0,ULAG,0.024429491149294602,0.06017056041863749,0.019933844085031235,50.49573581606319,52.38461377439607,-23.247867908031594,19,0,INTERP+EVENT,True,4.430195389014008,0.028354053726341776,-0.00014812185688868457,0.047593525359991985
199-D5-125__ITER2,199-D5-125,2,47.0,ULAG,0.0,0.04708425373608554,1.4567704174584772e-46,32.42426158148148,35.69943390093425,-14.21213079074074,38,2,INTERP+EVENT,True,-20.558882627247463,0.23031986945374472,-0.0011050252964745018,0.692063280964491
199-D5-127__ITER1,199-D5-127,1,,NONE,,,,,,,93,1,INTERP+EVENT,False,,,,
199-D5-127__ITER2,199-D5-127,2,,NONE,,,,,,,110,13,INTERP+EVENT,False,,,,
199-D5-130__ITER1,199-D5-130,1,,NONE,,,,,,,114,0,INTERP+EVENT,False,,,,
199-D5-130__ITER2,199-D5-130,2,,NONE,,,,,,,49,0,INTERP+EVENT,False,,,,
199-D5-131__ITER1,199-D5-131,1,,NONE,,,,,,,117,0,INTERP+EVENT,False,,,,
199-D5-131__ITER2,199-D5-131,2,,NONE,,,,,,,65,1,INTERP+EVENT,False,,,,
199-D5-133__ITER1,199-D5-133,1,0.0,NONE,3.1577962467110865e-11,,7.852383437513854e-18,77.0642367370638,78.7778088037681,-37.5321183685319,41,2,EVENT,True,5.515896441696302,,-0.0012433306312650443,0.6716405454573477
199-D5-133__ITER2,199-D5-133,2,0.0,NONE,0.00734020179224093,,0.0016467683855810695,29.969231384174662,30.454138033962664,-13.984615692087331,12,3,EVENT,True,-0.2203483391502874,,0.0020484858290980893,1.167743411607261
199-D5-134__ITER1,199-D5-134,1,0.0,NONE,,,,,,,13,10,EVENT,False,,,,
199-D5-14__ITER1,199-D5-14,1,55.0,ULAG,,,,,,,40,0,INTERP+EVENT,False,,,,
199-D5-14__ITER2,199-D5-14,2,55.0,ULAG,0.8119595753720218,0.5418230982777807,0.7900915123916239,34.80003828233414,35.59582882793089,-15.400019141167071,11,0,INTERP+EVENT,True,13.499511232180348,-0.09866583676976577,-2.9750595327219994e-05,0.21425186374049252
199-D5-141__ITER1,199-D5-141,1,0.0,NONE,,,,,,,15,15,EVENT,False,,,,
199-D5-142__ITER1,199-D5-142,1,54.0,ULAG,7.305536120494338e-08,0.808071872011952,4.565492039150557e-12,67.01149276091343,70.0045078838464,-31.505746380456717,33,5,INTERP+EVENT,True,8.126569434294225,-0.0358616977393844,-0.000590243533370737,0.5543989712730596
199-D5-143__ITER1,199-D5-143,1,77.0,ULAG,2.525268882891396e-11,0.8786506581355679,5.098378161971232e-28,46.007893506968514,48.939365312567965,-21.003946753484257,32,0,INTERP+EVENT,True,4.055267016044135,0.02340442068983252,-0.0007808144412705586,0.6516925273848166
199-D5-145__ITER1,199-D5-145,1,36.0,ULAG,,,,,,,68,0,INTERP+EVENT,False,,,,
199-D5-146__ITER1,199-D5-146,1,16.0,ULAG,1.1399472463757832e-06,0.44397555157824475,4.809760205188785e-09,124.20055030978043,128.10303774694327,-60.10027515489021,52,0,INTERP+EVENT,True,-4.7424593420280505,0.11283286780131767,-0.001950194203474535,0.5615099524600655
199-D5-146__ITER2,199-D5-146,2,16.0,ULAG,0.8012918867633027,0.587873379946368,0.5933430651180511,236.05527516222966,240.84417347157455,-116.02763758111483,81,1,INTERP+EVENT,True,8.455793933309383,-0.05241921989395824,-6.566344920272109e-05,0.644477683774781
199-D5-146__ITER3,199-D5-146,3,16.0,ULAG,0.2709451089086261,0.12824902861953796,0.2876606387578976,100.02894786976822,103.08166891900053,-48.01447393488411,34,1,INTERP+EVENT,True,41.12039095573735,-0.32757393896804005,-0.0005658921271659708,0.9083325118455966
199-D5-149__ITER1,199-D5-149,1,31.0,ULAG,0.4607482360034567,0.3680525985751514,0.44325526524282843,67.72136550547003,69.99235393732835,-31.86068275273502,23,0,INTERP+EVENT,True,12.34929010521892,-0.08518372154749156,8.268405653398921e-05,0.3312380159811409
199-D5-149__ITER2,199-D5-149,2,31.0,ULAG,0.43978971883281937,0.25841145760496065,0.20562610457660901,30.735853507994175,31.341023693982265,-13.367926753997088,10,0,INTERP+EVENT,True,42.99821529800559,-0.3364805809614989,-0.0024053749475515507,0.6778122843561017
199-D5-15__ITER1,199-D5-15,1,42.0,ULAG,0.007277434260264948,0.049098701582576676,9.785490281193443e-05,22.532816832751926,23.13798701874002,-9.266408416375963,10,0,INTERP+EVENT,True,29.991323730841444,-0.19335018052947703,-0.0013204970152896356,0.2740917194133136
199-D5-15__ITER2,199-D5-15,2,42.0,ULAG,6.261782425909246e-08,0.11984261058231555,3.795156419487581e-09,59.95378319619671,62.821757605167,-27.976891598098355,31,1,INTERP+EVENT,True,-33.774323357993026,0.3245353777535478,-0.0006421864582929938,0.8632311247919731
199-D5-150__ITER1,199-D5-150,1,44.0,ULAG,1.044415697704082e-06,0.7538177137404509,6.183839409222266e-10,71.51018687272075,74.50320199565371,-33.755093436360376,33,4,INTERP+EVENT,True,-0.31706522065017806,0.03386052181819556,-0.0005128333288334855,0.4188840893580304
199-D5-151__ITER1,199-D5-151,1,66.0,ULAG,0.003994456001628066,0.14147741276075057,0.0002191373846964192,69.57698503537016,72.16865876737882,-32.78849251768508,27,0,INTERP+EVENT,True,28.26856476764663,-0.18492437466353914,-0.0006423642098482156,0.5071895910604208
199-D5-151__ITER2,199-D5-151,2,66.0,ULAG,0.6237245545565564,0.686846861975039,0.3331922229378925,59.81344847409366,61.80491302120164,-27.90672423704683,20,0,INTERP+EVENT,True,9.196508579706531,-0.0450915722580707,-0.0003237503092836122,0.31332529456353186
199-D5-152__ITER1,199-D5-152,1,69.0,ULAG,2.853393485602318e-06,4.409245291271391e-05,5.38162308857683e-09,86.66757439361479,89.94274671306755,-41.33378719680739,38,1,INTERP+EVENT,True,35.30587288075169,-0.2722534655862416,-0.0003174467548106677,0.3077615246696007
199-D5-153__ITER1,199-D5-153,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,
199-D5-153__ITER2,199-D5-153,2,,NONE,,,,,,,129,3,INTERP+EVENT,False,,,,
199-D5-154__ITER1,199-D5-154,1,,NONE,,,,,,,124,0,INTERP+EVENT,False,,,,
199-D5-159__ITER1,199-D5-159,1,,NONE,,,,,,,106,0,INTERP+EVENT,False,,,,
199-D5-16__ITER1,199-D5-16,1,64.0,ULAG,0.08453083201219325,0.23119019723395995,0.03005934045051087,27.437492793521287,28.04266297950938,-11.718746396760643,10,0,INTERP+EVENT,True,19.646529476610233,-0.11548359188909056,-0.0007830402048971682,0.29654828464869537
199-D5-16__ITER2,199-D5-16,2,64.0,ULAG,1.4872948428390487e-09,0.36910987862261135,8.760168919102436e-20,45.64582117657995,48.3804128365529,-20.822910588289975,29,0,INTERP+EVENT,True,14.814345366052367,-0.08808025524847579,-0.0006176313338822751,0.4645850588318797
199-D5-160__ITER1,199-D5-160,1,56.0,ULAG,2.1073654930647834e-05,0.7383361872543989,2.0178742983864528e-06,113.0073712966376,116.6646540896158,-54.5036856483188,46,0,INTERP+EVENT,True,0.6449703610839248,0.05445024065100216,-0.0006683074722138666,0.9607696869925946
199-D5-162__ITER1,199-D5-162,1,32.0,ULAG,,,,,,,9,7,INTERP+EVENT,False,,,,
199-D5-163__ITER1,199-D5-163,1,1.0,ULAG,,,,,,,9,7,INTERP+EVENT,False,,,,
199-D5-17__ITER1,199-D5-17,1,63.0,ULAG,,,,,,,4,0,INTERP+EVENT,False,,,,
199-D5-17__ITER2,199-D5-17,2,63.0,ULAG,0.0015905159562874527,0.47073217263770684,2.1964803362473216e-05,42.19439356620968,43.975137082002014,-19.09719678310484,18,0,INTERP+EVENT,True,21.99446690892081,-0.16329150650169977,-0.0003220198426138345,0.4366482092868232
199-D5-32__ITER1,199-D5-32,1,,NONE,,,,,,,88,0,INTERP+EVENT,False,,,,
199-D5-32__ITER2,199-D5-32,2,,NONE,,,,,,,184,0,INTERP+EVENT,False,,,,
199-D5-33__ITER1,199-D5-33,1,25.0,ULAG,,,,,,,11,7,INTERP+EVENT,False,,,,
199-D5-33__ITER2,199-D5-33,2,25.0,ULAG,0.0015468972681546012,0.4928881563525167,0.0071043955294410165,75.99850733123851,78.80090209456283,-35.99925366561926,30,13,INTERP+EVENT,True,28.921488076118717,-0.22305754037584133,-0.0008859538292772628,1.4301123856174487
199-D5-34__ITER1,199-D5-34,1,47.0,ULAG,0.0002178871170295249,0.4045262511618811,9.681680968293859e-07,58.08385977807889,60.52161142781529,-27.041929889039444,25,0,INTERP+EVENT,True,12.1145950113945,-0.06706142647940315,-0.0010179376633767288,0.258075112402196
199-D5-34__ITER2,199-D5-34,2,47.0,ULAG,9.815705684679266e-05,0.09101141574162151,0.00039673033571409403,84.86781384185852,87.97850996483734,-40.43390692092926,35,0,INTERP+EVENT,True,29.144625404290093,-0.2160520162931826,0.0010577210757086975,0.7031559678000441
199-D5-34__ITER3,199-D5-34,3,47.0,ULAG,0.0,0.0023536123158516982,3.4977094316590314e-243,110.08341953014465,116.06428470370213,-53.041709765072326,147,0,INTERP+EVENT,True,19.88755277305118,-0.11980353377375161,-0.001555411133348957,0.31360565788833755
199-D5-34__ITER4,199-D5-34,4,47.0,ULAG,,0.061728373420283505,0.006645375287684292,127.75345630806173,131.41073910103992,-61.876728154030864,46,0,INTERP+EVENT,True,19.148792445611697,-0.14209598854788535,-0.0003738449611308555,0.4108299544790446
199-D5-36__ITER1,199-D5-36,1,16.0,ULAG,0.704687336856552,0.7296369167133483,0.5783508968255853,29.569391240678108,30.1745614266662,-12.784695620339054,10,5,INTERP+EVENT,True,-9.438590860043995,0.08881506149863778,-0.0005212858515644273,0.5851316808882066
199-D5-36__ITER2,199-D5-36,2,16.0,ULAG,0.008498880857429225,0.60127124972157,0.028588527577082846,89.75314934768295,92.68462115328241,-42.876574673841475,32,8,INTERP+EVENT,True,-8.522311636789517,0.08985212580278859,-0.0002731850044945401,0.7163000659099528
199-D5-37__ITER1,199-D5-37,1,9.0,ULAG,0.6714135463144558,0.696634161953928,0.9440957231751914,31.58203062725501,32.1872008132431,-13.791015313627504,10,0,INTERP+EVENT,True,-3.7776244197877693,0.0650777848829371,3.768123810503676e-05,0.18931862419416137
199-D5-37__ITER2,199-D5-37,2,9.0,ULAG,0.03856432626481876,0.30018214664681875,0.007288873797285311,88.9395682295349,91.87104003513436,-42.46978411476745,32,2,INTERP+EVENT,True,16.546844683873022,-0.12193822757746481,-0.0001839645439447487,0.5664070262715724
199-D5-38__ITER1,199-D5-38,1,39.0,ULAG,0.8898666156548496,0.5680426994000166,0.7245838023510713,71.87568219874765,74.23178985944355,-33.93784109937383,24,0,INTERP+EVENT,True,1.7230881362083865,0.039423863309802125,7.175102917664839e-05,0.2983672561323106
199-D5-38__ITER2,199-D5-38,2,39.0,ULAG,0.08502444911301144,0.040007337406765,0.17383132859842243,88.78391400477881,91.6518884137491,-42.391957002389404,31,6,INTERP+EVENT,True,44.340581556740474,-0.36096312595242697,-0.0001263141245835799,0.6927138783166082
199-D5-39__ITER1,199-D5-39,1,,NONE,,,,,,,137,0,INTERP+EVENT,False,,,,
199-D5-39__ITER2,199-D5-39,2,,NONE,,,,,,,11,0,INTERP+EVENT,False,,,,
