Name,XCoords,YCoords,Distance,OU,System,Model,Lag,Analyte,Trend,Mean,UCL,LCL,STD,Mean_Exceed,UCL_Exceed,Trend_Break,Use_RiverStage,RiverStage_Coeff,RiverStage_Coeff_stderror,Date_Coeff,Date_Coeff_stderror,Intercept,Intercept_stderror,Transformation,N,PND
199-D5-97,573250.11,151302.47,697.093714,100-HR-3-D,DX,Tobit,61,Hex. & Filt. Chromium,Decreasing,0.461306296,0.86046643,0.247311797,48,FALSE,FALSE,01/01/2011,TRUE,0.151216973,0.122793165,-0.001022385,0.000100868,1.937067936,15.39041886,log,92,3%
199-D7-3,574151.38,152363.41,461.9432472,100-HR-3-D,DX,Tobit,19,Hex. & Filt. Chromium,Not Significant,3.885578432,5.285719043,2.856322788,48,FALSE,FALSE,01/01/2011,TRUE,0.183674881,0.092930098,3.91E-05,7.44E-05,-20.85059383,11.21542587,log,191,6%
199-D7-7,574433.17,152667.9,508.663105,100-HR-3-D,NA,Tobit,0,Hex. & Filt. Chromium,Increasing,10.29740439,21.08912382,5.028020039,48,FALSE,FALSE,NA,FALSE,NA,NA,0.001916236,0.000595071,-35.8126952,11.60885749,log,15,40%
199-D8-101,574069.46,152262.43,492.557987,100-HR-3-D,DX,Tobit,8,Hex. & Filt. Chromium,Decreasing,3.196649892,4.51536742,2.263065124,48,FALSE,FALSE,01/01/2011,TRUE,0.015802749,0.061074365,-0.000369581,5.55E-05,6.67505252,7.700678651,log,30,0%
199-D8-102,573661.84,152076.09,393.5327453,100-HR-3-D,NA,Tobit,41,Hex. & Filt. Chromium,Decreasing,12.11795441,19.05877117,7.704841916,48,FALSE,FALSE,NA,TRUE,-0.048379955,0.079575536,-0.000317958,0.000109228,14.46841052,10.20528642,log,35,0%
199-D8-4,573447.185,152090.212,252.1313135,100-HR-3-D,DX,Tobit,7,Hex. & Filt. Chromium,Decreasing,0.878351314,1.695755598,0.454960037,48,FALSE,FALSE,01/01/2011,TRUE,-0.187500862,0.127346715,-0.001292286,0.000102902,47.47247281,15.64009078,log,48,8%
199-D8-5,573537.146,152243.497,184.8030729,100-HR-3-D,DX,Tobit,7,Hex. & Filt. Chromium,Decreasing,1.366302046,2.83950093,0.657432882,48,FALSE,FALSE,01/01/2011,TRUE,0.249533665,0.256500619,-0.000453739,0.000116105,-19.77178638,31.12929604,log,40,5%
199-D8-53,573889.86,152452.26,232.7024489,100-HR-3-D,DX,Tobit,1,Hex. & Filt. Chromium,Decreasing,3.759073879,4.94388854,2.858202872,48,FALSE,FALSE,01/01/2011,TRUE,-0.069819257,0.081827978,-0.000244496,5.65E-05,14.3375933,9.925578458,log,184,5%
199-D8-54A,573781.17,152408.03,201.9589812,100-HR-3-D,DX,Tobit,1,Hex. & Filt. Chromium,Decreasing,8.346944552,11.66207672,5.974191823,48,FALSE,FALSE,01/01/2011,TRUE,-0.415268071,0.19266167,-0.00028121,7.20E-05,56.17295416,23.49771618,log,60,0%
199-D8-54B,573768.24,152398.65,201.5762965,100-HR-3-D,DX,Tobit,0,Hex. & Filt. Chromium,Increasing,11.28618686,14.80469348,8.603894026,48,FALSE,FALSE,01/01/2011,FALSE,NA,NA,0.000253127,5.22E-05,-2.615157119,0.936389774,log,27,7%
199-D8-6,573434.693,152060.822,267.9249866,100-HR-3-D,DX,Tobit,12,Hex. & Filt. Chromium,Decreasing,0.741443445,1.215791181,0.452165134,48,FALSE,FALSE,01/01/2011,TRUE,-0.592159429,0.102151728,-0.001428258,7.85E-05,97.22484873,12.73853691,log,50,6%
199-D8-69,573843.61,152552.201,125.1881804,100-HR-3-D,DX,Tobit,1,Hex. & Filt. Chromium,Decreasing,2.910023819,3.788331323,2.235347942,48,FALSE,FALSE,01/01/2011,TRUE,-0.341060417,0.067983326,-0.000392161,4.65E-05,48.66929749,8.262207081,log,194,8%
199-D8-70,573942.097,152508.741,219.4700689,100-HR-3-D,DX,Tobit,1,Hex. & Filt. Chromium,Increasing,8.491499349,11.09324333,6.499953086,48,FALSE,FALSE,01/01/2011,TRUE,-0.875384914,0.124105618,0.000408777,6.36E-05,96.14148349,14.78591497,log,42,0%
199-D8-71,573837.097,152429.388,218.8920024,100-HR-3-D,DX,Tobit,1,Hex. & Filt. Chromium,Decreasing,8.617012099,13.04815045,5.690683733,48,FALSE,FALSE,01/01/2011,TRUE,-0.161109138,0.12910323,-0.000383632,7.40E-05,28.58845611,15.86908729,log,46,2%
199-D8-72,573570.481,152211.774,230.2425118,100-HR-3-D,DX,Tobit,2,Hex. & Filt. Chromium,Decreasing,0.208900165,0.787947614,0.055383478,48,FALSE,FALSE,01/01/2011,TRUE,-0.034399454,0.482655839,-0.001362431,0.000248962,29.56837425,59.65247577,log,59,7%
199-D8-73,573388.7,152167.38,155.305131,100-HR-3-D,DX,Tobit,18,Hex. & Filt. Chromium,Not Significant,3.248220284,5.484440032,1.923794398,48,FALSE,FALSE,01/01/2011,TRUE,-0.166495956,0.155069422,-6.63E-05,0.000128662,21.92402942,19.14147183,log,117,8%
199-D8-88,573292.33,152141.26,117.6328595,100-HR-3-D,DX,Tobit,8,Hex. & Filt. Chromium,Not Significant,2.053971005,3.109378026,1.356797679,48,FALSE,FALSE,01/01/2011,TRUE,-0.011260851,0.136469938,-0.000114535,0.000120859,4.313634057,17.03883771,log,168,11%
199-D8-89,573478.64,152249.65,144.4309929,100-HR-3-D,DX,Tobit,10,Hex. & Filt. Chromium,Decreasing,1.815599376,2.262276468,1.45711682,48,FALSE,FALSE,01/01/2011,TRUE,-0.665909025,0.057964176,-0.00093571,4.00E-05,96.92351371,7.107856003,log,190,5%
199-D8-90,573948.64,152646.23,114.1149711,100-HR-3-D,DX,Tobit,66,Hex. & Filt. Chromium,Not Significant,5.627406473,7.591452777,4.171494514,48,FALSE,FALSE,01/01/2011,TRUE,0.175663601,0.081706905,0.0001015,8.27E-05,-20.78631944,10.00204475,log,193,4%
199-D8-91,574036.89,152741.44,107.2250188,100-HR-3-D,DX,Tobit,2,Hex. & Filt. Chromium,Not Significant,9.507792248,12.31396876,7.341103035,48,FALSE,FALSE,01/01/2011,TRUE,-0.091681952,0.070881671,6.96E-05,6.90E-05,11.56437088,8.647549718,log,189,2%
199-D8-93,574148.7,153085.8,155.6757415,100-HR-3-D,NA,Tobit,1,Hex. & Filt. Chromium,Not Significant,20.72935078,38.48734996,11.16486285,48,FALSE,FALSE,NA,TRUE,0.444181301,0.25707465,0.000441585,0.000184717,-57.58643036,31.3037811,log,15,0%
199-D8-94,574047.82,152949.53,93.07523832,100-HR-3-D,NA,Tobit,1,Hex. & Filt. Chromium,Not Significant,25.92620966,50.30641907,13.36148269,48,FALSE,TRUE,NA,TRUE,0.798597557,0.229644427,0.000341175,0.000187942,-96.71783607,27.41459002,log,14,0%
199-D8-95,573611.96,152160.61,296.0789963,100-HR-3-D,DX,Tobit,19,Hex. & Filt. Chromium,Decreasing,5.77909737,6.774796545,4.929737179,48,FALSE,FALSE,01/01/2011,TRUE,-0.272346159,0.04240768,-0.001141568,2.89E-05,56.25395935,5.168696639,log,258,1%
199-D8-96,573706,152152.24,359.7626584,100-HR-3-D,DX,Tobit,18,Hex. & Filt. Chromium,Decreasing,5.920990803,6.707902831,5.226392358,48,FALSE,FALSE,01/01/2011,TRUE,-0.150010451,0.033679806,-0.001052066,2.24E-05,40.22343277,4.094314817,log,193,0%
199-D8-97,573859.56,152087.42,504.4264525,100-HR-3-D,DX,Tobit,11,Hex. & Filt. Chromium,Decreasing,6.093150109,7.065096596,5.254914457,48,FALSE,FALSE,01/01/2011,TRUE,-0.008000219,0.041024784,-0.000889663,2.69E-05,20.45030122,4.986032094,log,198,0%
199-D8-98,574013.12,152123.02,569.2423297,100-HR-3-D,DX,Tobit,19,Hex. & Filt. Chromium,Decreasing,8.584444135,9.991830732,7.375293186,48,FALSE,FALSE,01/01/2011,TRUE,-0.222652882,0.042523829,-0.00036886,2.72E-05,35.4702396,5.183095558,log,181,1%
199-D8-99,574006.77,152364.37,373.4845836,100-HR-3-D,NA,Tobit,28,Hex. & Filt. Chromium,Not Significant,5.522905327,7.291509205,4.18328804,48,FALSE,FALSE,NA,TRUE,0.307044878,0.081449653,-0.00013459,8.30E-05,-31.43254027,10.06566978,log,104,3%
199-H1-1,576702.31,153384.49,562.9311201,100-HR-3-H,HX,Tobit,34,Hex. & Filt. Chromium,Decreasing,13.39993313,14.99342693,11.97579504,48,FALSE,FALSE,01/11/2011,TRUE,-0.229534026,0.031871383,-0.000287305,2.12E-05,34.65553657,3.791297142,log,193,0%
199-H1-2,576451.07,153378.26,705.5504555,100-HR-3-H,HX,Tobit,30,Hex. & Filt. Chromium,Decreasing,19.67607137,21.87153155,17.70099107,48,FALSE,FALSE,01/11/2011,TRUE,-0.153795901,0.024619777,-0.000249978,1.90E-05,25.60479863,2.926800534,log,168,0%
199-H1-35,576958.26,153628.14,217.8818989,100-HR-3-H,HX,Tobit,8,Hex. & Filt. Chromium,Decreasing,3.614334201,4.57728234,2.853966775,48,FALSE,FALSE,01/11/2011,TRUE,-0.503341284,0.064217215,-0.00028308,4.51E-05,64.69313709,7.665851776,log,197,10%
199-H1-36,576885.62,153486.51,375.9359492,100-HR-3-H,HX,Tobit,33,Hex. & Filt. Chromium,Decreasing,16.42713379,17.69481224,15.25027341,48,FALSE,FALSE,01/11/2011,TRUE,-0.154712472,0.020376147,-0.000281754,1.33E-05,26.16214677,2.41372461,log,177,0%
199-H1-37,577106.92,153641.63,123.6768594,100-HR-3-H,HX,Tobit,4,Hex. & Filt. Chromium,Decreasing,3.35481743,4.523726568,2.487948778,48,FALSE,FALSE,01/11/2011,TRUE,-0.516359964,0.075950475,-0.000192463,4.81E-05,64.30859351,8.966981058,log,128,16%
199-H1-38,577161,153555.01,165.3341909,100-HR-3-H,HX,Tobit,25,Hex. & Filt. Chromium,Decreasing,2.609476573,3.840003511,1.773271291,48,FALSE,FALSE,01/11/2011,TRUE,-0.527247041,0.073943299,-0.000322954,5.69E-05,67.89552606,8.66192164,log,116,15%
199-H1-4,575826.78,153366.87,1013.059308,100-HR-3-H,HX,Tobit,59,Hex. & Filt. Chromium,Decreasing,19.80033895,21.35683954,18.35727715,48,FALSE,FALSE,01/11/2011,TRUE,0.045242021,0.016218294,-0.000171713,1.25E-05,1.212017398,1.901955709,log,97,0%
199-H1-40,577279.34,153500.19,144.7276258,100-HR-3-H,HX,Tobit,6,Hex. & Filt. Chromium,Not Significant,3.780491807,7.454979382,1.917123786,48,FALSE,FALSE,01/11/2011,TRUE,-0.41211954,0.090213625,-4.70E-05,8.77E-05,49.56813648,10.37199555,log,90,17%
199-H1-42,577127.18,153391.65,319.7368413,100-HR-3-H,HX,Tobit,14,Hex. & Filt. Chromium,Decreasing,8.315970513,10.18693779,6.78863138,48,FALSE,FALSE,01/11/2011,TRUE,-0.640517595,0.055954179,-0.000396733,3.79E-05,83.53017897,6.651550531,log,185,3%
199-H1-43,577213.74,153384.28,277.5141268,100-HR-3-H,HX,Tobit,8,Hex. & Filt. Chromium,Decreasing,6.258741433,7.452897281,5.25592167,48,FALSE,FALSE,01/11/2011,TRUE,-0.636087176,0.048752853,-0.000376325,3.46E-05,82.33441811,5.872649217,log,192,2%
199-H1-45,577240.96,153062.41,529.324624,100-HR-3-H,HX,Tobit,21,Hex. & Filt. Chromium,Decreasing,3.282155695,4.08539029,2.636846236,48,FALSE,FALSE,01/11/2011,TRUE,-0.221701382,0.065663022,-0.000786125,5.65E-05,42.28062188,7.814955215,log,184,7%
199-H1-46,576986.9,153456.95,343.9012821,100-HR-3-H,NA,Tobit,10,Hex. & Filt. Chromium,Decreasing,10.83868881,12.92971822,9.085826407,48,FALSE,FALSE,NA,TRUE,-0.439418604,0.049029583,-0.000443977,5.10E-05,61.65818851,5.905391263,log,101,1%
199-H1-47,577185.49,153309.63,355.216091,100-HR-3-H,NA,Tobit,83,Hex. & Filt. Chromium,Decreasing,8.637330603,11.68663558,6.38365759,48,FALSE,FALSE,NA,TRUE,-0.164615046,0.078137777,-0.000538129,0.000123354,31.75879727,9.606909694,log,63,0%
199-H1-48,577185.11,153237.89,414.940953,100-HR-3-H,NA,Tobit,24,Hex. & Filt. Chromium,Decreasing,8.679057075,10.34593471,7.280737198,48,FALSE,FALSE,NA,TRUE,0.231041226,0.061983771,-0.000394931,8.24E-05,-16.4928193,7.711863166,log,60,0%
199-H1-49,577249.67,153144.38,456.4617456,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,5.95394937,7.802795672,4.543181007,48,FALSE,FALSE,NA,TRUE,-0.104287022,0.088060647,-0.000460173,0.000103605,22.91392041,10.47966425,log,76,3%
199-H1-50,576878.89,153481.09,384.1903129,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,3.482798001,4.569861031,2.654321834,48,FALSE,FALSE,NA,FALSE,NA,NA,0.000152764,0.000106795,-1.793076738,2.019405735,log,16,6%
199-H1-51,576724.88,153595.73,375.0913087,100-HR-3-H,NA,Tobit,88,Hex. & Filt. Chromium,Decreasing,13.44159509,16.15861646,11.18143245,48,FALSE,FALSE,NA,TRUE,-0.181156098,0.071059901,-0.000487256,0.000211865,33.08668465,10.70870271,log,39,0%
199-H1-7,577629.6,153172.1,204.776103,100-HR-3-H,HX,Tobit,6,Hex. & Filt. Chromium,Not Significant,3.347715625,9.178409272,1.221039461,48,FALSE,FALSE,01/11/2011,TRUE,0.315975724,0.172497533,0.000122851,0.000141907,-37.50472224,20.67486357,log,21,33%
199-H2-1,577752.31,153239.89,69.29805332,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,8.92396206,10.09245192,7.890758312,10,FALSE,TRUE,01/11/2011,FALSE,NA,NA,-0.000264239,3.15E-05,7.44868782,0.577956541,log,43,16%
199-H3-10,577545.14,152723.52,576.2877599,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,4.106163324,5.689169692,2.963627059,48,FALSE,FALSE,01/11/2011,FALSE,NA,NA,8.51E-05,5.06E-05,-0.280912353,0.866814942,log,26,19%
199-H3-11,577786.74,152490.41,527.9463066,100-HR-3-H,NA,Tobit,80,Hex. & Filt. Chromium,Increasing,9.042284855,12.48081857,6.551085965,48,FALSE,FALSE,NA,TRUE,0.112468396,0.126989809,0.000239031,7.27E-05,-15.46276651,14.99871647,log,12,0%
199-H3-12,577842.32,152838.62,277.4549711,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,23.09034511,29.13074499,18.30245115,48,FALSE,FALSE,NA,FALSE,NA,NA,-0.001819804,9.80E-05,39.36442654,1.865077653,log,13,0%
199-H3-13,577950.58,152815.48,203.7552967,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,53.18532893,83.2272757,33.98740605,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.000911435,0.000194616,22.11681135,3.70369316,log,14,0%
199-H3-15,578256.53,152489.19,149.5488964,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,67.37743,106.9271828,42.4561646,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.001289181,0.000629189,29.87275694,12.40764288,log,8,0%
199-H3-21,578127.91,152630.66,169.798117,100-HR-3-H,NA,Tobit,8,Hex. & Filt. Chromium,Decreasing,20.75114654,25.69322531,16.7596741,48,FALSE,FALSE,NA,TRUE,-0.322579808,0.052266833,-0.000233193,9.24E-05,44.70012663,6.326288048,log,38,0%
199-H3-22,577897.07,152847.99,227.7384896,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,174.6096559,180.8638127,168.5717639,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.000328837,1.82E-05,11.70838116,0.34699408,log,70,0%
199-H3-25,577410.36,152978.49,497.0174677,100-HR-3-H,HX,Tobit,29,Hex. & Filt. Chromium,Not Significant,7.787489147,11.18417926,5.422390486,48,FALSE,FALSE,01/11/2011,TRUE,-0.181980663,0.0660424,-8.31E-05,7.74E-05,24.5908928,7.781460071,log,85,1%
199-H3-26,577440.83,152846.5,566.4122028,100-HR-3-H,HX,Tobit,43,Hex. & Filt. Chromium,Not Significant,3.778291819,7.689398997,1.856515584,48,FALSE,FALSE,01/11/2011,TRUE,-0.311538074,0.103567493,-0.000230504,0.000146658,41.67122791,12.29530638,log,50,8%
199-H3-28,577655.35,152822.58,428.1801335,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,20.30555824,23.31830046,17.68206462,48,FALSE,FALSE,NA,FALSE,NA,NA,-0.00056951,5.83E-05,14.3475519,1.104372492,log,84,0%
199-H3-29,577921.46,152884.22,186.65994,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,68.97521538,74.91728143,63.50444445,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.000542253,3.24E-05,15.02782624,0.611663879,log,91,0%
199-H3-2A,577624.63,152750.04,500.5689002,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,5.69,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,51,43%
199-H3-2C,577632.065,152750.302,495.0225835,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,16.18608186,17.36382303,15.08822369,48,FALSE,FALSE,01/11/2011,FALSE,NA,NA,-0.000369304,1.30E-05,10.13551358,0.228959469,log,227,0%
199-H3-3,577562.091,152363.166,784.3818916,100-HR-3-H,HX,Tobit,83,Hex. & Filt. Chromium,Decreasing,2.320671785,3.485267857,1.545223425,48,FALSE,FALSE,01/11/2011,TRUE,-0.34842927,0.103586498,-0.000424257,6.54E-05,49.27209689,12.47747924,log,38,8%
199-H3-30,578100.23,152712.09,144.0464933,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,136.4075628,162.2962121,114.6485365,48,TRUE,TRUE,NA,FALSE,NA,NA,2.27E-05,7.20E-05,4.464526442,1.363983185,log,14,0%
199-H3-31,578150.81,152364.01,308.7905321,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,2.604147449,4.678320782,1.449576515,48,FALSE,FALSE,NA,FALSE,NA,NA,0.000207501,0.000873224,-3.173415417,17.2543153,log,8,50%
199-H3-32,577709.81,153063.5,222.0859008,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,223.9529495,266.2866339,188.3493845,48,TRUE,TRUE,NA,FALSE,NA,NA,2.56E-06,7.96E-05,5.36051631,1.519267237,log,15,0%
199-H3-33,577857.16,152950.79,193.7945109,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,77.60657972,82.92295827,72.63104624,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.001068191,5.76E-05,25.61505768,1.122122627,log,46,0%
199-H3-34,577552.95,153178.11,255.9240533,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,16.5069996,31.88623523,8.545412585,48,FALSE,FALSE,NA,FALSE,NA,NA,0.001137244,0.000905146,-19.83420287,17.84811918,log,8,0%
199-H3-35,577910.51,153052.06,85.18569551,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,44.46521624,48.18382171,41.03359562,48,FALSE,TRUE,NA,FALSE,NA,NA,-0.000238149,0.000107601,8.535308183,2.113983895,log,34,0%
199-H3-36,577949.24,153013.72,83.78310952,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,8.194040397,11.39049971,5.894587571,48,FALSE,FALSE,NA,FALSE,NA,NA,-0.001464313,0.000447262,31.25201477,8.788445801,log,34,3%
199-H3-37,578181.66,152665.49,105.852995,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,138.6798502,143.6796748,133.8540115,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.000242853,4.94E-05,9.766402723,0.971456096,log,32,0%
199-H3-38,578009.87,152685.73,232.5336441,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Decreasing,116.698793,121.4738522,112.1114384,48,TRUE,TRUE,NA,FALSE,NA,NA,-0.000155492,5.39E-05,7.854829883,1.059026651,log,34,0%
199-H3-39,578127.76,152636.89,166.2399829,100-HR-3-H,NA,Tobit,0,Hex. & Filt. Chromium,Not Significant,131.0438177,138.0824241,124.3639968,48,TRUE,TRUE,NA,FALSE,NA,NA,5.58E-05,7.25E-05,3.764743501,1.425199093,log,31,0%
199-H3-5,577454.697,152287.496,915.7358544,100-HR-3-H,HX,Tobit,88,Hex. & Filt. Chromium,Not Significant,8.530642113,19.69704374,3.694557205,48,FALSE,FALSE,01/11/2011,TRUE,0.218271329,0.281864811,-0.000202373,0.000131201,-18.87592637,32.33944938,log,38,3%
199-H3-6,578266.47,152425.33,179.2404769,100-HR-3-H,HX,Tobit,3,Hex. & Filt. Chromium,Increasing,8.099102138,9.314468771,7.042318468,48,FALSE,FALSE,01/11/2011,TRUE,-0.111814128,0.124359044,0.000398889,4.37E-05,6.985241557,13.94970751,log,28,11%
199-H3-9,578039.12,152913.6,74.35835397,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,20.60981727,22.74244793,18.67717008,10,TRUE,TRUE,01/11/2011,FALSE,NA,NA,-1.24E-05,5.77E-05,3.273032493,1.108769138,log,155,0%
199-H4-10,577827.209,153155.813,73.46203592,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,10,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,40,42%
199-H4-11,578141.906,152728.433,100.7626877,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,7.186247202,10.34226771,4.993310009,10,FALSE,TRUE,01/11/2011,TRUE,-0.371642583,0.133620768,7.26E-06,6.62E-05,44.4829337,15.9884578,log,42,7%
199-H4-12A,578009.151,152912.729,99.05754569,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,1.468408393,2.745177213,0.785458657,48,FALSE,FALSE,01/11/2011,TRUE,-0.666042369,0.166824563,-0.000433221,0.000105112,85.45296917,19.81314013,log,69,20%
199-H4-12B,578004.385,152918.467,99.51505276,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.5,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,10,20%
199-H4-12C,578011.772,152919.812,92.75948324,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,25.67072925,28.76954443,22.90569257,48,FALSE,FALSE,01/11/2011,FALSE,NA,NA,-0.00042197,2.10E-05,11.64509334,0.368804674,log,228,0%
199-H4-13,578219.304,152595.273,116.9417873,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,7.558453631,10.97106314,5.207355071,10,FALSE,TRUE,01/11/2011,TRUE,-0.346398932,0.0949698,-6.54E-05,4.98E-05,43.08282609,11.11855786,log,49,8%
199-H4-15A,577904.313,153053.42,88.71573385,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,0.891690237,1.229497048,0.646696533,48,FALSE,FALSE,01/11/2011,TRUE,-0.349321549,0.068867586,-0.000663043,5.45E-05,53.17731711,8.154235104,log,204,12%
199-H4-15CP,577907.681,153059.983,81.74167328,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,NA,NA,NA,10,NA,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,15,67%
199-H4-15CR,577907.681,153059.983,81.74167328,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,5.247842796,56.23967871,0.489687257,10,FALSE,TRUE,01/11/2011,FALSE,NA,NA,0.000110935,0.000270302,-0.550451002,4.610814591,log,15,33%
199-H4-15CS,577907.681,153059.983,81.74167328,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Increasing,147.8817973,199.5050067,109.6164269,10,TRUE,TRUE,01/11/2011,FALSE,NA,NA,0.000411254,8.22E-05,-3.190005366,1.535796254,log,25,0%
199-H4-16,577981.91,152591.573,310.7024812,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,6.935,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,37,49%
199-H4-17,577779.175,153037.635,189.940934,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,NA,NA,NA,48,NA,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,2,100%
199-H4-18,578018.292,152756.478,183.9562615,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,2.545,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,8,50%
199-H4-4,578060.859,152853.956,92.03841056,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Not Significant,4.045613471,6.788035905,2.411152296,48,FALSE,FALSE,01/11/2011,TRUE,-0.582690709,0.097177459,-0.000138524,7.31E-05,71.03349816,11.20984597,log,132,15%
199-H4-45,578156.386,152433.394,263.3153782,100-HR-3-H,HX,Tobit,24,Hex. & Filt. Chromium,Increasing,8.210728921,11.2364741,5.999753021,48,FALSE,FALSE,01/11/2011,TRUE,0.003740328,0.091493613,0.000282765,5.53E-05,-3.952532596,11.07908029,log,41,7%
199-H4-46,577883.861,152439.868,479.4182434,100-HR-3-H,HX,Tobit,NA,Hex. & Filt. Chromium,NA,13.1,NA,NA,48,FALSE,NA,01/11/2011,NA,NA,NA,NA,NA,NA,NA,log,36,42%
199-H4-49,577713.83,152445.154,613.5106103,100-HR-3-H,HX,Tobit,44,Hex. & Filt. Chromium,Decreasing,4.571965025,6.280747799,3.328085263,48,FALSE,FALSE,01/11/2011,TRUE,0.003981076,0.072455411,-0.000208018,5.55E-05,5.203875326,8.986702896,log,31,0%
199-H4-5,577944.937,152939.783,134.900897,100-HR-3-H,HX,Tobit,2,Hex. & Filt. Chromium,Decreasing,1.136940311,1.999232844,0.646564643,48,FALSE,FALSE,01/11/2011,TRUE,-0.333006362,0.194637285,-0.000438388,0.000101707,47.07546316,23.47683013,log,69,26%
199-H4-63,578185.825,152665.531,102.4676504,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,4.830100826,5.960585798,3.914023685,10,FALSE,FALSE,01/11/2011,TRUE,-0.420459203,0.0458774,-0.000200085,3.60E-05,53.816021,5.400001598,log,200,4%
199-H4-64,577946.11,153010.582,88.21419022,100-HR-3-H,HX,Tobit,0,Hex. & Filt. Chromium,Decreasing,0.755881046,1.195769832,0.477814493,48,FALSE,FALSE,01/11/2011,TRUE,-0.421744333,0.073070123,-0.000554646,6.83E-05,59.16667336,8.596546289,log,157,18%
199-H4-65,577998.259,152787.285,181.9294255,100-HR-3-H,HX,Tobit,9,Hex. & Filt. Chromium,Not Significant,8.081438062,15.58825297,4.189670342,48,FALSE,FALSE,01/11/2011,TRUE,-0.164625301,0.174567857,5.52E-05,0.00011358,19.88675884,21.09697124,log,39,13%
199-H4-69,578014.05,152686.66,228.6111876,100-HR-3-H,HX,Tobit,15,Hex. & Filt. Chromium,Not Significant,8.27523516,11.3904582,6.012007219,48,FALSE,FALSE,01/11/2011,TRUE,-0.065736556,0.076160929,-0.000290119,0.000154204,15.43312572,9.007652484,log,165,4%
199-H4-70,578003.82,152646.45,260.6131219,100-HR-3-H,HX,Tobit,5,Hex. & Filt. Chromium,Not Significant,10.36213437,12.66010657,8.481273687,48,FALSE,FALSE,01/11/2011,TRUE,0.096659307,0.051251736,0.000124588,6.29E-05,-11.23632898,6.266033902,log,175,23%
