KEY,WELL_py,ITER_py,LAG_py,lag_source,p_trend_py,p_interp,p_event,AIC_py,BIC_py,logLik,n_obs,n_cens,model_type,fit_ok,beta_intercept,beta_interp,beta_event,sigma,WELL_r,ITER_r,CLASS,p_trend_r,AIC_r,BIC_r,LAG_r,_merge,LAG_diff,p_trend_diff,AIC_diff,BIC_diff
199-D8-69__ITER2,199-D8-69,2,1.0,ULAG,,0.0076958200358794365,1.0,546.8889354213527,553.3296470715094,-271.44446771067635,185,15,INTERP+EVENT,True,26.33050571940768,-0.20830583503014993,0.0,1.003086364339488,199-D8-69,2.0,Trend_Summary,1.21014309684142e-14,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,,,
199-D8-6__ITER1,199-D8-6,1,12.0,ULAG,0.507963851735455,0.6797060296538397,1.0,25.348326547401605,25.507209630761277,-10.674163273700803,8,0,INTERP+EVENT,True,-3.4148633740488625,0.0742102078886698,0.0,0.17288008890372772,199-D8-6,1.0,Trend_Summary,0.0348069812902491,INTERP + EVENT,INTERP + EVENT,12.0,both,0.0,0.4731568704452059,,
199-D8-6__ITER2,199-D8-6,2,12.0,ULAG,0.9385243979921449,0.7216674523045227,1.0,126.93667446120637,130.4120136977731,-61.46833723060318,42,3,INTERP+EVENT,True,17.034751470706123,-0.11307603962706987,0.0,1.9151360327949805,199-D8-6,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,12.0,both,0.0,0.9385243979921449,,
199-D8-70__ITER1,199-D8-70,1,1.0,ULAG,0.11960594461574259,0.020517033940130738,1.0,28.131665194981835,28.73683538096993,-12.065832597490918,10,0,INTERP+EVENT,True,52.682964621845265,-0.4136495790411702,0.0,0.36128663737960987,199-D8-70,1.0,Trend_Summary,0.0652842876859334,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.054321656929809184,,
199-D8-70__ITER2,199-D8-70,2,1.0,ULAG,0.9999595344542281,0.9985643986217415,1.0,74.94684572750458,77.38459737724098,-35.47342286375229,25,0,INTERP+EVENT,True,2.602242112766758,-0.0014400247522764632,0.0,0.6925988790286672,199-D8-70,2.0,Trend_Summary,7.45261031889211e-05,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.9998850083510392,,
199-D8-70__ITER3,199-D8-70,3,1.0,ULAG,0.009667999744816025,1.1989873146944493e-05,1.0,14.587271779794222,14.479092077904848,-5.293635889897111,7,0,INTERP+EVENT,True,147.03642295651392,-1.245506994832608,0.0,0.24882646735837533,199-D8-70,3.0,Trend_Summary,5.24834362777282e-05,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.009615516308538297,,
199-D8-71__ITER1,199-D8-71,1,1.0,ULAG,,,,,,,6,0,INTERP+EVENT,False,,,,,199-D8-71,1.0,Trend_Summary,,,,,both,,,,
199-D8-71__ITER2,199-D8-71,2,1.0,ULAG,0.3940897729660192,0.16740442859299332,1.0,118.09563435562757,121.47339326385544,-57.04781717781378,40,1,INTERP+EVENT,True,-19.748977987459316,0.19471576226517132,0.0,0.8471777819844333,199-D8-71,2.0,Trend_Summary,1.54511200924912e-05,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.3940743218459267,,
199-D8-72__ITER1,199-D8-72,1,2.0,ULAG,0.0023883332019181136,0.00015598223504141055,1.0,91.25137820153921,94.36207432451803,-43.625689100769605,35,0,INTERP+EVENT,True,28.062175501913636,-0.18158479111429474,0.0,0.2114140299967974,199-D8-72,1.0,Trend_Summary,3.00508924611087e-06,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.0023853281126720027,,
199-D8-72__ITER2,199-D8-72,2,2.0,ULAG,0.009632121266898497,0.001150908198666894,1.0,64.30712238407583,66.66323004477172,-30.153561192037913,24,4,INTERP+EVENT,True,-224.09651859730113,1.9255963909208649,0.0,1.9344350630304552,199-D8-72,2.0,Trend_Summary,7.67709317228693e-08,INTERP + EVENT,INTERP + EVENT,2.0,both,0.0,0.009632044495966774,,
199-D8-73__ITER1,199-D8-73,1,18.0,ULAG,0.7052721314248362,0.7266756159754708,1.0,23.166796367608544,23.05861666571917,-9.583398183804272,7,0,INTERP+EVENT,True,9.073556579945018,-0.03160738982467395,0.0,0.08810809967324404,199-D8-73,1.0,Trend_Summary,0.0008965241797765,INTERP + EVENT,INTERP + EVENT,18.0,both,0.0,0.7043756072450598,,
199-D8-73__ITER2,199-D8-73,2,18.0,ULAG,,,,,,,63,0,INTERP+EVENT,False,,,,,199-D8-73,2.0,Trend_Summary,1.1161571666917801e-10,INTERP + EVENT,INTERP + EVENT,18.0,both,0.0,,,
199-D8-73__ITER3,199-D8-73,3,18.0,ULAG,0.24062652034450926,0.08547324315494112,1.0,140.3510987609881,144.05139396440822,-68.17554938049405,47,9,INTERP+EVENT,True,29.681005272070795,-0.2425692950695478,0.0,0.7603000832722563,199-D8-73,3.0,Trend_Summary,0.559267990138708,INTERP + EVENT,INTERP + EVENT,18.0,both,0.0,-0.3186414697941987,,
199-D8-88__ITER1,199-D8-88,1,8.0,ULAG,0.8047219052958774,0.8240683903516393,1.0,34.78213068948649,35.57792123508324,-15.391065344743247,11,0,INTERP+EVENT,True,22.086448895007244,-0.1491547730801385,0.0,0.5808013995487868,199-D8-88,1.0,Trend_Summary,0.0188602999332472,INTERP + EVENT,INTERP + EVENT,8.0,both,0.0,0.7858616053626302,,
199-D8-88__ITER2,199-D8-88,2,8.0,ULAG,,0.14772497876367394,1.0,222.9575819824926,227.64519282619997,-109.4787909912463,77,1,INTERP+EVENT,True,-20.11056019393764,0.2043067671393509,0.0,1.1783980047116795,199-D8-88,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,8.0,both,0.0,,,
199-D8-88__ITER3,199-D8-88,3,8.0,ULAG,0.8547709639719165,0.5779353011745114,1.0,239.17628485042013,243.9403381197679,-117.58814242521007,80,18,INTERP+EVENT,True,8.279552869180613,-0.06290588756825813,0.0,0.9179741127356194,199-D8-88,3.0,Trend_Summary,0.600704410993758,INTERP + EVENT,INTERP + EVENT,8.0,both,0.0,0.2540665529781585,,
199-D8-89__ITER1,199-D8-89,1,,NONE,,,,,,,190,9,INTERP+EVENT,False,,,,,199-D8-89,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,10.0,both,,,,
199-D8-90__ITER1,199-D8-90,1,,NONE,,,,,,,81,1,INTERP+EVENT,False,,,,,199-D8-90,1.0,Trend_Summary,3.33066907387547e-16,INTERP + EVENT,INTERP + EVENT,70.0,both,,,,
199-D8-90__ITER2,199-D8-90,2,,NONE,,,,,,,112,6,INTERP+EVENT,False,,,,,199-D8-90,2.0,Trend_Summary,0.0761280167298672,INTERP + EVENT,INTERP + EVENT,66.0,both,,,,
199-D8-91__ITER1,199-D8-91,1,,NONE,,,,,,,81,0,INTERP+EVENT,False,,,,,199-D8-91,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,2.0,both,,,,
199-D8-91__ITER2,199-D8-91,2,,NONE,,,,,,,108,3,INTERP+EVENT,False,,,,,199-D8-91,2.0,Trend_Summary,0.192376260275713,INTERP + EVENT,INTERP + EVENT,2.0,both,,,,
199-D8-93__ITER1,199-D8-93,1,1.0,ULAG,0.953455189642726,0.9365346479910723,1.0,46.472830294737705,47.888930696942126,-21.236415147368852,15,0,INTERP+EVENT,True,11.441801793360451,-0.0761454256892214,0.0,0.61026109976636,199-D8-93,1.0,Trend_Summary,0.0608789564042709,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.8925762332384551,,
199-D8-94__ITER1,199-D8-94,1,1.0,ULAG,0.03652957937336354,0.5388447617030698,1.0,37.11101302414153,38.389127683372045,-16.555506512070764,14,0,INTERP+EVENT,True,-86.94718637311662,0.7693823348471021,0.0,0.5863385225618614,199-D8-94,1.0,Trend_Summary,0.0072627331503407,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,0.029266846223022842,,
199-D8-95__ITER1,199-D8-95,1,,NONE,,,,,,,258,2,INTERP+EVENT,False,,,,,199-D8-95,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,19.0,both,,,,
199-D8-96__ITER1,199-D8-96,1,,NONE,,,,,,,193,0,INTERP+EVENT,False,,,,,199-D8-96,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,18.0,both,,,,
199-D8-97__ITER1,199-D8-97,1,,NONE,,,,,,,198,0,INTERP+EVENT,False,,,,,199-D8-97,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,11.0,both,,,,
199-D8-98__ITER1,199-D8-98,1,,NONE,,,,,,,181,1,INTERP+EVENT,False,,,,,199-D8-98,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,19.0,both,,,,
199-D8-99__ITER1,199-D8-99,1,,NONE,,,,,,,104,3,INTERP+EVENT,False,,,,,199-D8-99,1.0,Trend_Summary,5.10347604977257e-05,INTERP + EVENT,INTERP + EVENT,28.0,both,,,,
199-H1-1__ITER1,199-H1-1,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-1,1.0,Trend_Summary,,,,,both,,,,
199-H1-1__ITER2,199-H1-1,2,,NONE,,,,,,,189,0,INTERP+EVENT,False,,,,,199-H1-1,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,34.0,both,,,,
199-H1-2__ITER1,199-H1-2,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-2,1.0,Trend_Summary,,,,,both,,,,
199-H1-2__ITER2,199-H1-2,2,,NONE,,,,,,,164,0,INTERP+EVENT,False,,,,,199-H1-2,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,30.0,both,,,,
199-H1-35__ITER1,199-H1-35,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-35,1.0,Trend_Summary,,,,,both,,,,
199-H1-35__ITER2,199-H1-35,2,,NONE,,,,,,,193,19,INTERP+EVENT,False,,,,,199-H1-35,2.0,Trend_Summary,2.9976021664879203e-15,INTERP + EVENT,INTERP + EVENT,8.0,both,,,,
199-H1-36__ITER1,199-H1-36,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-36,1.0,Trend_Summary,,,,,both,,,,
199-H1-36__ITER2,199-H1-36,2,,NONE,,,,,,,173,0,INTERP+EVENT,False,,,,,199-H1-36,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,33.0,both,,,,
199-H1-37__ITER1,199-H1-37,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-37,1.0,Trend_Summary,,,,,both,,,,
199-H1-37__ITER2,199-H1-37,2,,NONE,,,,,,,124,20,INTERP+EVENT,False,,,,,199-H1-37,2.0,Trend_Summary,9.193013017494419e-11,INTERP + EVENT,INTERP + EVENT,4.0,both,,,,
199-H1-38__ITER1,199-H1-38,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-38,1.0,Trend_Summary,,,,,both,,,,
199-H1-38__ITER2,199-H1-38,2,,NONE,,,,,,,112,17,INTERP+EVENT,False,,,,,199-H1-38,2.0,Trend_Summary,5.24025267623074e-14,INTERP + EVENT,INTERP + EVENT,25.0,both,,,,
199-H1-40__ITER1,199-H1-40,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-40,1.0,Trend_Summary,,,,,both,,,,
199-H1-40__ITER2,199-H1-40,2,,NONE,,,,,,,86,15,INTERP+EVENT,False,,,,,199-H1-40,2.0,Trend_Summary,3.27051393558264e-05,INTERP + EVENT,INTERP + EVENT,6.0,both,,,,
199-H1-42__ITER1,199-H1-42,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-42,1.0,Trend_Summary,,,,,both,,,,
199-H1-42__ITER2,199-H1-42,2,,NONE,,,,,,,181,6,INTERP+EVENT,False,,,,,199-H1-42,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,14.0,both,,,,
199-H1-43__ITER1,199-H1-43,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,,199-H1-43,1.0,Trend_Summary,,,,,both,,,,
199-H1-43__ITER2,199-H1-43,2,,NONE,,,,,,,187,4,INTERP+EVENT,False,,,,,199-H1-43,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,8.0,both,,,,
199-H1-45__ITER1,199-H1-45,1,,NONE,,,,,,,4,0,INTERP+EVENT,False,,,,,199-H1-45,1.0,Trend_Summary,,,,,both,,,,
199-H1-45__ITER2,199-H1-45,2,,NONE,,,,,,,55,8,INTERP+EVENT,False,,,,,199-H1-45,2.0,Trend_Summary,3.41893520627856e-06,INTERP + EVENT,INTERP + EVENT,43.0,both,,,,
199-H1-45__ITER3,199-H1-45,3,,NONE,,,,,,,125,5,INTERP+EVENT,False,,,,,199-H1-45,3.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,21.0,both,,,,
199-H1-46__ITER1,199-H1-46,1,,NONE,,,,,,,101,1,INTERP+EVENT,False,,,,,199-H1-46,1.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,10.0,both,,,,
199-H1-47__ITER1,199-H1-47,1,,NONE,,,,,,,63,0,INTERP+EVENT,False,,,,,199-H1-47,1.0,Trend_Summary,0.0001006445239777,INTERP + EVENT,INTERP + EVENT,83.0,both,,,,
199-H1-48__ITER1,199-H1-48,1,,NONE,,,,,,,60,0,INTERP+EVENT,False,,,,,199-H1-48,1.0,Trend_Summary,1.23498667958799e-08,INTERP + EVENT,INTERP + EVENT,24.0,both,,,,
199-H1-49__ITER1,199-H1-49,1,,NONE,,,,,,,76,2,INTERP+EVENT,False,,,,,199-H1-49,1.0,Trend_Summary,0.0001205786101262,INTERP + EVENT,INTERP + EVENT,0.0,both,,,,
199-H1-4__ITER1,199-H1-4,1,,NONE,,,,,,,2,0,INTERP+EVENT,False,,,,,199-H1-4,1.0,Trend_Summary,,,,,both,,,,
199-H1-4__ITER2,199-H1-4,2,,NONE,,,,,,,95,0,INTERP+EVENT,False,,,,,199-H1-4,2.0,Trend_Summary,0.0,INTERP + EVENT,INTERP + EVENT,59.0,both,,,,
199-H1-50__ITER1,199-H1-50,1,0.0,NONE,1.0,,1.0,47.83884346477717,48.61143218701695,-22.919421732388585,16,1,EVENT,True,1.0932030158532227,,0.0,0.2772129623053789,199-H1-50,1.0,Trend_Summary,0.167731964796282,EVENT,EVENT,0.0,both,0.0,0.832268035203718,,
199-H1-51__ITER1,199-H1-51,1,,NONE,,,,,,,39,0,INTERP+EVENT,False,,,,,199-H1-51,1.0,Trend_Summary,0.0245928754050471,INTERP + EVENT,INTERP + EVENT,88.0,both,,,,
199-H1-7__ITER1,199-H1-7,1,6.0,ULAG,,,,,,,1,0,INTERP+EVENT,False,,,,,199-H1-7,1.0,Trend_Summary,,,,,both,,,,
199-H1-7__ITER2,199-H1-7,2,6.0,ULAG,0.5454941934010495,0.26554101380085093,1.0,56.57601809706217,58.56748264417015,-26.288009048531084,20,7,INTERP+EVENT,True,-21.715693964883926,0.19754936927830988,0.0,0.8725460795117791,199-H1-7,2.0,Trend_Summary,0.162986640695455,INTERP + EVENT,INTERP + EVENT,6.0,both,0.0,0.38250755270559456,,
199-H2-1__ITER1,199-H2-1,1,0.0,NONE,1.0,,1.0,59.29610272604069,60.29183499959468,-28.648051363020343,20,7,EVENT,True,1.5726079106508304,,0.0,1.1380672015001838,199-H2-1,1.0,Trend_Summary,2.26259876834334e-06,EVENT,EVENT,0.0,both,0.0,0.9999977374012317,,
199-H2-1__ITER2,199-H2-1,2,0.0,NONE,1.0,,1.0,67.27117252741493,68.40666674334409,-32.63558626370747,23,0,EVENT,True,2.6137402407838195,,0.0,0.2904872133395319,199-H2-1,2.0,Trend_Summary,1.40801076353725e-08,EVENT,EVENT,0.0,both,0.0,0.9999999859198924,,
199-H3-10__ITER1,199-H3-10,1,0.0,NONE,1.0,,1.0,64.57833242648833,65.8364289645098,-31.289166213244165,26,5,EVENT,True,1.169937210690745,,0.0,0.34792732763429746,199-H3-10,1.0,Trend_Summary,0.103672100624709,EVENT,EVENT,0.0,both,0.0,0.896327899375291,,
199-H3-11__ITER1,199-H3-11,1,80.0,ULAG,0.40333174308019015,0.6117477259712718,1.0,36.238533053224906,37.20834635280091,-16.119266526612453,12,0,INTERP+EVENT,True,29.075155974672587,-0.2357636475792491,0.0,0.32494588819753667,199-H3-11,1.0,Trend_Summary,0.0211386558636976,INTERP + EVENT,INTERP + EVENT,80.0,both,0.0,0.38219308721649253,,
199-H3-12__ITER1,199-H3-12,1,0.0,NONE,1.0,,1.0,38.89240186332149,39.457351220783025,-18.446200931660744,13,0,EVENT,True,4.763239387946282,,0.0,1.0734301155018688,199-H3-12,1.0,Trend_Summary,5.24269516688491e-11,EVENT,EVENT,0.0,both,0.0,0.999999999947573,,
199-H3-13__ITER1,199-H3-13,1,0.0,NONE,1.0,,1.0,41.73027892973084,42.36933625934609,-19.86513946486542,14,0,EVENT,True,4.778970468586496,,0.0,0.6520579213637777,199-H3-13,1.0,Trend_Summary,0.000280499483115,EVENT,EVENT,0.0,both,0.0,0.999719500516885,,
199-H3-15__ITER1,199-H3-15,1,0.0,NONE,1.0,,1.0,24.703016531274763,24.782458072954597,-11.351508265637381,8,0,EVENT,True,4.451548182667285,,0.0,0.4739740185722774,199-H3-15,1.0,Trend_Summary,0.0662009473709098,EVENT,EVENT,0.0,both,0.0,0.9337990526290902,,
199-H3-21__ITER1,199-H3-21,1,8.0,ULAG,0.0005645357178368782,1.3146220002706256e-05,1.0,96.88031471761172,100.15548703706449,-46.44015735880586,38,0,INTERP+EVENT,True,33.71727647696278,-0.2654362934450128,0.0,0.34233474388878626,199-H3-21,1.0,Trend_Summary,5.10875506898323e-07,INTERP + EVENT,INTERP + EVENT,8.0,both,0.0,0.0005640248423299798,,
199-H3-22__ITER1,199-H3-22,1,0.0,NONE,,,,,,,70,0,EVENT,False,,,,,199-H3-22,1.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,,,
199-H3-25__ITER1,199-H3-25,1,,NONE,,,,,,,1,0,INTERP+EVENT,False,,,,,199-H3-25,1.0,Trend_Summary,,,,,both,,,,
199-H3-25__ITER2,199-H3-25,2,,NONE,,,,,,,84,1,INTERP+EVENT,False,,,,,199-H3-25,2.0,Trend_Summary,0.016653455913519,INTERP + EVENT,INTERP + EVENT,29.0,both,,,,
199-H3-26__ITER1,199-H3-26,1,,NONE,,,,,,,50,4,INTERP+EVENT,False,,,,,199-H3-26,1.0,Trend_Summary,0.005970737328551,INTERP + EVENT,INTERP + EVENT,43.0,both,,,,
199-H3-28__ITER1,199-H3-28,1,0.0,NONE,1.0,,1.0,240.38167357838503,242.81249037722836,-119.19083678919252,84,0,EVENT,True,3.560837489698996,,0.0,0.5473272328999296,199-H3-28,1.0,Trend_Summary,1.33226762955019e-15,EVENT,EVENT,0.0,both,0.0,0.9999999999999987,,
199-H3-29__ITER1,199-H3-29,1,0.0,NONE,,,,,,,91,0,EVENT,False,,,,,199-H3-29,1.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,,,
199-H3-2A__ITER1,199-H3-2A,1,9.0,ULAG,0.8910190755165871,0.6341790244659308,1.0,42.32102457437449,43.45092328929756,-19.160512287187245,13,1,INTERP+EVENT,True,11.14913086090058,-0.0805925755542073,0.0,0.6025660533277721,199-H3-2A,1.0,Trend_Summary,0.741517801788844,INTERP + EVENT,INTERP + EVENT,9.0,both,0.0,0.14950127372774313,,
199-H3-2A__ITER2,199-H3-2A,2,9.0,ULAG,0.5553766355116547,0.2588884113791301,1.0,90.4260461369222,93.70121845637496,-43.2130230684611,38,21,INTERP+EVENT,True,19.534459102441467,-0.16395653312653868,0.0,0.7338439829387384,199-H3-2A,2.0,Trend_Summary,,,,,both,,,,
199-H3-2C__ITER1,199-H3-2C,1,0.0,NONE,1.0,,1.0,47.406033062549525,48.17862178478931,-22.703016531274763,16,0,EVENT,True,4.025265092620045,,0.0,0.27227985748268957,199-H3-2C,1.0,Trend_Summary,0.447884672815899,EVENT,EVENT,0.0,both,0.0,0.5521153271841011,,
199-H3-2C__ITER2,199-H3-2C,2,0.0,NONE,,,,,,,211,0,EVENT,False,,,,,199-H3-2C,2.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,,,
199-H3-30__ITER1,199-H3-30,1,0.0,NONE,1.0,,1.0,41.73027892973084,42.36933625934609,-19.86513946486542,14,0,EVENT,True,4.893638615031519,,0.0,0.13761811127151985,199-H3-30,1.0,Trend_Summary,0.753398479699694,EVENT,EVENT,0.0,both,0.0,0.24660152030030602,,
199-H3-31__ITER1,199-H3-31,1,0.0,NONE,0.9999999524423742,,1.0,23.313404419640346,23.39284596132018,-10.656702209820173,8,4,EVENT,True,0.924001414435502,,0.0,0.42700996242075506,199-H3-31,1.0,Trend_Summary,0.809098966450576,EVENT,EVENT,0.0,both,0.0,0.19090098599179817,,
199-H3-32__ITER1,199-H3-32,1,0.0,NONE,,,,,,,2,0,EVENT,False,,,,,199-H3-32,1.0,Trend_Summary,,,,,both,,,,
199-H3-32__ITER2,199-H3-32,2,0.0,NONE,1.0,,1.0,38.892401863321496,39.45735122078303,-18.446200931660748,13,0,EVENT,True,5.4093395982469685,,0.0,0.15237163148742006,199-H3-32,2.0,Trend_Summary,0.974354123127728,EVENT,EVENT,0.0,both,0.0,0.025645876872272044,,
199-H3-33__ITER1,199-H3-33,1,0.0,NONE,1.0,,1.0,132.5423450548299,134.370986451319,-65.27117252741495,46,0,EVENT,True,4.817615604864766,,0.0,0.4176347994450953,199-H3-33,1.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,1.0,,
199-H3-34__ITER1,199-H3-34,1,0.0,NONE,1.0,,1.0,24.703016531274763,24.782458072954597,-11.351508265637381,8,0,EVENT,True,2.5892717808379797,,0.0,0.5908816933920461,199-H3-34,1.0,Trend_Summary,0.230023726165689,EVENT,EVENT,0.0,both,0.0,0.769976273834311,,
199-H3-35__ITER1,199-H3-35,1,0.0,NONE,1.0,,1.0,98.48782025791775,100.01418078253391,-48.24391012895887,34,0,EVENT,True,3.856920241519721,,0.0,0.1720125737492169,199-H3-35,1.0,Trend_Summary,0.0324183719625205,EVENT,EVENT,0.0,both,0.0,0.9675816280374795,,
199-H3-36__ITER1,199-H3-36,1,0.0,NONE,1.0,,1.0,101.01304291735434,102.5394034419705,-49.50652145867717,34,1,EVENT,True,2.4801106944264304,,0.0,0.758069934749128,199-H3-36,1.0,Trend_Summary,0.0023077493195569,EVENT,EVENT,0.0,both,0.0,0.9976922506804431,,
199-H3-37__ITER1,199-H3-37,1,0.0,NONE,1.0,,1.0,92.81206612509905,94.27780202789877,-45.406033062549525,32,0,EVENT,True,4.991409029405559,,0.0,0.09320066423816156,199-H3-37,1.0,Trend_Summary,2.20750304888995e-05,EVENT,EVENT,0.0,both,0.0,0.9999779249695111,,
199-H3-38__ITER1,199-H3-38,1,0.0,NONE,1.0,,1.0,98.48782025791775,100.01418078253391,-48.24391012895887,34,0,EVENT,True,4.8001157128270195,,0.0,0.08951406160128964,199-H3-38,1.0,Trend_Summary,0.0063656551985714,EVENT,EVENT,0.0,both,0.0,0.9936343448014286,,
199-H3-39__ITER1,199-H3-39,1,0.0,NONE,1.0,,1.0,89.97418905868972,91.40817626317487,-43.98709452934486,31,0,EVENT,True,4.861426528412862,,0.0,0.09997953625084662,199-H3-39,1.0,Trend_Summary,0.443725825034332,EVENT,EVENT,0.0,both,0.0,0.556274174965668,,
199-H3-3__ITER1,199-H3-3,1,83.0,ULAG,0.6670153694216394,0.7496985960843146,1.0,34.40676334906112,35.20255389465787,-15.203381674530563,11,0,INTERP+EVENT,True,-3.7612087307483226,0.06355074633492172,0.0,0.27195391438714406,199-H3-3,1.0,Trend_Summary,0.0004146056747753,INTERP + EVENT,INTERP + EVENT,83.0,both,0.0,0.6666007637468642,,
199-H3-3__ITER2,199-H3-3,2,83.0,ULAG,0.619022169457996,0.3240444540230153,1.0,79.37631564876332,81.96798938077198,-37.68815782438166,27,3,INTERP+EVENT,True,-16.28015107189815,0.15797110638918338,0.0,0.6871717320438744,199-H3-3,2.0,Trend_Summary,2.5140690467218e-06,INTERP + EVENT,INTERP + EVENT,83.0,both,0.0,0.6190196553889493,,
199-H3-5__ITER1,199-H3-5,1,88.0,ULAG,0.5673106274074,0.3376848327032098,1.0,36.92082823388422,37.890641533460226,-16.46041411694211,12,0,INTERP+EVENT,True,-1.1741851690468215,0.04650842311275033,0.0,0.16928496184727015,199-H3-5,1.0,Trend_Summary,0.0155425856137247,INTERP + EVENT,INTERP + EVENT,88.0,both,0.0,0.5517680417936753,,
199-H3-5__ITER2,199-H3-5,2,88.0,ULAG,0.4563826573928804,0.18807992259595774,1.0,30.809923343259154,31.415093529247244,-13.404961671629577,10,0,INTERP+EVENT,True,-50.93307004095587,0.46020929239010444,0.0,1.142692761189299,199-H3-5,2.0,Trend_Summary,0.0077612118352328,INTERP + EVENT,INTERP + EVENT,88.0,both,0.0,0.4486214455576476,,
199-H3-5__ITER3,199-H3-5,3,88.0,ULAG,,,,,,,6,1,INTERP+EVENT,False,,,,,199-H3-5,3.0,Trend_Summary,,,,,both,,,,
199-H3-5__ITER4,199-H3-5,4,88.0,ULAG,0.4018255109405575,0.35767214544646764,1.0,22.04166479090983,21.933485089020458,-9.020832395454915,7,0,INTERP+EVENT,True,-32.82627606992095,0.3067165604996639,0.0,0.3938544132721968,199-H3-5,4.0,Trend_Summary,0.313173845215531,INTERP + EVENT,INTERP + EVENT,88.0,both,0.0,0.08865166572502653,,
199-H3-6__ITER1,199-H3-6,1,3.0,ULAG,0.1806524278737055,0.050202150869933175,1.0,47.21510607612467,49.103984034457554,-21.607553038062335,19,3,INTERP+EVENT,True,-27.232994367639016,0.24581621603591275,0.0,0.4983279196778558,199-H3-6,1.0,Trend_Summary,2.16795484031529e-06,INTERP + EVENT,INTERP + EVENT,3.0,both,0.0,0.18065025991886519,,
199-H3-6__ITER2,199-H3-6,2,3.0,ULAG,0.84890353942736,0.5664111048279661,1.0,29.213274166046133,29.607723320718573,-12.606637083023067,9,0,INTERP+EVENT,True,-16.899158523272682,0.16177496688599557,0.0,0.339125376739075,199-H3-6,2.0,Trend_Summary,1.83777391687956e-05,INTERP + EVENT,INTERP + EVENT,3.0,both,0.0,0.8488851616881912,,
199-H3-9__ITER1,199-H3-9,1,0.0,NONE,,,,,,,92,0,EVENT,False,,,,,199-H3-9,1.0,Trend_Summary,0.0,EVENT,EVENT,0.0,both,0.0,,,
199-H3-9__ITER2,199-H3-9,2,0.0,NONE,1.0,,1.0,180.78625518378877,182.9293899101803,-89.39312759189438,63,0,EVENT,True,3.0342656982283214,,0.0,0.23378380003183075,199-H3-9,2.0,Trend_Summary,0.829470809941854,EVENT,EVENT,0.0,both,0.0,0.17052919005814604,,
199-H4-10__ITER1,199-H4-10,1,1.0,ULAG,0.0016870875685000009,3.786922686431195e-06,1.0,27.145940168441605,28.115753468017605,-11.572970084220803,12,1,INTERP+EVENT,True,74.18132268883434,-0.6193168170566771,0.0,0.5087125926470754,199-H4-10,1.0,Trend_Summary,0.0052488632376493,INTERP + EVENT,INTERP + EVENT,1.0,both,0.0,-0.003561775669149299,,
199-H4-10__ITER2,199-H4-10,2,1.0,ULAG,0.2998453903483136,0.18036033209411484,1.0,66.79633657602005,69.46074559637046,-31.398168288010023,28,16,INTERP+EVENT,True,66.08353874870637,-0.5674773018062504,0.0,1.018601643278244,199-H4-10,2.0,Trend_Summary,,,,,both,,,,
