"KEY","WELL","ITER","CLASS","IS_S4","FIT_OBJECT_PRESENT","p_trend","COD","AIC","BIC","df","LAG","logLik","sigma","SUM_rows","SUM_cols","beta_intercept","beta_interp","beta_event","p_interp","p_event","se_intercept","se_interp","se_event","FIT_OK","FAIL_REASON"
"199-D2-11__ITER1","199-D2-11",1,"Trend_Summary",TRUE,TRUE,0.885103047635319,"0.0516123848709707",NA,NA,26,58,NA,NA,4,4,3.2993445047479,-0.0247733982110979,9.72330720589468e-05,NA,NA,10.0531490844528,0.0817446699392867,0.000239148398867938,TRUE,NA
"199-D2-11__ITER2","199-D2-11",2,"Trend_Summary",TRUE,TRUE,1.72143012067139e-08,"0.0795599822105109",NA,NA,14,58,NA,NA,4,4,-16.7392214815582,0.060918142181584,0.000758921364551911,NA,NA,4.77905201813545,0.0344981714406,7.64223446538878e-05,TRUE,NA
"199-D2-11__ITER3","199-D2-11",3,"Trend_Summary",TRUE,TRUE,NA,"0.014448032987867",NA,NA,NA,58,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D2-12__ITER1","199-D2-12",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D2-12__ITER2","199-D2-12",2,"Trend_Summary",TRUE,TRUE,0.223404644078907,"0.433091590344545",NA,NA,6,52,NA,NA,4,4,30.6880889459262,-0.224898530655162,-0.000144440346419041,NA,NA,15.5013146573111,0.122945555619801,0.000126241825182533,TRUE,NA
"199-D2-14__ITER1","199-D2-14",1,"Trend_Summary",TRUE,TRUE,0.00816999757123005,"-0.219903873542863",NA,NA,13,48,NA,NA,4,4,-82.4848774518426,0.0883873213030146,0.00380920078632088,NA,NA,43.8146826416088,0.269036390580132,0.00112998374680013,TRUE,NA
"199-D3-2__ITER1","199-D3-2",1,"Trend_Summary",TRUE,TRUE,7.16855927729299e-07,"-0.129646288425302",NA,NA,24,7,NA,NA,4,4,94.87905967952,-0.746231766700769,-0.000327647393724401,NA,NA,15.7565636093813,0.131765341608239,0.000118628590978496,TRUE,NA
"199-D3-2__ITER2","199-D3-2",2,"Trend_Summary",TRUE,TRUE,0.00242929675534165,"0.330177806355913",NA,NA,4,7,NA,NA,4,4,-8.75936799672646,0.11053240583542,-0.000114288622296733,NA,NA,10.4426056231682,0.085068037735223,3.9049832860789e-05,TRUE,NA
"199-D3-5__ITER1","199-D3-5",1,"Trend_Summary",TRUE,TRUE,0.0193253507261356,"-0.316624336306474",NA,NA,23,15,NA,NA,4,4,18.8580867049985,-0.104308445148669,-0.000274727578458336,NA,NA,16.2781050753764,0.131013648205096,9.57601104878552e-05,TRUE,NA
"199-D3-7__ITER1","199-D3-7",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-1__ITER1","199-D4-1",1,"Trend_Summary",TRUE,TRUE,0.00140757860450214,"-0.185496193641721",NA,NA,12,4,NA,NA,4,4,153.860539814301,-1.34668872280697,0.000417816956618041,NA,NA,44.8756804886627,0.38042774072737,0.000258082264921098,TRUE,NA
"199-D4-1__ITER2","199-D4-1",2,"Trend_Summary",TRUE,TRUE,0.00126379094688545,"0.470173932628733",NA,NA,3,4,NA,NA,4,4,-7.61940551927852,0.146430875138518,-0.000370615042957102,NA,NA,16.3267586673776,0.139352795974582,5.95897330497455e-05,TRUE,NA
"199-D4-101__ITER1","199-D4-101",1,"Trend_Summary",TRUE,TRUE,0,"0.167320187816712",NA,NA,69,32,NA,NA,4,4,-25.3054062616873,0.350949117700341,-0.000778077244164316,NA,NA,10.1083209170183,0.0828460000157823,7.9765462515261e-05,TRUE,NA
"199-D4-102__ITER1","199-D4-102",1,"Trend_Summary",TRUE,TRUE,8.34501180602132e-07,"0.876751948174189",NA,NA,5,22,NA,NA,4,4,39.9568433248008,0.510590818122839,-0.00562223608863649,NA,NA,14.2204025957433,0.111865527488346,0.000487610454050681,TRUE,NA
"199-D4-102__ITER2","199-D4-102",2,"Trend_Summary",TRUE,TRUE,0.0931975558736839,"0.80879121796479",NA,NA,4,22,NA,NA,4,4,-60.0055654749313,0.435011972024519,0.000523986798242087,NA,NA,31.3419357972671,0.243786643319631,0.000199480113130996,TRUE,NA
"199-D4-103__ITER1","199-D4-103",1,"Trend_Summary",TRUE,TRUE,0.135580470242915,"0.491808727700992",NA,NA,9,55,NA,NA,4,4,-67.5388451375119,0.533769853821687,0.000348447638746629,NA,NA,31.9970300064796,0.247267621779506,0.000261514403679963,TRUE,NA
"199-D4-13__ITER1","199-D4-13",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-13__ITER2","199-D4-13",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-14__ITER1","199-D4-14",1,"Trend_Summary",TRUE,TRUE,0.269039949507689,"-0.475290985125604",NA,NA,7,21,NA,NA,4,4,133.779993370451,-0.992401972102608,-0.000980399665480824,NA,NA,76.1966043727951,0.586210607546898,0.00130923971838033,TRUE,NA
"199-D4-14__ITER2","199-D4-14",2,"Trend_Summary",TRUE,TRUE,2.23796676949162e-05,"-0.180171660754822",NA,NA,162,21,NA,NA,4,4,42.8960865730238,-0.327086767138949,-0.000129884534932665,NA,NA,8.73053982921802,0.0719903031366719,4.51675992777103e-05,TRUE,NA
"199-D4-19__ITER1","199-D4-19",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-19__ITER2","199-D4-19",2,"Trend_Summary",TRUE,TRUE,4.98758446958458e-05,"0.152518456549095",NA,NA,24,11,NA,NA,4,4,-165.661489386342,1.33713968050908,0.000564009746601381,NA,NA,41.6564259500818,0.330477401968191,0.000202595148424722,TRUE,NA
"199-D4-22__ITER1","199-D4-22",1,"Trend_Summary",TRUE,TRUE,0.0924775760467332,"0.183065092385984",NA,NA,5,21,NA,NA,4,4,51.772284115801,-0.336928158643305,-0.000376138052111656,NA,NA,18.7782851543319,0.150341890901033,0.00023194881305536,TRUE,NA
"199-D4-22__ITER2","199-D4-22",2,"Trend_Summary",TRUE,TRUE,7.45240785748891e-08,"-0.594885137954906",NA,NA,24,21,NA,NA,4,4,48.4877113954687,-0.249156873198992,-0.000888675099780218,NA,NA,28.7239725498242,0.229857592308323,0.000141638585725832,TRUE,NA
"199-D4-23__ITER1","199-D4-23",1,"Trend_Summary",TRUE,TRUE,0.513506743813254,"0.60597280966592",NA,NA,6,1,NA,NA,4,4,-18.9383772809737,0.164511818834354,0.000199155964394665,NA,NA,19.1183874760016,0.137796156214537,0.000377993864375911,TRUE,NA
"199-D4-23__ITER2","199-D4-23",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-27__ITER1","199-D4-27",1,"Trend_Summary",TRUE,TRUE,2.30847921369737e-05,"-0.586582575808393",NA,NA,23,27,NA,NA,4,4,250.794298528939,-1.73111925180301,-0.00296332554670832,NA,NA,43.6151951975881,0.327160156133959,0.000847237299385751,TRUE,NA
"199-D4-27__ITER2","199-D4-27",2,"Trend_Summary",TRUE,TRUE,0.254333606129071,"0.208302821340616",NA,NA,6,27,NA,NA,4,4,84.9536980844853,-0.649294967992333,-0.000381812120462573,NA,NA,58.3186598993903,0.475319466737553,0.000216246341794294,TRUE,NA
"199-D4-31__ITER1","199-D4-31",1,"Trend_Summary",TRUE,TRUE,0.000580916004143561,"-0.57589330503273",NA,NA,20,20,NA,NA,4,4,120.194448060435,-0.873934183768609,-0.000816192118346815,NA,NA,25.3208867529145,0.197851474783797,0.000578047543818961,TRUE,NA
"199-D4-31__ITER2","199-D4-31",2,"Trend_Summary",TRUE,TRUE,0.748506218521843,"-0.292055474394846",NA,NA,9,20,NA,NA,4,4,-2.77664872955012,0.0468080771065014,2.1002986914328e-05,NA,NA,7.63778734450384,0.060846162614804,4.20373747649962e-05,TRUE,NA
"199-D4-34__ITER1","199-D4-34",1,"Trend_Summary",TRUE,TRUE,8.19251483800132e-05,"-0.779998172306148",NA,NA,11,2,NA,NA,4,4,145.860789450774,-1.20451680940547,2.7965787613277e-05,NA,NA,23.6909579733766,0.202127220223394,0.00076237366591335,TRUE,NA
"199-D4-34__ITER2","199-D4-34",2,"Trend_Summary",TRUE,TRUE,1.78990156030068e-12,"-0.344697141906399",NA,NA,116,10,NA,NA,4,4,47.8080480255642,-0.334227622485197,-0.000325775199040162,NA,NA,7.63288436218806,0.0633067951469512,4.38524808177107e-05,TRUE,NA
"199-D4-38__ITER1","199-D4-38",1,"Trend_Summary",TRUE,TRUE,0.875361169352476,"0.498376617917092",NA,NA,5,1,NA,NA,4,4,25.1023987030642,-0.167469142690409,-3.78806966995023e-05,NA,NA,44.7933614086821,0.337948377709209,0.00072536994978445,TRUE,NA
"199-D4-38__ITER2","199-D4-38",2,"Trend_Summary",TRUE,TRUE,2.37365682664858e-13,"-0.528019016101529",NA,NA,184,1,NA,NA,4,4,95.1665175799247,-0.76093576161653,-0.000259091233797904,NA,NA,11.6670634450733,0.0957149540147052,5.83814228711956e-05,TRUE,NA
"199-D4-39__ITER1","199-D4-39",1,"Trend_Summary",TRUE,TRUE,0.0125413687693539,"-0.249117239851702",NA,NA,5,23,NA,NA,4,4,-18.2410863890229,-0.00933727005434233,0.00178946734952059,NA,NA,27.0820984966175,0.179534214981272,0.000591069661859563,TRUE,NA
"199-D4-39__ITER2","199-D4-39",2,"Trend_Summary",TRUE,TRUE,9.07052211118753e-13,"-0.428023134092729",NA,NA,143,23,NA,NA,4,4,57.1157259822181,-0.372488048524181,-0.000653026726846906,NA,NA,13.8454653601932,0.114216512909525,7.98320722569259e-05,TRUE,NA
"199-D4-48__ITER1","199-D4-48",1,"Trend_Summary",TRUE,TRUE,0.00198192797874319,"-0.496077406645364",NA,NA,10,6,NA,NA,4,4,229.878377307681,-1.83316740680313,-0.000809039337538538,NA,NA,58.7653534582275,0.511108956147776,0.00133627332175589,TRUE,NA
"199-D4-48__ITER2","199-D4-48",2,"Trend_Summary",TRUE,TRUE,0.0503752153576532,"-0.166365371697624",NA,NA,9,6,NA,NA,4,4,111.565790378932,-0.919339108178105,-0.000156409065464964,NA,NA,54.2520096532346,0.452976298261087,0.000122571077747029,TRUE,NA
"199-D4-50__ITER1","199-D4-50",1,"Trend_Summary",TRUE,TRUE,0.00100649915724504,"-0.625656996893305",NA,NA,11,29,NA,NA,4,4,261.845173761601,-1.78709455949848,-0.00331651048509069,NA,NA,56.9670091418199,0.451847140714276,0.00109173310495428,TRUE,NA
"199-D4-50__ITER2","199-D4-50",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-56__ITER1","199-D4-56",1,"Trend_Summary",TRUE,TRUE,0.00337715615146694,"-0.119943294458532",NA,NA,10,28,NA,NA,4,4,336.734863608224,-2.27464536809351,-0.00457692963990671,NA,NA,85.122601627378,0.657924904654437,0.00172021210932002,TRUE,NA
"199-D4-56__ITER2","199-D4-56",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-60__ITER1","199-D4-60",1,"Trend_Summary",TRUE,TRUE,0.0113305277523752,"-0.704174543295069",NA,NA,4,84,NA,NA,4,4,249.958250396399,-0.265914494379888,-0.0151095445469671,NA,NA,133.563749244926,0.579202669721915,0.00544737812876043,TRUE,NA
"199-D4-60__ITER2","199-D4-60",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-68__ITER1","199-D4-68",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-68__ITER2","199-D4-68",2,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D4-78__ITER1","199-D4-78",1,"Trend_Summary",TRUE,TRUE,0.665551754269426,"0.169593198665307",NA,NA,12,7,NA,NA,4,4,42.5845476735363,-0.254189207679458,-0.000692977689530618,NA,NA,65.220610448121,0.53457403887762,0.000830338052336691,TRUE,NA
"199-D4-78__ITER2","199-D4-78",2,"Trend_Summary",TRUE,TRUE,0.00292675392294806,"0.0346579342857022",NA,NA,10,7,NA,NA,4,4,-1.3796732001525,-0.00753118119044841,0.000241630459140401,NA,NA,14.8524333667877,0.121375855025808,6.61205791772582e-05,TRUE,NA
"199-D4-83__ITER1","199-D4-83",1,"Trend_Summary",TRUE,TRUE,0.0928118302216163,"0.839547983035255",NA,NA,5,17,NA,NA,4,4,30.5196212055832,-0.289167873396277,0.000532514035083978,NA,NA,24.6276881015353,0.185722095197362,0.00041917287829757,TRUE,NA
"199-D4-83__ITER2","199-D4-83",2,"Trend_Summary",TRUE,TRUE,6.30758580921764e-08,"-0.239069658728845",NA,NA,131,17,NA,NA,4,4,61.0570934912469,-0.467314431876131,-0.00028830863787203,NA,NA,12.0169219763395,0.10049329029512,6.41550326675826e-05,TRUE,NA
"199-D4-84__ITER1","199-D4-84",1,"Trend_Summary",TRUE,TRUE,0.0116822100761729,"-0.292050487045034",NA,NA,6,2,NA,NA,4,4,2.9336820182709,-0.0401554962495481,0.00040250214355689,NA,NA,6.73591546220324,0.0523240430772035,0.000117391636853238,TRUE,NA
"199-D4-84__ITER2","199-D4-84",2,"Trend_Summary",TRUE,TRUE,3.66373598126302e-15,"-0.745418850317214",NA,NA,52,2,NA,NA,4,4,53.2338480732125,-0.267314121029113,-0.00120121350707034,NA,NA,6.45058427731886,0.0479473520709538,0.000107553950185917,TRUE,NA
"199-D4-84__ITER3","199-D4-84",3,"Trend_Summary",TRUE,TRUE,0.00186676183926893,"-0.250114535412289",NA,NA,111,2,NA,NA,4,4,35.512254008102,-0.293977418634501,3.56211048512543e-05,NA,NA,11.0805886784249,0.090508294427269,7.07678152395576e-05,TRUE,NA
"199-D4-85__ITER1","199-D4-85",1,"Trend_Summary",TRUE,TRUE,0.107651407720469,"-0.654048353949126",NA,NA,4,8,NA,NA,4,4,-27.3248449203101,0.273935129551425,-0.000185439515450223,NA,NA,19.0045422619239,0.135591349821434,0.00040743855208207,TRUE,NA
"199-D4-85__ITER2","199-D4-85",2,"Trend_Summary",TRUE,TRUE,0.0865682851662133,"-0.0761301713071778",NA,NA,164,8,NA,NA,4,4,10.3240731645515,-0.0598184853379736,-8.11683288543256e-05,NA,NA,7.09987862072129,0.0581171475112362,3.65122269235794e-05,TRUE,NA
"199-D4-86__ITER1","199-D4-86",1,"Trend_Summary",TRUE,TRUE,0.0701478847354855,"0.735787033147814",NA,NA,4,8,NA,NA,4,4,3.39030270136176,-0.0706199029999714,0.000517647656257306,NA,NA,10.336964811271,0.0645600733574017,0.000300270502290513,TRUE,NA
"199-D4-86__ITER2","199-D4-86",2,"Trend_Summary",TRUE,TRUE,8.43889380524043e-05,"-0.486085320595976",NA,NA,27,8,NA,NA,4,4,71.4635801539133,-0.591998823200166,-2.41755191990343e-05,NA,NA,18.9229899242393,0.153596203214171,9.48852748166859e-05,TRUE,NA
"199-D4-95__ITER1","199-D4-95",1,"Trend_Summary",TRUE,TRUE,0,"-0.428574702395452",NA,NA,57,37,NA,NA,4,4,47.2745398517112,-0.14482556054548,-0.00170998311990819,NA,NA,4.91163287214527,0.0357058167862777,9.47884489127962e-05,TRUE,NA
"199-D4-95__ITER2","199-D4-95",2,"Trend_Summary",TRUE,TRUE,0.00679619721709213,"-0.2667790093291",NA,NA,81,8,NA,NA,4,4,26.2101260069144,-0.178337240233391,-0.000160725359502269,NA,NA,7.56287258051308,0.0609600180917117,7.97637134928283e-05,TRUE,NA
"199-D4-95__ITER3","199-D4-95",3,"Trend_Summary",TRUE,TRUE,7.59010856343778e-05,"-0.107584398431128",NA,NA,42,57,NA,NA,4,4,40.0170922573358,-0.335835103107988,8.84271849238693e-05,NA,NA,10.5543077751131,0.0785284662136345,0.000147626626672906,TRUE,NA
"199-D4-96__ITER1","199-D4-96",1,"Trend_Summary",TRUE,TRUE,0,"-0.495181116357331",NA,NA,109,15,NA,NA,4,4,39.3881501401901,-0.150489345311962,-0.00108154011692741,NA,NA,8.16055252194549,0.0664175715582265,7.79212352431041e-05,TRUE,NA
"199-D4-96__ITER2","199-D4-96",2,"Trend_Summary",TRUE,TRUE,0.0551209559864532,"0.178452763775216",NA,NA,63,10,NA,NA,4,4,-26.8619554881885,0.249665442027056,-5.27885528943473e-07,NA,NA,11.9736262713136,0.101504815784085,0.000111832577660957,TRUE,NA
"199-D4-97__ITER1","199-D4-97",1,"Trend_Summary",TRUE,TRUE,0,"-0.167319446563167",NA,NA,125,64,NA,NA,4,4,11.6925111466316,0.0477838678976525,-0.000865643148452623,NA,NA,7.86732613516721,0.0646036946281754,6.72829442507024e-05,TRUE,NA
"199-D4-97__ITER2","199-D4-97",2,"Trend_Summary",TRUE,TRUE,0.113208949339839,"0.0323783148931917",NA,NA,52,48,NA,NA,4,4,18.9604962547616,-0.204958466418617,0.000339449356519715,NA,NA,21.0092809009012,0.162350921201563,0.000262489370607034,TRUE,NA
"199-D4-98__ITER1","199-D4-98",1,"Trend_Summary",TRUE,TRUE,3.70814490224802e-14,"-0.535850306069522",NA,NA,188,1,NA,NA,4,4,75.7231429816879,-0.573869552019545,-0.000404484598140947,NA,NA,10.5961304908773,0.0869327098667572,5.46979597682656e-05,TRUE,NA
"199-D4-99__ITER1","199-D4-99",1,"Trend_Summary",TRUE,TRUE,0.00382923684906089,"0.0467289783825741",NA,NA,184,50,NA,NA,4,4,-23.5983185605253,0.214322288541781,-1.26846622727709e-05,NA,NA,8.76414682426699,0.0717754421616233,4.55883509899497e-05,TRUE,NA
"199-D5-101__ITER1","199-D5-101",1,"Trend_Summary",TRUE,TRUE,0,"0.0290882047122281",NA,NA,159,63,NA,NA,4,4,11.5628872823103,0.0934805496464732,-0.00115351956925305,NA,NA,5.97113965444565,0.0494052535991713,3.91767151447225e-05,TRUE,NA
"199-D5-101__ITER2","199-D5-101",2,"Trend_Summary",TRUE,TRUE,0.0488766075719911,"-0.225345402200856",NA,NA,30,4,NA,NA,4,4,71.5493015083338,-0.579360188646965,-0.000130315275595789,NA,NA,34.1058360408741,0.238172016331324,0.000589714993401905,TRUE,NA
"199-D5-103__ITER1","199-D5-103",1,"Trend_Summary",TRUE,TRUE,0.0439772944833818,"-0.362707106238228",NA,NA,25,66,NA,NA,4,4,12.7072710751552,-0.0846257749621159,0.000145109192668606,NA,NA,4.91217051830263,0.0368841269809665,0.00013398275666221,TRUE,NA
"199-D5-103__ITER2","199-D5-103",2,"Trend_Summary",TRUE,TRUE,9.61258850296076e-11,"0.169232692628124",NA,NA,18,66,NA,NA,4,4,-19.9209636885705,-0.0607661344174971,0.00210409086948826,NA,NA,16.1663826144048,0.118032141859934,0.00021757337922013,TRUE,NA
"199-D5-103__ITER3","199-D5-103",3,"Trend_Summary",TRUE,TRUE,2.22044604925031e-15,"0.703470369095172",NA,NA,21,66,NA,NA,4,4,55.9327619506217,0.0613876658084065,-0.0035069369753052,NA,NA,9.01757557030764,0.067651455939046,0.00019230629646033,TRUE,NA
"199-D5-103__ITER4","199-D5-103",4,"Trend_Summary",TRUE,TRUE,2.86687562578436e-10,"-0.311362196780054",NA,NA,123,66,NA,NA,4,4,23.0797954945551,-0.0558480650610294,-0.000667398443055208,NA,NA,10.9223773365294,0.0906385806529953,9.21226726672663e-05,TRUE,NA
"199-D5-104__ITER1","199-D5-104",1,"Trend_Summary",TRUE,TRUE,0.490697196523243,"0.0865272334596618",NA,NA,36,44,NA,NA,4,4,24.929949401956,-0.137898406134324,-1.19778554909919e-05,NA,NA,15.6507478511742,0.116751104563342,0.000349990883606154,TRUE,NA
"199-D5-104__ITER2","199-D5-104",2,"Trend_Summary",TRUE,TRUE,0,"-0.147701981130371",NA,NA,323,44,NA,NA,4,4,24.4742219265291,0.0488469592013465,-0.00144392913022212,NA,NA,6.59846160344984,0.0542666633921543,3.96357075692838e-05,TRUE,NA
"199-D5-106__ITER1","199-D5-106",1,"Trend_Summary",TRUE,TRUE,1.30109151341706e-07,"-0.117996088446191",NA,NA,27,55,NA,NA,4,4,2.76659128915805,0.0594659448777697,-0.000410651701063303,NA,NA,10.4294867020128,0.0879018554110741,5.61186158680898e-05,TRUE,NA
"199-D5-123__ITER1","199-D5-123",1,"Trend_Summary",TRUE,TRUE,0.268458212589203,NA,NA,NA,18,0,NA,NA,3,4,10.1158044774242,NA,-0.000289070407517563,NA,NA,3.74869466409153,NA,0.000257420350916741,TRUE,NA
"199-D5-123__ITER2","199-D5-123",2,"Trend_Summary",TRUE,TRUE,3.66373598126302e-15,NA,NA,NA,31,0,NA,NA,3,4,17.9806256267217,NA,-0.000879429511921477,NA,NA,1.10452195709136,NA,6.63533357256476e-05,TRUE,NA
"199-D5-125__ITER1","199-D5-125",1,"Trend_Summary",TRUE,TRUE,0.00677303430966314,"0.203054869407928",NA,NA,16,47,NA,NA,4,4,13.7162824248922,-0.0227319376822056,-0.0002325039924968,NA,NA,2.50129368767468,0.0180010648179669,6.52728958883324e-05,TRUE,NA
"199-D5-125__ITER2","199-D5-125",2,"Trend_Summary",TRUE,TRUE,0,"-0.0332488682998384",NA,NA,34,47,NA,NA,4,4,-29.9053245278904,0.432867272650486,-0.000974487847737302,NA,NA,21.4488530669725,0.171397377094692,0.000103038847534486,TRUE,NA
"199-D5-127__ITER1","199-D5-127",1,"Trend_Summary",TRUE,TRUE,0,"-0.0808623727862008",NA,NA,89,90,NA,NA,4,4,54.697804573276,-0.178815185887996,-0.00187312796007145,NA,NA,6.93695512359788,0.0528357064481561,8.45168577853399e-05,TRUE,NA
"199-D5-127__ITER2","199-D5-127",2,"Trend_Summary",TRUE,TRUE,0.311126129131636,"0.0305564452383539",NA,NA,104,77,NA,NA,4,4,18.6642145247883,-0.126295565313418,-0.000135479796705105,NA,NA,13.2779541906505,0.10721088186996,0.000104964529898506,TRUE,NA
"199-D5-130__ITER1","199-D5-130",1,"Trend_Summary",TRUE,TRUE,0,"-0.360582507553961",NA,NA,110,3,NA,NA,4,4,22.8319129576785,-0.01510622093772,-0.00106070952114801,NA,NA,4.31948341096679,0.0351630303887622,4.24368318122992e-05,TRUE,NA
"199-D5-130__ITER2","199-D5-130",2,"Trend_Summary",TRUE,TRUE,0.0160057179235868,"0.0649249022620623",NA,NA,45,44,NA,NA,4,4,-21.2987736719151,0.218690367787601,-0.000107902870791666,NA,NA,10.3157565906194,0.0792293876335043,0.000164136585939624,TRUE,NA
"199-D5-131__ITER1","199-D5-131",1,"Trend_Summary",TRUE,TRUE,0,"-0.0595680144637885",NA,NA,113,2,NA,NA,4,4,34.1867298944197,-0.00583526801404431,-0.00173271684962618,NA,NA,2.90196334922211,0.0233530073475259,2.58539011395396e-05,TRUE,NA
"199-D5-131__ITER2","199-D5-131",2,"Trend_Summary",TRUE,TRUE,0.00584238135975079,"0.0833062737309821",NA,NA,60,27,NA,NA,4,4,-14.6343423842606,0.182503292483067,-0.000217673159768048,NA,NA,9.13002885610578,0.0760936648077424,9.61635317939623e-05,TRUE,NA
"199-D5-133__ITER1","199-D5-133",1,"Trend_Summary",TRUE,TRUE,3.15779624671109e-11,NA,NA,NA,38,0,NA,NA,3,4,22.7720820571064,NA,-0.00124333061736189,NA,NA,2.35642034182209,NA,0.000142720041939234,TRUE,NA
"199-D5-133__ITER2","199-D5-133",2,"Trend_Summary",TRUE,TRUE,0.0073402017922406,NA,NA,NA,9,0,NA,NA,3,4,-37.6297964727086,NA,0.00204848582546942,NA,NA,12.5353256801896,NA,0.000650273825894514,TRUE,NA
"199-D5-134__ITER1","199-D5-134",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"199-D5-14__ITER1","199-D5-14",1,"Trend_Summary",TRUE,TRUE,0,"-0.0848183876635559",NA,NA,35,55,NA,NA,4,4,29.3123519082042,0.0206370969039376,-0.00170466455033049,NA,NA,8.18013081384931,0.0667296759417983,5.5512714390013e-05,TRUE,NA
"199-D5-14__ITER2","199-D5-14",2,"Trend_Summary",TRUE,TRUE,0.968478577991914,"-0.456946287793846",NA,NA,7,55,NA,NA,4,4,3.45354928656169,-0.00868193437876452,-2.79109431073228e-05,NA,NA,16.9119604704926,0.136597238870043,0.000111993716368484,TRUE,NA
"199-D5-141__ITER1","199-D5-141",1,"Trend_Summary",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
