KEY,WELL_py,ITER_py,LAG_py,lag_source,p_trend_py,p_interp_py,p_event_py,AIC_py,BIC_py,logLik_py,n_obs_py,n_cens,model_type_py,fit_ok_py,beta_intercept_py,beta_interp_py,beta_event_py,sigma,WELL_r,ITER_r,CLASS,MODEL,FORM_raw,FORM_label,LOG,LAG_r,p_trend_r,df,AIC_r,BIC_r,RL,AIC_EVENT,AIC_INTERP,AIC_NULL,BIC_EVENT,BIC_INTERP,BIC_NULL,logLik_r,n_obs_r,beta_intercept_r,beta_interp_r,beta_event_r,beta_logSigma,p_interp_r,p_event_r,SUM_rows,SUM_cols,model_type_r,fit_ok_r,_merge,LAG_diff,p_trend_diff,AIC_diff,BIC_diff,logLik_diff,beta_intercept_diff,beta_interp_diff,beta_event_diff,p_interp_diff,p_event_diff,n_obs_diff
199-D5-145__ITER1,199-D5-145,1,36.0,ULAG,,,,,,,68,0,INTERP+EVENT,False,,,,,199-D5-145,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,36.0,0.0,64.0,71.1477314567059,75.5867468670581,0.582670876564807,70.0674658842354,184.284317888331,193.968214682446,72.2869735894115,186.503825593507,196.187722387622,,,27.9642001095922,-0.0755014703038673,-0.0008964666247226,-0.756116477659289,0.335909049941008,1.4038698719232102e-67,4.0,4.0,INTERP+EVENT,True,both,0.0,,,,,,,,,,
199-D5-146__ITER1,199-D5-146,1,16.0,ULAG,7.484416852943099e-07,0.22949794796658807,4.202381710947055e-08,123.35906236355329,127.26154980071615,-59.679531181776646,52,0,INTERP+EVENT,True,-6.6783839494394925,0.1273336839309268,-0.0018680647113780587,0.5569849836181259,199-D5-146,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,16.0,3.15075746160076e-07,48.0,120.61896146246,124.521448899623,1.0,121.773494853741,140.679539231492,148.559866988717,123.724738572322,142.630782950073,150.511110707298,,,9.48025372680663,0.199106281476782,-0.0017841501507854,-0.601855078127044,0.0713284695524758,1.58856800419181e-07,4.0,4.0,INTERP+EVENT,True,both,0.0,4.3336593913423387e-07,2.7401009010932853,2.7401009010931574,,-16.158637676246123,-0.07177259754585519,-8.39145605926587e-05,0.15816947841411227,-1.1683298330971047e-07,
199-D5-146__ITER2,199-D5-146,2,16.0,ULAG,,0.5471240471677548,0.34461600285115324,229.2431314482754,234.00718471762315,-112.6215657241377,80,0,INTERP+EVENT,True,-3.2599513198750194,0.04814401759071067,-0.0001107396552298592,0.5844336641640059,199-D5-146,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,16.0,0.486924361512689,76.0,228.584569769936,233.348623039284,0.37046651428002,226.598585333653,227.850661539281,228.023862736199,228.980611968327,230.232688173955,230.405889370873,,,3.56820656820097,0.0088056373489838,-0.000129897764821,-0.534938602491778,0.905756643163879,0.258613586451357,4.0,4.0,INTERP+EVENT,True,both,0.0,,0.6585616783393959,0.6585616783391401,,-6.828157888075989,0.039338380241726874,1.9158109591140804e-05,-0.3586325959961243,0.08600241639979622,
199-D5-146__ITER3,199-D5-146,3,16.0,ULAG,0.32185425441672555,0.16139538700478517,0.27351120465258205,100.37331300343288,103.4260340526652,-48.18665650171644,34,1,INTERP+EVENT,True,35.641887703072165,-0.2810180495392197,-0.0006008335434403787,0.9122733945286327,199-D5-146,3.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,16.0,0.207302494850513,30.0,98.5083256940973,101.56104674333,0.707562935541955,99.3318937085581,97.8164682969146,99.6554781433711,100.858254233174,99.3428288215307,101.181838667987,,,53.6433293920732,-0.337259591378521,-0.0006032235030754,-0.105044554551869,0.0863806708168307,0.248949758559445,4.0,4.0,INTERP+EVENT,True,both,0.0,0.11455175956621255,1.8649873093355893,1.8649873093352056,,-18.001441689001034,0.0562415418393013,2.3899596350212887e-06,0.07501471618795447,0.02456144609313704,
199-D5-149__ITER1,199-D5-149,1,31.0,ULAG,0.04833202304296835,0.014620030324011657,0.9386586499436548,63.211850657309014,65.48283908916731,-29.605925328654507,23,0,INTERP+EVENT,True,28.54351481755482,-0.2209162502468069,7.84783445743331e-06,0.30030669002415006,199-D5-149,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,31.0,0.0394491251130785,19.0,61.7832951701969,64.0542836020552,0.36800939595642,65.4936021310398,59.7840015528991,66.2487819882858,66.6290963469689,60.9194957688283,67.3842762042149,,,25.569112361433,-0.195840836187969,2.68820176970338e-06,-1.21178069245134,0.0108993043794026,0.978796268515549,4.0,4.0,INTERP+EVENT,True,both,0.0,0.008882897929889853,1.4285554871121136,1.4285554871121207,,2.974402456121819,-0.025075414058837897,5.159632687729931e-06,0.003720725944609057,-0.04013761857189424,
199-D5-149__ITER2,199-D5-149,2,31.0,ULAG,0.818212247591219,0.9970413498500443,0.6533557740363096,31.977503654786734,32.582673840774824,-13.988751827393367,10,0,INTERP+EVENT,True,2.8804740098139274,0.002531957694802464,-0.0009084283106769572,0.7212262257768712,199-D5-149,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,31.0,0.703646708543205,6.0,30.6222077410335,31.2273779270216,0.427797160323842,28.9239955006035,29.1387853513411,29.3251655075152,29.2265805935975,29.4413704443352,29.6277506005092,,,74.6842551879837,-0.441429475757513,-0.0010368632671954,-0.341886913494945,0.579905336073594,0.466542549584612,4.0,4.0,INTERP+EVENT,True,both,0.0,0.11456553904801403,1.3552959137532348,1.3552959137532241,,-71.80378117816977,0.4439614334523155,0.00012843495651844276,0.4171360137764504,0.18681322445169762,
199-D5-14__ITER1,199-D5-14,1,55.0,ULAG,,,,,,,40,0,INTERP+EVENT,False,,,,,199-D5-14,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,55.0,0.0,35.0,-16.8019176477974,-13.4747943555381,0.385877087594352,-18.7063904200913,107.011620694615,111.664161620237,-17.0428287739617,108.675182340745,113.327723266367,,,29.3123519082042,0.0206370969039376,-0.0017046645503304,-1.05303162321816,0.757120594769066,4.50019340001965e-207,4.0,4.0,INTERP+EVENT,True,both,0.0,,,,,,,,,,
199-D5-14__ITER2,199-D5-14,2,55.0,ULAG,0.639039950749746,0.33101277232901727,0.9020363495472562,34.32107111885517,35.11686166445191,-15.160535559427585,11,0,INTERP+EVENT,True,-11.911756752923447,0.11862362286548321,1.248920803513091e-05,0.20963775489616182,199-D5-14,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,55.0,0.968478577991914,7.0,34.1041779223985,34.8999684679952,0.36862311678909,32.1082168811902,32.1661132575734,32.1682357526552,32.5061121539885,32.5640085303718,32.5661310254536,,,3.45354928656169,-0.0086819343787645,-2.79109431073228e-05,-1.52457789481866,0.949321667666647,0.803191513618324,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.329438627242168,0.21689319645667382,0.21689319645670935,,-15.365306039485137,0.12730555724424772,4.040015114245371e-05,-0.6183088953376298,0.09884483592893223,
199-D5-150__ITER1,199-D5-150,1,44.0,ULAG,1.0962351929544312e-06,0.969931251010786,8.374577394023473e-08,71.60703521179002,74.60005033472298,-33.80351760589501,33,4,INTERP+EVENT,True,4.165579294210097,-0.004291184758149216,-0.0005182014411716292,0.4205124589016804,199-D5-150,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,44.0,1.07365616675015e-06,29.0,70.6730331994684,73.6660483224013,0.375884391971484,68.7160858974059,92.4068039943172,96.1619147111007,70.2125934588724,93.9033115557837,97.6584222725672,,,8.49021540214768,0.0188735693086394,-0.0005090222082693,-0.867277144969858,0.835566615582784,6.59263420274357e-09,4.0,4.0,INTERP+EVENT,True,both,0.0,2.2579026204281207e-08,0.9340020123216135,0.9340020123216846,,-4.324636107937582,-0.023164754066788616,-9.17923290232926e-06,0.13436463542800203,7.715313973749116e-08,
199-D5-151__ITER1,199-D5-151,1,66.0,ULAG,0.002120705823748681,0.059516223576308036,8.664426632853215e-05,68.3106681730953,70.90234190510395,-32.15533408654765,27,0,INTERP+EVENT,True,32.24223590648041,-0.2157184230345816,-0.0007564671815649935,0.4954342144168126,199-D5-151,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,66.0,0.0112162612689271,23.0,70.6229106282034,73.2145843602121,0.376168416344915,68.6674739880721,75.4750130764632,77.6036919375155,69.9633108540765,76.7708499424675,78.8995288035198,,,10.513418741363,0.0277047826651043,-0.0005461946853695,-0.640631236753533,0.832740972193744,0.0052245176507175,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.009095555445178418,-2.3122424551081053,-2.312242455108148,,21.728817165117412,-0.2434232056996859,-0.0002102724961954935,-0.773224748617436,-0.005137873384388968,
199-D5-151__ITER2,199-D5-151,2,66.0,ULAG,0.5391535412998023,0.984042261393214,0.6798735735509461,62.35990862384818,64.44895349929503,-29.17995431192409,21,0,INTERP+EVENT,True,5.439256526517839,-0.013010117160247222,-0.0003359259965875667,0.3087360942292754,199-D5-151,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,66.0,0.537057823207918,17.0,61.3275259229519,63.4165707983988,0.370815784366248,59.3434261673781,60.5461404465979,60.5708249470382,60.3879486051015,61.5906628843213,61.6153473847616,,,11.9934921302083,-0.0127193983985406,-0.0003457879249664,-1.17545389205271,0.89963690159115,0.26266313769397,4.0,4.0,INTERP+EVENT,True,both,0.0,0.0020957180918843576,1.032382700896278,1.0323827008962283,,-6.554235603690461,-0.00029071876170662196,9.861928378833288e-06,0.0844053598020641,0.41721043585697615,
199-D5-152__ITER1,199-D5-152,1,69.0,ULAG,0.0024596590736016832,0.39146732304316967,1.0318986381093978e-07,100.18611249102382,103.4612848104766,-48.09305624551191,38,1,INTERP+EVENT,True,8.6178452715175,-0.047504065228069894,-0.0002472197090039667,0.3727489916911607,199-D5-152,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,69.0,0.002370926659648,34.0,99.1259035929578,102.401075912411,0.446037461758813,97.5111989219287,108.105653650998,109.214852402202,99.1487850816551,109.743239810724,110.852438561928,,,12.509815514576,-0.0519015458139479,-0.00024350258356,-0.987113738168965,0.534051137098021,0.0003300411876222,4.0,4.0,INTERP+EVENT,True,both,0.0,8.873241395368318e-05,1.0602088980660227,1.0602088980655964,,-3.8919702430585,0.004397480585878008,-3.7171254439667158e-06,-0.14258381405485132,-0.0003299379977583891,
199-D5-153__ITER1,199-D5-153,1,,NONE,,,,,,,5,0,INTERP+EVENT,False,,,,,199-D5-153,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,,,,,,,,,,,,,,,,,,,,,1.0,1.0,SUM_ROWS_1,False,both,,,,,,,,,,,
199-D5-153__ITER2,199-D5-153,2,,NONE,,,,,,,129,3,INTERP+EVENT,False,,,,,199-D5-153,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,25.0,0.0,124.0,181.721819368428,187.425879896267,1.0,185.691790976977,367.645309134353,369.295224806418,188.543821240896,370.497339398272,372.147255070338,,,38.0960343766102,-0.151073066214195,-0.0009764920822085,-0.672427169553399,0.0133741271843115,1.0798842603204099e-94,4.0,4.0,INTERP+EVENT,True,both,,,,,,,,,,,
199-D5-154__ITER1,199-D5-154,1,,NONE,,,,,,,124,0,INTERP+EVENT,False,,,,,199-D5-154,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,20.0,0.0,120.0,230.487374161484,236.127937292694,0.426736727398995,228.784198122733,345.135666667655,352.892702165914,231.604479688338,347.95594823326,355.712983731519,,,8.72374986501128,0.0214520845866431,-0.0004484295036276,-1.04475110218535,0.585656044634407,5.042442408712661e-44,4.0,4.0,INTERP+EVENT,True,both,,,,,,,,,,,
199-D5-159__ITER1,199-D5-159,1,,NONE,,,,,,,106,0,INTERP+EVENT,False,,,,,199-D5-159,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,18.0,0.0,102.0,159.65245988464,164.979338072865,0.766659500495264,159.121034858727,300.951190858307,301.810222180209,161.784473952839,303.614629952419,304.473661274321,,,18.9245505369602,-0.0457733514780521,-0.0005688320918047,-1.12358598181716,0.22396310480978,5.26760231672082e-68,4.0,4.0,INTERP+EVENT,True,both,,,,,,,,,,,
199-D5-15__ITER1,199-D5-15,1,42.0,ULAG,0.07241069902026454,0.7840806694864644,0.019437924466726583,29.9658453025321,30.76163584812884,-12.98292265126605,11,0,INTERP+EVENT,True,-0.29344724671222977,0.062221956572027066,-0.0008200139922477044,0.33833536915364865,199-D5-15,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,42.0,0.0316207183884131,7.0,27.2603502965997,28.0561408421965,0.874543937384659,26.9922448107567,28.3378486316478,32.1682357526552,27.3901400835551,28.7357439044461,32.5661310254536,,,-5.95055529640691,0.185790732854025,-0.0006446768661787,-1.15903961613755,0.170825999897292,0.0595053313030512,4.0,4.0,INTERP+EVENT,True,both,0.0,0.040789980631851436,2.7054950059323986,2.7054950059323417,,5.65710804969468,-0.12356877628199794,-0.00017533712606900443,0.6132546695891724,-0.040067406836324614,
199-D5-15__ITER2,199-D5-15,2,42.0,ULAG,2.529481069046824e-10,0.00011589944527555361,2.672037274983091e-05,48.930541142006504,51.798515550976795,-22.465270571003252,31,1,INTERP+EVENT,True,-79.50570935090812,0.7098210271044506,-0.0004540319831404584,0.7215163044885327,199-D5-15,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,42.0,1.1461533944157102e-09,27.0,50.9688114839981,53.8367858929684,1.0,59.3465745261075,71.4677350744919,90.1425202437671,60.7805617305927,72.901722278977,91.5765074482523,,,-47.8667173765518,0.513492787522125,-0.0005564806512286,-0.273178602583958,0.0004672133282627,7.64214908059713e-09,4.0,4.0,INTERP+EVENT,True,both,0.0,-8.932052875110278e-10,-2.0382703419915984,-2.0382703419916055,,-31.638991974356323,0.1963282395823256,0.00010244866808814155,-0.0003513138829871464,2.6712730600750313e-05,
199-D5-160__ITER1,199-D5-160,1,56.0,ULAG,1.8413860145449767e-05,0.8998102274367352,0.00023227168484176244,115.57540830496002,119.27570350838013,-55.78770415248001,47,0,INTERP+EVENT,True,10.232901011492356,-0.026869185915068906,-0.0006820026836136737,0.9543481427085838,199-D5-160,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,56.0,1.05617400620872e-05,43.0,113.452885446547,117.153180649967,0.649729133935164,112.590486006615,133.123690242707,134.369430475854,114.440633608325,134.973837844417,136.219578077564,,,38.4792315874803,-0.178162215900809,-0.0007381497955014,-0.0585536768310022,0.283239609429109,1.54516758322331e-07,4.0,4.0,INTERP+EVENT,True,both,0.0,7.852120083362567e-06,2.1225228584130207,2.1225228584131344,,-28.246330575987944,0.1512930299857401,5.614711188772629e-05,0.6165706180076262,0.0002321171680834401,
199-D5-162__ITER1,199-D5-162,1,32.0,ULAG,,,,,,,9,7,INTERP+EVENT,False,,,,,199-D5-162,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,,,,,,,,,,,,,,,,,,,,,1.0,1.0,SUM_ROWS_1,False,both,,,,,,,,,,,
199-D5-163__ITER1,199-D5-163,1,1.0,ULAG,,,,,,,9,7,INTERP+EVENT,False,,,,,199-D5-163,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,,,,,,,,,,,,,,,,,,,,,1.0,1.0,SUM_ROWS_1,False,both,,,,,,,,,,,
199-D5-16__ITER1,199-D5-16,1,64.0,ULAG,0.13588860261221547,0.9255864909732232,0.03144570183340105,31.224808075842596,32.02059862143933,-13.612404037921298,11,0,INTERP+EVENT,True,4.343063509877002,0.013980725210894648,-0.0006547201571032854,0.30800043415961886,199-D5-16,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,64.0,0.0889039622333243,6.0,26.4847683717117,27.0899385576998,0.368743804859878,24.4894620280132,28.8349185796119,29.3251655075152,24.7920471210073,29.1375036726059,29.6277506005092,,,18.8479618783278,-0.0078400741698417,-0.0008491931135243,-1.19063774756022,0.94537304973159,0.0195698650959267,4.0,4.0,INTERP+EVENT,True,both,0.0,0.046984640378891177,4.740039704130897,4.930660063739534,,-14.5048983684508,0.021820799380736347,0.00019447295642101466,-0.019786558758366768,0.01187583673747435,
199-D5-16__ITER2,199-D5-16,2,64.0,ULAG,1.9003532081285357e-09,0.5761212208062276,2.1166335069568512e-13,46.13598278794729,48.87057444792024,-21.067991393973646,29,0,INTERP+EVENT,True,13.027805913291846,-0.07299285717916255,-0.0006297650267716628,0.46852793215124405,199-D5-16,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,64.0,2.1785842019284e-09,25.0,45.3916053692137,48.1261970291866,0.376731092045085,43.4391581097296,73.466571479943,83.2807866513442,44.8064539397161,74.8338673099295,84.6480824813307,,,9.98704329729779,0.0275562953988996,-0.0005879135592721,-0.753447985088951,0.827308085853325,3.67974914300028e-13,4.0,4.0,INTERP+EVENT,True,both,0.0,-2.782309937998645e-10,0.7443774187335919,0.7443774187336416,,3.0407626159940566,-0.10054915257806216,-4.18514674995628e-05,-0.2511868650470974,-1.563115636043429e-13,
199-D5-17__ITER1,199-D5-17,1,63.0,ULAG,,,,,,,5,0,INTERP+EVENT,False,,,,,199-D5-17,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,,,,,,,,,,,,,,,,,,,,,1.0,1.0,SUM_ROWS_1,False,both,,,,,,,,,,,
199-D5-17__ITER2,199-D5-17,2,63.0,ULAG,0.0010899575206448908,0.25155360173416375,0.002407357084755711,41.438554084596284,43.219297600388614,-18.719277042298142,18,0,INTERP+EVENT,True,-22.953489950688592,0.21993631289592933,-0.000250289190048371,0.42757610594707585,199-D5-17,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,63.0,0.0019675336309364,14.0,41.5909867770781,43.3717302928705,0.384581849343061,39.6797894960043,48.7816366072786,52.0529357462491,40.5701612539005,49.6720083651748,52.9433075041453,,,1.30071485980395,0.0499199760526532,-0.000288975713442,-0.816809527536688,0.765424007212948,0.0005340126435698,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.0008775761102915091,-0.1524326924818169,-0.15243269248188795,,-24.254204810492542,0.17001633684327613,3.868652339362902e-05,-0.5138704054787843,0.0018733444411859108,
199-D5-32__ITER1,199-D5-32,1,,NONE,,,,,,,88,0,INTERP+EVENT,False,,,,,199-D5-32,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,39.0,0.0,79.0,61.8536149124409,66.6912961280341,1.0,108.676246161987,231.907034650427,236.537723587791,111.095086769783,234.325875258223,238.956564195588,,,17.0236918662691,0.256433347517526,-0.0030195371998327,-1.62916341031529,3.56085346992823e-16,1.96605715266399e-127,4.0,4.0,INTERP+EVENT,True,both,,,,,,,,,,,
199-D5-32__ITER2,199-D5-32,2,,NONE,,,,,,,184,0,INTERP+EVENT,False,,,,,199-D5-32,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,14.0,0.0,180.0,393.512591795613,399.942463310831,1.0,397.571792821873,520.168881446384,523.166652942088,400.786728579482,523.383817203993,526.381588699697,,,33.5254406909062,-0.164071437615913,-0.0006032035720951,-0.265479585462601,0.0130665941647115,2.1029792877698797e-42,4.0,4.0,INTERP+EVENT,True,both,,,,,,,,,,,
199-D5-33__ITER1,199-D5-33,1,25.0,ULAG,,,,,,,11,7,INTERP+EVENT,False,,,,,199-D5-33,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,,,,,,,,,,,,,,,,,,,,,1.0,1.0,SUM_ROWS_1,False,both,,,,,,,,,,,
199-D5-33__ITER2,199-D5-33,2,25.0,ULAG,0.0017083285648082924,0.5821155505292432,0.008472657875888025,76.19703589678805,78.99943066011237,-36.098517948394026,30,13,INTERP+EVENT,True,-21.86337017461117,0.20767602057217913,-0.0007506962092643783,1.4128205680121604,199-D5-33,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,25.0,0.0019774509413287,26.0,75.9132958521029,78.7156906154272,0.36789106315139,73.9133590347387,84.4014193954033,86.3651891862242,75.3145564164008,85.8026167770654,87.7663865678864,,,14.770898675731,-0.0027223275800472,-0.0007938631224536,0.359883265060962,0.993658709273759,0.0090852198007445,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.0002691223765204074,0.28374004468514613,0.28374004468516034,,-36.63426885034217,0.21039834815222633,4.3166913189221696e-05,-0.41154315874451575,-0.0006125619248564754,
199-D5-34__ITER1,199-D5-34,1,47.0,ULAG,0.00013725900047389938,0.02558191701732112,7.730194386600423e-05,54.321767788820964,56.677875449516854,-25.160883894410482,24,0,INTERP+EVENT,True,-11.848691346966717,0.13521912807938388,-0.0007271497877998112,0.21518225929247745,199-D5-34,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,47.0,0.0001537005903122,20.0,53.5266107142754,55.8827183749713,1.0,55.826960174193,66.6824108366189,69.0876188477732,57.005014004541,67.8604646669668,70.2656726781211,,,1.42969254609691,0.119925764861259,-0.0008248061245697,-1.53155585388525,0.0299928782376603,4.29174080797786e-06,4.0,4.0,INTERP+EVENT,True,both,0.0,-1.6441589838300612e-05,0.7951570745455641,0.795157074545557,,-13.278383893063626,0.015293363218124884,9.765633676988878e-05,-0.004410961220339179,7.301020305802637e-05,
199-D5-34__ITER2,199-D5-34,2,47.0,ULAG,,,,,,,36,0,INTERP+EVENT,False,,,,,199-D5-34,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,47.0,1.11181233986013e-06,32.0,77.7303845488692,80.8974224257815,1.0,85.7741847431812,91.4236673766768,103.149422819935,87.3577036816373,93.0071863151329,104.732941758391,,,35.5940794164397,-0.410398841004461,0.001094955204363,-0.46081498157115,0.0006649307525675,9.20294330449028e-06,4.0,4.0,INTERP+EVENT,True,both,0.0,,,,,,,,,,
199-D5-34__ITER3,199-D5-34,3,47.0,ULAG,,,,,,,146,0,INTERP+EVENT,False,,,,,199-D5-34,3.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,47.0,0.0,141.0,114.024741551028,119.97820903587,0.891012101768258,113.793947012284,411.857301703758,412.488710416892,116.770680754705,414.834035446179,415.465444159312,,,36.9322273862119,-0.0482495540674391,-0.0015396240161735,-1.15315190034878,0.182144058539128,8.117631218728989e-220,4.0,4.0,INTERP+EVENT,True,both,0.0,,,,,,,,,,
199-D5-34__ITER4,199-D5-34,4,47.0,ULAG,0.059543901659524834,0.8534385348283544,0.019954124511947557,128.90026226385854,132.55754505683672,-62.45013113192927,46,0,INTERP+EVENT,True,4.582031787534185,-0.017987176549377273,-0.00037366045827288497,0.4425381810087731,199-D5-34,4.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,47.0,0.049859101681036,41.0,124.696081039327,128.309406018868,0.497556790230734,123.299989883966,127.2057159257,128.693189475078,125.106652373736,129.01237841547,130.499851964848,,,1.03802683808628,0.0663745086722546,-0.0003402532761125,-0.810849103605638,0.435549647049013,0.0294119054668566,4.0,4.0,INTERP+EVENT,True,both,0.0,0.009684799978488833,4.204181224531538,4.248139037968713,,3.5440049494479053,-0.08436168522163187,-3.3407182160384975e-05,0.4178888877793414,-0.009457780954909043,
199-D5-36__ITER1,199-D5-36,1,16.0,ULAG,0.5626407810621662,0.4767646881830938,0.6832412180087546,29.119165579856002,29.724335765844096,-12.559582789928001,10,5,INTERP+EVENT,True,-18.618964797629207,0.16622944006837698,-0.00038758326217947306,0.585360650480423,199-D5-36,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,16.0,0.753884885378197,6.0,29.1775596100308,29.7827297960189,0.368114254591273,27.1788357808956,27.6148294699426,27.7425907991146,27.4814208738896,27.9174145629366,28.0451758921087,,,7.85171878018114,0.0154972016028063,-0.0006207471431223,-0.531592235930237,0.971549422565564,0.519618463550719,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.19124410431603078,-0.05839403017479938,-0.058394030174802936,,-26.470683577810348,0.15073223846557068,0.00023316388094282692,-0.49478473438247017,0.16362275445803565,
199-D5-36__ITER2,199-D5-36,2,16.0,ULAG,0.009058849623522214,0.712960740102758,0.003224906459628603,89.8807646434349,92.81223644903436,-42.94038232171745,32,8,INTERP+EVENT,True,9.590800782979434,-0.06389529507702717,-0.00032926860977872146,0.7201267931572015,199-D5-36,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,16.0,0.009427973067965,28.0,89.1986738630785,92.130145668678,0.377752658312926,87.2516425818267,94.7941436737604,96.5268221641053,88.7173784846264,96.2598795765601,97.9925580669051,,,11.4403742338263,-0.0380281346141224,-0.0003259602033665,-0.327746855444064,0.81802277486144,0.0055052636169506,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.00036912344444278537,0.682090780356404,0.6820907803563614,,-1.8495734508468669,-0.02586716046290477,-3.3084064122214656e-06,-0.10506203475868203,-0.002280357157321997,
199-D5-37__ITER1,199-D5-37,1,9.0,ULAG,0.7407919051860071,0.42977238698122655,0.8899327839159119,31.778699618424273,32.38386980441236,-13.889349809212137,10,0,INTERP+EVENT,True,-6.048792931467226,0.08445517231909065,3.411694782928531e-05,0.19118946251666605,199-D5-37,1.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,9.0,0.977119494818558,6.0,31.278872854479,31.8840430404671,0.370840626642171,29.2949070815719,29.3193916826941,29.3251655075152,29.5974921745659,29.6219767756881,29.6277506005092,,,6.12668348512403,-0.0130445338293949,-4.9496888306418e-05,-1.62680143150022,0.899195967831955,0.840310000267019,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.23632758963255085,0.49982676394527203,0.49982676394526493,,-12.175476416591255,0.09749970614848555,8.36138361357033e-05,-0.46942358085072844,0.04962278364889294,
199-D5-37__ITER2,199-D5-37,2,9.0,ULAG,0.053772759429280836,0.5321322204262551,0.013249958006970123,89.60444692856535,92.53591873416481,-42.802223464282676,32,2,INTERP+EVENT,True,12.281434943844872,-0.08579269167028879,-0.00017381716173185617,0.5734172389145755,199-D5-37,2.0,Trend_Summary,Tobit,log(VAL) ~ INTERP + EVENT,INTERP + EVENT,log,9.0,0.0579356412047508,28.0,88.801117481962,91.7325892875615,0.4168483881325,87.0510520801348,91.6042747060945,92.4979625198352,88.5167879829345,93.0700106088942,93.963698422635,,,13.5180801647441,-0.0738677944794885,-0.0001761171074968,-0.553178624071286,0.616571779562733,0.021835713822484,4.0,4.0,INTERP+EVENT,True,both,0.0,-0.004162881775469966,0.8033294466033567,0.8033294466033141,,-1.236645220899229,-0.011924897190800282,2.2999457649438312e-06,-0.08443955913647794,-0.008585755815513877,
